,result,diff,elo,opp_elo,game_time,color,start_time,day,weekday
441,0.0,-21,818,839,600.0,0,-172.16666666666666,4,1
442,1.0,103,824,721,600.0,0,-12.694444444444443,4,1
443,0.0,-45,817,862,600.0,1,-28.41666666666664,4,1
444,1.0,-18,826,844,600.0,0,-117.6111111111111,4,1
445,0.0,-93,820,913,600.0,1,-174.08333333333331,4,1
446,0.5,-4,820,824,600.0,1,-265.5,4,1
447,0.0,-89,814,903,600.0,1,-143.05555555555554,5,2
448,1.0,142,819,677,300.0,0,-98.97222222222219,5,2
449,1.0,27,827,800,300.0,1,-37.91666666666665,5,2
450,0.0,0,819,819,300.0,0,-79.19444444444443,5,2
451,0.0,53,809,756,300.0,1,-111.7222222222222,5,2
452,1.0,34,817,783,300.0,0,-18.944444444444425,5,2
453,0.0,36,808,772,300.0,0,-110.91666666666664,5,2
454,1.0,19,816,797,300.0,0,-131.4722222222222,5,2
455,0.0,-35,808,843,300.0,1,-165.83333333333334,6,3
456,0.0,-93,802,895,300.0,1,-56.55555555555554,6,3
457,1.0,67,809,742,600.0,1,-107.27777777777776,6,3
458,1.0,130,814,684,600.0,1,-183.55555555555554,7,4
459,1.0,-4,823,827,600.0,0,-148.27777777777777,7,4
460,1.0,-9,832,841,300.0,1,-130.36111111111111,7,4
461,0.0,-29,824,853,300.0,0,-135.22222222222223,7,4
462,0.0,4,815,811,600.0,0,-226.11111111111111,7,4
463,1.0,81,821,740,600.0,0,-215.3888888888889,8,5
464,1.0,60,828,768,600.0,1,-214.02777777777777,8,5
465,1.0,-45,837,882,600.0,0,-231.47222222222217,8,5
466,1.0,-32,846,878,600.0,1,-154.13888888888889,9,6
467,1.0,54,853,799,600.0,1,-53.888888888888864,9,6
468,0.0,-41,846,887,600.0,0,-226.4722222222222,9,6
469,0.0,11,837,826,600.0,1,-116.05555555555554,9,6
470,1.0,85,843,758,600.0,1,-195.80555555555551,9,6
471,1.0,50,850,800,600.0,1,-291.8333333333333,10,0
472,1.0,4,858,854,600.0,0,-250.77777777777777,10,0
473,1.0,12,866,854,600.0,0,-82.49999999999999,10,0
474,1.0,2,874,872,600.0,0,-201.77777777777777,10,0
475,1.0,40,881,841,600.0,1,-304.9166666666667,10,0
476,0.0,-7,873,880,600.0,0,-292.80555555555554,11,1
477,1.0,3,881,878,600.0,0,-316.4722222222223,11,1
478,1.0,27,889,862,600.0,1,-174.80555555555554,11,1
479,0.0,-79,882,961,600.0,1,-96.13888888888886,11,1
480,1.0,22,890,868,600.0,1,-187.52777777777774,11,1
481,1.0,65,897,832,600.0,1,-331.5,11,1
482,1.0,53,904,851,600.0,0,-11.055555555555529,11,1
483,0.0,-32,896,928,600.0,0,-107.33333333333331,11,1
484,1.0,64,903,839,600.0,0,-238.66666666666666,11,1
485,1.0,36,911,875,600.0,1,-178.16666666666666,12,2
486,0.0,-3,903,906,600.0,0,-256.77777777777777,12,2
487,1.0,42,910,868,600.0,0,-173.63888888888886,12,2
488,0.0,-12,902,914,600.0,1,-202.16666666666666,12,2
489,1.0,3,910,907,600.0,0,-209.19444444444446,12,2
490,1.0,14,918,904,600.0,1,-203.66666666666669,12,2
491,1.0,43,925,882,600.0,1,-146.25,12,2
492,1.0,24,933,909,600.0,1,-319.5,12,2
493,1.0,6,941,935,600.0,0,-193.22222222222223,13,3
494,1.0,42,948,906,600.0,1,-151.19444444444443,13,3
495,0.5,53,947,894,600.0,0,-332.80555555555554,13,3
496,0.0,8,938,930,600.0,0,-200.74999999999997,13,3
497,1.0,35,946,911,600.0,1,-48.138888888888886,14,4
498,1.0,53,953,900,600.0,0,-99.41666666666664,14,4
499,0.0,-37,946,983,600.0,0,-113.52777777777776,14,4
500,0.0,-27,938,965,600.0,1,-105.08333333333331,14,4
501,1.0,79,944,865,300.0,1,-99.22222222222221,14,4
502,0.0,50,934,884,300.0,0,-142.33333333333331,15,5
503,0.0,27,925,898,600.0,0,-130.63888888888889,15,5
504,1.0,23,933,910,600.0,1,-241.44444444444446,15,5
505,0.0,-78,926,1004,600.0,1,-182.0,15,5
506,0.0,0,918,918,600.0,1,-240.30555555555551,15,5
507,1.0,56,925,869,600.0,0,-226.9722222222222,16,6
508,0.0,-32,917,949,600.0,1,-155.69444444444443,16,6
509,1.0,-13,926,939,600.0,0,-176.80555555555551,16,6
510,0.0,57,916,859,600.0,0,-330.47222222222223,16,6
511,0.0,-7,908,915,600.0,0,-279.5833333333333,17,0
512,0.5,7,908,901,300.0,1,-165.86111111111111,17,0
513,1.0,39,915,876,300.0,0,-14.305555555555543,17,0
514,1.0,77,922,845,300.0,0,-153.08333333333334,17,0
515,0.0,-16,914,930,300.0,1,-159.22222222222223,17,0
516,0.0,-51,907,958,600.0,1,-296.75,17,0
517,1.0,54,914,860,600.0,1,-274.5,17,0
518,0.0,-30,906,936,600.0,1,-310.52777777777777,18,1
519,0.0,-60,899,959,300.0,1,-102.41666666666667,18,1
520,0.0,-47,892,939,600.0,0,-315.97222222222223,18,1
521,1.0,13,900,887,600.0,0,-253.27777777777777,18,1
522,0.0,-110,894,1004,600.0,0,-263.97222222222223,18,1
523,0.0,-19,886,905,600.0,1,-50.11111111111109,19,2
524,0.0,-28,878,906,600.0,0,-162.33333333333331,19,2
525,0.0,-70,871,941,600.0,0,-64.97222222222221,19,2
526,0.0,-42,864,906,600.0,0,-133.22222222222223,19,2
527,1.0,37,872,835,600.0,1,-260.27777777777777,20,3
528,1.0,-7,881,888,600.0,1,-239.27777777777777,20,3
529,1.0,-9,890,899,600.0,1,-256.97222222222223,20,3
530,1.0,32,898,866,600.0,1,-275.0833333333333,20,3
531,0.0,-71,891,962,600.0,1,-252.72222222222217,20,3
532,0.0,72,881,809,600.0,0,-33.666666666666664,21,4
533,0.0,-24,873,897,600.0,1,-212.08333333333331,21,4
534,1.0,106,879,773,600.0,0,-116.55555555555554,21,4
535,1.0,1,887,886,600.0,0,-292.9444444444444,22,5
536,0.0,-111,881,992,600.0,0,-139.4444444444444,22,5
537,1.0,-61,891,952,600.0,1,-143.69444444444443,23,6
538,0.5,-44,892,936,600.0,1,-317.0277777777778,23,6
539,0.5,70,890,820,600.0,0,-228.8611111111111,23,6
540,0.0,-39,883,922,600.0,0,-102.3611111111111,23,6
541,0.5,-20,884,904,600.0,1,-300.8055555555556,23,6
542,0.0,-40,877,917,600.0,1,-169.13888888888886,23,6
543,0.0,-22,869,891,600.0,1,-272.19444444444446,23,6
544,0.0,-35,861,896,600.0,1,-329.4722222222222,24,0
545,1.0,36,869,833,600.0,0,-234.69444444444443,24,0
546,0.0,-36,861,897,600.0,0,-168.41666666666663,24,0
547,1.0,-18,870,888,600.0,0,-177.11111111111111,25,1
548,1.0,-58,880,938,600.0,1,-312.22222222222223,25,1
549,1.0,42,887,845,600.0,0,-131.58333333333331,25,1
550,0.0,13,878,865,600.0,1,-260.97222222222223,25,1
551,0.5,-132,881,1013,300.0,0,-160.66666666666666,25,1
552,1.0,57,888,831,600.0,0,-90.66666666666664,25,1
553,1.0,-22,897,919,600.0,1,-250.19444444444446,26,2
554,0.0,-102,891,993,600.0,1,-64.63888888888887,26,2
555,0.0,-27,883,910,600.0,1,-107.9722222222222,27,3
556,1.0,27,891,864,600.0,0,-283.19444444444446,27,3
557,1.0,39,899,860,600.0,0,-17.138888888888886,27,3
558,1.0,78,906,828,600.0,1,-261.47222222222223,27,3
559,1.0,-17,915,932,600.0,0,-268.88888888888886,27,3
560,1.0,17,923,906,600.0,0,-82.13888888888887,28,4
561,1.0,6,931,925,600.0,1,-281.0833333333333,28,4
562,0.0,7,922,915,600.0,0,-286.6111111111111,28,4
563,0.5,-71,924,995,600.0,0,-331.55555555555554,28,4
564,0.0,-32,916,948,600.0,1,-112.77777777777777,29,5
565,0.0,19,907,888,600.0,1,-213.30555555555554,29,5
566,0.0,28,898,870,300.0,1,-137.69444444444443,29,5
567,1.0,40,907,867,600.0,0,-327.8611111111111,29,5
568,0.5,64,905,841,600.0,0,-295.8333333333333,29,5
569,0.0,-40,898,938,600.0,0,-278.55555555555554,30,6
570,0.0,-9,890,899,600.0,1,-281.3611111111111,30,6
571,0.0,-47,883,930,600.0,1,-321.36111111111114,30,6
572,0.0,30,874,844,600.0,1,-122.74999999999997,30,6
573,0.0,-2,866,868,600.0,0,-107.77777777777776,31,0
574,1.0,21,874,853,600.0,0,-177.5,31,0
575,0.0,-34,866,900,600.0,0,-284.1388888888889,31,0
576,1.0,25,874,849,600.0,1,-132.52777777777777,1,1
577,0.5,-10,874,884,600.0,1,-289.5,1,1
578,0.0,61,864,803,600.0,1,-180.83333333333334,1,1
579,0.0,15,855,840,600.0,0,-117.16666666666664,1,1
580,1.0,77,862,785,600.0,0,-51.44444444444444,1,1
581,0.0,21,853,832,600.0,0,-139.2222222222222,1,1
582,1.0,2,861,859,600.0,1,-183.86111111111111,1,1
583,1.0,-116,872,988,600.0,0,-33.111111111111114,2,2
584,1.0,-35,881,916,600.0,1,-165.99999999999997,2,2
585,1.0,-27,890,917,600.0,1,-163.86111111111114,2,2
586,0.0,-29,882,911,600.0,0,-181.13888888888889,2,2
587,1.0,100,888,788,600.0,1,-79.55555555555553,2,2
588,1.0,-28,897,925,600.0,0,-11.083333333333313,2,2
589,0.0,-49,890,939,600.0,0,-247.16666666666663,2,2
590,0.0,13,881,868,600.0,1,-325.8611111111111,2,2
591,1.0,38,888,850,600.0,0,-197.61111111111114,3,3
592,0.0,-20,880,900,600.0,0,-292.02777777777777,3,3
593,1.0,18,888,870,600.0,1,-134.52777777777777,3,3
594,0.0,14,879,865,600.0,0,-63.83333333333332,3,3
595,0.0,-68,872,940,600.0,0,-280.97222222222223,3,3
596,0.5,-21,872,893,600.0,1,-312.1111111111111,3,3
597,0.0,23,863,840,600.0,1,-174.13888888888889,4,4
598,0.0,-15,855,870,600.0,1,-230.8611111111111,4,4
599,1.0,21,863,842,600.0,0,-249.36111111111111,4,4
600,0.0,-44,855,899,600.0,1,-268.3888888888889,4,4
601,0.0,-33,847,880,600.0,1,-238.0,4,4
602,0.0,-36,839,875,600.0,0,-184.30555555555554,5,5
603,1.0,-16,848,864,600.0,1,-217.7222222222222,5,5
604,1.0,18,856,838,600.0,0,-92.49999999999999,5,5
605,1.0,56,863,807,600.0,0,-65.27777777777777,5,5
606,1.0,105,871,766,600.0,0,-254.11111111111111,5,5
607,1.0,-26,880,906,600.0,1,-329.1388888888889,5,5
608,1.0,132,885,753,600.0,1,-98.6111111111111,5,5
609,1.0,-25,894,919,600.0,1,-185.69444444444443,5,5
610,0.5,-88,896,984,600.0,0,-264.4722222222222,5,5
611,1.0,37,903,866,600.0,0,-296.1111111111111,6,6
612,1.0,1,911,910,600.0,1,-38.74999999999999,6,6
613,0.0,20,902,882,600.0,0,-144.91666666666669,6,6
614,0.5,-28,903,931,600.0,0,-290.6388888888889,6,6
615,1.0,-21,912,933,600.0,1,-311.80555555555554,6,6
616,1.0,-13,921,934,600.0,1,-226.74999999999997,7,0
617,1.0,91,927,836,600.0,1,-270.27777777777777,7,0
618,1.0,-19,936,955,600.0,0,-157.25,8,1
619,0.0,-18,928,946,600.0,0,-155.75,8,1
620,0.0,-41,921,962,600.0,1,-139.83333333333334,8,1
621,0.0,-36,914,950,600.0,0,-115.52777777777777,8,1
622,0.0,35,905,870,600.0,0,-246.58333333333331,8,1
623,1.0,28,913,885,600.0,1,-195.69444444444443,9,2
624,1.0,32,921,889,600.0,0,-289.30555555555554,9,2
625,1.0,28,929,901,300.0,0,-163.91666666666666,9,2
626,0.5,-5,929,934,300.0,0,-164.08333333333334,9,2
627,1.0,-5,938,943,600.0,0,-205.72222222222217,9,2
628,0.0,18,929,911,600.0,1,-270.3333333333333,9,2
629,0.0,21,920,899,600.0,1,-217.30555555555554,10,3
630,1.0,4,928,924,600.0,1,-97.55555555555557,10,3
631,1.0,64,935,871,600.0,1,-222.63888888888889,10,3
632,1.0,30,943,913,600.0,0,-122.1111111111111,10,3
633,1.0,-48,953,1001,600.0,0,-90.41666666666666,10,3
634,0.0,-41,946,987,600.0,1,-160.55555555555554,10,3
635,1.0,-3,954,957,600.0,0,-107.88888888888889,10,3
636,0.0,-34,946,980,600.0,0,-296.08333333333337,10,3
637,1.0,29,954,925,600.0,1,-221.61111111111106,10,3
638,0.0,-20,946,966,600.0,0,-119.3611111111111,11,4
639,0.0,-3,938,941,600.0,0,-133.1111111111111,11,4
640,1.0,-6,947,953,600.0,1,-179.8611111111111,11,4
641,0.0,-22,939,961,600.0,1,-193.41666666666666,12,5
642,1.0,-6,948,954,600.0,1,-43.05555555555555,12,5
643,1.0,-60,958,1018,600.0,1,-143.63888888888889,12,5
644,0.0,-83,952,1035,600.0,0,-148.02777777777777,12,5
645,0.0,-9,944,953,600.0,0,-34.30555555555555,12,5
646,1.0,17,952,935,600.0,0,-126.91666666666664,13,6
647,0.0,24,943,919,600.0,1,-215.66666666666666,13,6
648,0.0,-24,935,959,600.0,0,-166.0277777777778,13,6
649,0.0,-42,928,970,600.0,1,-199.05555555555554,13,6
650,0.5,15,928,913,600.0,0,-256.8333333333333,14,0
651,1.0,-39,937,976,600.0,0,-241.2222222222222,14,0
652,1.0,21,945,924,600.0,0,-205.13888888888889,14,0
653,1.0,-27,954,981,600.0,1,-8.277777777777782,14,0
654,1.0,-39,963,1002,600.0,1,-31.5833333333333,14,0
655,1.0,1,971,970,600.0,1,-67.27777777777777,14,0
656,1.0,17,979,962,600.0,0,-22.083333333333318,14,0
657,1.0,4,987,983,600.0,0,-105.41666666666664,14,0
658,0.0,-16,979,995,600.0,1,-182.19444444444446,15,1
659,1.0,-26,988,1014,600.0,1,-71.52777777777776,15,1
660,0.0,-40,981,1021,600.0,0,-325.61111111111114,15,1
661,0.0,2,973,971,600.0,0,-97.88888888888887,15,1
662,1.0,-19,982,1001,600.0,1,-237.30555555555554,15,1
663,1.0,51,989,938,600.0,0,-134.91666666666666,15,1
664,1.0,8,997,989,600.0,1,-101.41666666666664,15,1
665,0.0,63,987,924,600.0,0,-145.13888888888889,15,1
666,0.5,-23,988,1011,600.0,1,-275.02777777777777,15,1
667,0.0,-15,980,995,600.0,0,-182.61111111111111,16,2
668,0.0,-24,972,996,600.0,0,-222.41666666666669,16,2
669,1.0,36,979,943,600.0,1,-191.97222222222223,16,2
670,0.5,-14,979,993,600.0,1,-259.05555555555554,16,2
671,1.0,-6,988,994,600.0,0,-214.47222222222223,16,2
672,0.0,-30,980,1010,600.0,1,-96.80555555555554,16,2
673,0.0,-36,972,1008,300.0,1,-53.91666666666665,16,2
674,0.0,27,963,936,300.0,0,-116.13888888888887,16,2
675,1.0,37,971,934,300.0,1,-150.08333333333331,17,3
676,0.5,19,971,952,300.0,0,-115.4722222222222,17,3
677,0.0,1,963,962,600.0,0,-227.11111111111111,17,3
678,1.0,-53,973,1026,600.0,1,-291.9722222222222,17,3
679,0.0,15,964,949,600.0,0,-150.47222222222223,17,3
680,1.0,44,971,927,600.0,0,-156.4166666666666,17,3
681,1.0,77,978,901,600.0,1,-235.44444444444443,17,3
682,0.0,-32,970,1002,600.0,0,-321.13888888888886,17,3
683,0.0,-35,962,997,600.0,0,-185.63888888888889,18,4
684,0.0,-51,955,1006,600.0,1,-260.13888888888886,18,4
685,0.0,-16,947,963,600.0,1,-22.19444444444446,18,4
686,0.0,-4,939,943,600.0,1,-207.58333333333331,18,4
687,1.0,37,947,910,600.0,1,-261.05555555555554,19,5
688,1.0,-11,956,967,600.0,0,-260.3333333333333,19,5
689,1.0,-52,966,1018,300.0,0,-45.027777777777764,19,5
690,0.0,-16,957,973,300.0,0,-84.30555555555554,19,5
691,1.0,-15,966,981,300.0,1,-162.2777777777778,20,6
692,0.0,-54,959,1013,600.0,1,-187.75,20,6
693,0.0,6,950,944,600.0,1,-179.22222222222223,20,6
694,1.0,-23,959,982,600.0,0,-58.1388888888889,21,0
695,0.5,45,958,913,600.0,0,-207.69444444444446,21,0
696,0.0,-44,951,995,600.0,0,-203.22222222222223,21,0
697,0.0,-115,945,1060,300.0,1,-139.94444444444443,21,0
698,0.0,-82,939,1021,300.0,1,-85.0833333333333,21,0
699,0.0,9,930,921,600.0,1,-119.7222222222222,21,0
700,0.0,14,921,907,600.0,0,-117.66666666666666,21,0
701,0.0,-23,913,936,600.0,0,-164.02777777777777,22,1
702,0.0,5,905,900,600.0,0,-170.91666666666666,22,1
703,1.0,-3,913,916,600.0,1,-168.08333333333334,22,1
704,0.0,-10,905,915,600.0,1,-87.33333333333333,22,1
705,0.0,7,896,889,600.0,0,-118.69444444444443,22,1
706,1.0,-45,905,950,600.0,0,-48.41666666666667,23,2
707,1.0,31,913,882,600.0,0,-57.083333333333314,23,2
708,1.0,20,921,901,600.0,1,-157.22222222222223,23,2
709,1.0,35,929,894,600.0,1,-164.80555555555551,23,2
710,0.5,-13,929,942,600.0,0,-332.16666666666663,24,3
711,0.0,-15,921,936,600.0,1,-251.22222222222223,24,3
712,1.0,28,929,901,600.0,0,-303.19444444444446,24,3
713,1.0,-27,938,965,600.0,0,-1.9166666666666787,24,3
714,1.0,39,945,906,600.0,0,-101.94444444444443,24,3
715,1.0,-24,954,978,600.0,1,-318.91666666666663,24,3
716,0.5,41,953,912,600.0,1,-162.08333333333331,24,3
717,0.0,58,943,885,600.0,1,-210.47222222222223,25,4
718,1.0,21,951,930,600.0,0,-5.49999999999998,25,4
719,0.0,-86,945,1031,600.0,1,-41.4722222222222,25,4
720,0.0,26,936,910,600.0,1,-171.50000000000003,25,4
721,0.0,-82,930,1012,600.0,1,-126.33333333333331,25,4
722,0.5,-43,931,974,600.0,0,-248.41666666666666,25,4
723,0.0,-74,924,998,600.0,0,-164.83333333333331,25,4
724,1.0,23,932,909,600.0,0,-234.80555555555554,26,5
725,0.5,-1,932,933,600.0,1,-207.80555555555554,26,5
726,1.0,61,939,878,600.0,0,-238.38888888888889,26,5
727,0.0,-47,932,979,600.0,1,-254.4722222222222,26,5
728,0.0,-21,924,945,600.0,0,-313.6111111111111,26,5
729,0.0,-38,917,955,600.0,0,-164.36111111111111,26,5
730,1.0,11,925,914,600.0,1,-194.58333333333331,27,6
731,1.0,64,932,868,600.0,1,-262.41666666666663,27,6
732,0.0,-23,924,947,600.0,1,-158.5833333333333,27,6
733,1.0,36,932,896,600.0,0,-253.13888888888886,28,0
734,0.5,92,930,838,600.0,1,-289.1388888888889,28,0
735,0.0,-42,923,965,600.0,0,-187.0,28,0
736,1.0,-31,932,963,300.0,1,-119.08333333333331,29,1
737,1.0,38,939,901,300.0,0,-146.05555555555554,29,1
738,1.0,13,947,934,300.0,0,-117.27777777777776,29,1
739,0.0,48,938,890,300.0,0,-123.30555555555553,29,1
740,0.0,-93,932,1025,300.0,1,-141.41666666666663,29,1
741,1.0,99,938,839,300.0,0,-155.4722222222222,29,1
742,1.0,51,945,894,600.0,1,-167.77777777777774,29,1
743,1.0,61,952,891,600.0,1,-203.08333333333334,30,2
744,0.0,0,944,944,600.0,1,-273.25,30,2
745,0.0,-59,937,996,300.0,1,-85.33333333333333,30,2
746,0.0,-105,931,1036,300.0,1,-145.83333333333334,30,2
747,1.0,32,939,907,300.0,0,-37.05555555555555,31,3
748,1.0,151,944,793,300.0,0,-146.33333333333331,31,3
749,0.0,-2,936,938,300.0,0,-157.22222222222223,31,3
750,0.0,-7,928,935,300.0,1,-153.77777777777774,31,3
751,0.5,11,928,917,600.0,0,-281.88888888888886,31,3
752,0.0,-8,920,928,600.0,0,-162.27777777777777,31,3
753,1.0,-13,929,942,180.0,0,-15.19444444444443,1,4
754,1.0,123,934,811,180.0,1,-80.91666666666664,1,4
755,0.0,-79,928,1007,180.0,1,-97.8611111111111,2,5
756,0.0,-22,920,942,180.0,1,-87.49999999999999,2,5
757,0.0,-48,913,961,300.0,1,-136.55555555555557,2,5
758,0.0,-11,905,916,300.0,1,-139.11111111111111,2,5
759,0.0,2,897,895,600.0,0,-71.08333333333333,3,6
760,1.0,35,905,870,600.0,0,-6.8055555555555545,3,6
761,1.0,-18,914,932,600.0,1,-74.80555555555556,3,6
762,1.0,-10,923,933,600.0,0,-30.999999999999964,3,6
763,0.5,1,923,922,600.0,0,-309.36111111111114,3,6
764,0.0,57,913,856,600.0,0,-212.52777777777774,3,6
765,1.0,-20,922,942,600.0,1,-153.55555555555551,3,6
766,1.0,9,930,921,600.0,1,-94.99999999999999,3,6
767,0.0,-88,924,1012,600.0,1,-278.6666666666667,3,6
768,1.0,62,931,869,600.0,0,-129.19444444444446,4,0
769,0.0,-61,924,985,600.0,0,-281.8333333333333,4,0
770,0.0,19,915,896,600.0,1,-225.91666666666666,4,0
771,0.5,89,913,824,600.0,0,-159.41666666666666,4,0
772,0.0,76,903,827,600.0,1,-79.44444444444443,4,0
773,0.0,7,894,887,600.0,0,-143.66666666666666,4,0
774,1.0,202,898,696,180.0,1,-52.91666666666665,4,0
775,1.0,210,902,692,180.0,0,-99.63888888888889,4,0
776,0.0,-196,898,1094,180.0,1,-32.027777777777764,5,1
777,0.0,-9,890,899,180.0,0,-88.33333333333331,5,1
778,0.5,-72,892,964,180.0,1,-94.52777777777774,5,1
779,0.0,-2,884,886,180.0,0,-96.86111111111109,5,1
780,0.0,-93,878,971,300.0,0,-115.30555555555554,5,1
781,0.0,-62,871,933,300.0,1,-109.52777777777776,5,1
782,1.0,51,878,827,300.0,1,-125.22222222222221,5,1
783,0.0,-22,870,892,300.0,0,-143.9722222222222,6,2
784,1.0,-69,882,951,600.0,1,-332.0555555555556,25,5
785,0.0,-33,872,905,600.0,0,-258.80555555555554,4,0
786,0.0,-93,864,957,600.0,0,-163.80555555555557,4,0
787,1.0,73,873,800,600.0,1,-292.24999999999994,11,0
788,0.0,-1,862,863,600.0,1,-185.33333333333334,15,4
789,0.0,-45,853,898,600.0,1,-290.50000000000006,15,4
790,1.0,73,861,788,600.0,0,-168.94444444444443,15,4
791,0.0,-58,852,910,600.0,0,-282.80555555555554,16,5
792,0.0,-43,843,886,600.0,1,-265.8333333333333,16,5
793,0.5,6,843,837,600.0,1,-313.5277777777777,16,5
794,1.0,37,851,814,600.0,0,-247.8055555555555,16,5
795,0.0,25,841,816,600.0,1,-282.16666666666663,16,5
796,0.0,-27,833,860,300.0,0,-71.47222222222221,17,6
797,0.0,-8,824,832,600.0,0,-126.24999999999999,17,6
798,0.0,-101,818,919,300.0,1,-137.33333333333331,20,2
799,0.0,102,807,705,300.0,0,-101.38888888888889,20,2
800,1.0,80,814,734,600.0,1,-78.69444444444443,20,2
801,1.0,46,821,775,600.0,1,-318.86111111111114,20,2
802,1.0,-27,830,857,600.0,0,-72.77777777777776,20,2
803,0.0,-48,823,871,600.0,1,-193.88888888888889,20,2
804,1.0,-20,832,852,600.0,0,-23.58333333333331,20,2
805,0.0,-36,824,860,600.0,1,-304.77777777777777,20,2
806,0.0,-11,816,827,600.0,0,-300.0833333333333,20,2
807,0.0,-44,809,853,600.0,0,-152.38888888888886,20,2
808,1.0,36,817,781,300.0,0,-118.19444444444443,20,2
809,1.0,-7,826,833,180.0,1,-35.77777777777777,21,3
810,0.5,59,825,766,180.0,0,-86.74999999999999,21,3
811,1.0,-41,835,876,600.0,1,-140.52777777777777,21,3
812,0.0,-66,828,894,600.0,0,-207.58333333333331,21,3
813,1.0,87,835,748,600.0,1,-262.61111111111114,21,3
814,1.0,31,843,812,600.0,0,-148.97222222222217,21,3
815,1.0,-5,851,856,600.0,1,-169.83333333333331,21,3
816,0.0,-15,843,858,600.0,1,-235.52777777777774,21,3
817,0.0,-16,835,851,180.0,1,-93.13888888888887,21,3
818,0.0,-703,835,1538,180.0,0,-0.5833333333333142,21,3
819,1.0,99,841,742,600.0,0,-205.66666666666663,22,4
820,1.0,-8,850,858,600.0,1,-200.63888888888883,22,4
821,0.0,47,840,793,300.0,0,-103.77777777777777,23,5
822,1.0,95,846,751,300.0,0,-160.0,23,5
823,1.0,4,854,850,300.0,0,-46.94444444444444,23,5
824,0.0,61,844,783,300.0,1,-114.13888888888889,23,5
825,0.0,-81,838,919,600.0,1,-309.83333333333337,23,5
826,1.0,43,845,802,600.0,0,-167.58333333333331,23,5
827,0.0,-160,840,1000,300.0,1,-165.66666666666669,23,5
828,1.0,-22,849,871,300.0,1,-28.555555555555543,24,6
829,0.0,-36,842,878,300.0,0,-120.38888888888887,24,6
830,0.0,44,833,789,300.0,0,-126.16666666666666,24,6
831,0.0,-24,825,849,600.0,1,-180.9722222222222,24,6
832,1.0,12,833,821,600.0,1,-244.0555555555555,24,6
833,0.0,-51,826,877,600.0,0,-101.69444444444443,25,0
834,0.0,-29,818,847,600.0,0,-285.7222222222222,25,0
835,1.0,-92,828,920,600.0,1,-242.9722222222222,25,0
836,0.0,94,817,723,600.0,0,-269.66666666666663,26,1
837,1.0,26,825,799,600.0,1,-90.30555555555553,26,1
838,0.0,-61,818,879,600.0,1,-279.38888888888886,26,1
839,1.0,58,825,767,600.0,0,-76.5,26,1
840,0.0,4,817,813,600.0,1,-244.47222222222223,26,1
841,1.0,-30,826,856,600.0,0,-43.77777777777775,26,1
842,0.0,14,817,803,600.0,1,-134.74999999999997,26,1
843,0.0,46,808,762,600.0,0,-261.44444444444446,26,1
844,1.0,28,816,788,600.0,0,-296.72222222222223,27,2
845,1.0,-19,825,844,600.0,1,-331.27777777777777,27,2
846,0.0,-707,825,1532,300.0,0,-138.33333333333334,27,2
847,0.0,-579,824,1403,300.0,1,-155.97222222222223,27,2
848,0.0,-22,816,838,600.0,0,-193.08333333333334,27,2
849,0.0,21,807,786,600.0,0,-227.6666666666666,27,2
850,1.0,59,814,755,600.0,1,-59.611111111111086,27,2
851,1.0,-56,824,880,600.0,1,-317.8888888888889,27,2
852,1.0,-29,833,862,180.0,1,-37.63888888888888,28,3
853,1.0,163,838,675,300.0,0,-91.4722222222222,28,3
854,1.0,-120,849,969,300.0,0,-50.13888888888887,28,3
855,0.0,-153,844,997,300.0,1,-152.5,29,4
856,1.0,-41,853,894,300.0,1,-116.88888888888886,29,4
857,1.0,-53,863,916,180.0,0,-65.88888888888887,29,4
858,0.0,-88,857,945,180.0,1,-94.05555555555554,29,4
859,1.0,19,865,846,600.0,1,-191.72222222222223,29,4
860,0.0,-127,856,983,600.0,0,-255.0833333333333,29,4
861,0.0,-15,848,863,600.0,0,-260.0,30,5
862,1.0,3,856,853,600.0,0,-75.52777777777777,30,5
863,1.0,10,864,854,600.0,0,-154.44444444444443,30,5
864,0.0,-597,863,1460,300.0,1,-151.52777777777777,30,5
865,0.0,-131,858,989,600.0,1,-247.58333333333331,30,5
866,1.0,85,864,779,300.0,1,-91.86111111111111,30,5
867,0.0,-22,856,878,300.0,1,-109.52777777777774,30,5
868,0.0,-6,848,854,300.0,0,-65.75,31,6
869,1.0,4,856,852,180.0,1,-89.36111111111111,31,6
870,0.0,1,848,847,300.0,1,-110.08333333333331,31,6
871,0.5,-40,849,889,300.0,0,-145.97222222222223,31,6
872,0.0,-38,842,880,600.0,1,-195.91666666666666,31,6
873,0.0,-21,834,855,600.0,0,-230.88888888888886,31,6
874,0.0,-8,826,834,600.0,0,-208.83333333333331,1,0
875,0.0,-35,818,853,180.0,1,-89.16666666666667,1,0
876,1.0,-98,829,927,300.0,0,-24.166666666666657,1,0
877,0.0,-99,822,921,300.0,0,-35.388888888888886,1,0
878,1.0,47,829,782,600.0,1,-80.41666666666666,1,0
879,1.0,-81,839,920,180.0,1,-56.63888888888887,1,0
880,0.0,-22,831,853,600.0,1,-59.083333333333314,1,0
881,0.0,-4,823,827,600.0,0,-228.1111111111111,1,0
882,1.0,31,831,800,300.0,1,-128.58333333333331,2,1
883,0.5,72,829,757,300.0,0,-103.02777777777776,2,1
884,1.0,-14,838,852,300.0,1,-34.83333333333333,2,1
