date,result,game_time,end_time,num_moves,color,won_by,weekday,day,castled_on,opp_castled_on,castled,opp_castled,time_used,opp_time_used,start_time,opp_num_moves,avg_time,opp_avg_time,max_move,opp_max_move,post_elo,opp_post_elo,elo_delta,elo,opp_elo,diff,day_game_num
2017-01-02,0.0,600.0,14.0,38.0,1,8,0,2,15,10,1,1,336.2,399.9,14.0,38.0,8.84736842105263,10.523684210526316,25.899999999999977,33.799999999999955,869,1112,-131.0,1000.0,1243.0,-243,1
2017-02-15,1.0,600.0,17.0,63.0,0,6,2,15,0,0,-1,-1,495.9,600.0,17.0,63.0,7.871428571428571,9.523809523809524,26.0,33.0,973,755,104.0,869.0,651.0,218,1
2017-02-15,0.5,600.0,18.0,44.0,1,4,2,15,0,0,-1,-1,253.2,221.89999999999998,18.0,43.0,5.754545454545454,5.160465116279069,30.5,19.400000000000034,975,980,2.0,973.0,978.0,-5,2
2017-02-16,0.0,600.0,11.0,27.0,0,8,3,16,0,11,-1,0,211.3,275.2,11.0,28.0,7.825925925925926,9.828571428571427,79.90000000000003,50.40000000000009,949,1383,-26.0,975.0,1409.0,-434,1
2017-02-16,0.0,600.0,11.0,37.0,0,8,3,16,0,5,-1,1,283.3,350.4,11.0,38.0,7.656756756756757,9.221052631578948,36.30000000000001,59.80000000000001,876,1024,-73.0,949.0,1097.0,-148,2
2017-02-16,0.0,600.0,11.0,32.0,1,7,3,16,15,0,0,-1,599.0,585.5,11.0,32.0,18.71875,18.296875,300.0,302.7,845,1183,-31.0,876.0,1214.0,-338,3
2017-02-16,0.0,300.0,12.0,2.0,1,6,3,16,0,0,-1,-1,300.0,1.3999999999999773,11.0,2.0,150.0,0.6999999999999886,0.6000000000000227,0.6999999999999886,798,962,-47.0,845.0,1009.0,-164,4
2017-02-16,0.0,600.0,12.0,21.0,1,5,3,16,15,0,1,-1,576.8,404.2,12.0,21.0,27.466666666666665,19.247619047619047,300.0,300.7,784,1210,-14.0,798.0,1224.0,-426,5
2017-02-17,1.0,300.0,11.0,2.0,0,7,4,17,0,0,-1,-1,0.0,0.0,11.0,3.0,0.0,0.0,282.1,284.0,830,720,46.0,784.0,674.0,110,1
2017-02-20,1.0,600.0,11.0,3.0,0,5,0,20,0,0,-1,-1,17.5,5.600000000000023,11.0,3.0,5.833333333333333,1.8666666666666742,9.799999999999955,2.3999999999999773,878,820,48.0,830.0,772.0,58,1
2017-02-20,1.0,600.0,11.0,24.0,0,7,0,20,0,7,-1,1,296.0,316.7,11.0,25.0,12.333333333333334,12.668,37.60000000000002,30.80000000000001,917,831,39.0,878.0,792.0,86,2
2017-02-20,0.0,600.0,12.0,24.0,0,5,0,20,0,0,-1,-1,321.7,215.10000000000002,12.0,25.0,13.404166666666667,8.604000000000001,50.5,26.200000000000045,881,1019,-36.0,917.0,1055.0,-138,3
2017-02-21,1.0,600.0,18.0,41.0,1,8,1,21,0,12,-1,1,290.7,250.10000000000002,18.0,41.0,7.090243902439024,6.1000000000000005,34.80000000000001,29.599999999999966,920,778,39.0,881.0,739.0,142,1
2017-02-22,0.0,600.0,11.0,24.0,1,7,2,22,12,0,1,-1,473.3,431.2,10.0,23.0,19.720833333333335,18.747826086956522,304.0,302.0,892,977,-28.0,920.0,1005.0,-85,1
2017-02-22,1.0,300.0,17.0,57.0,0,7,2,22,0,16,-1,1,262.4,241.4,17.0,58.0,4.603508771929824,4.162068965517242,32.599999999999994,18.30000000000001,918,835,26.0,892.0,809.0,83,2
2017-02-22,0.0,300.0,18.0,2.0,0,8,2,22,0,0,-1,-1,6.800000000000011,4.0,18.0,2.0,3.4000000000000057,2.0,4.5,4.0,896,999,-22.0,918.0,1021.0,-103,3
2017-02-23,1.0,300.0,10.0,34.0,1,7,3,23,0,7,-1,0,211.1,229.7,10.0,33.0,6.208823529411765,6.96060606060606,18.0,23.099999999999994,931,992,35.0,896.0,957.0,-61,1
2017-02-24,1.0,300.0,10.0,23.0,1,7,4,24,0,12,-1,1,282.5,190.0,10.0,23.0,12.282608695652174,8.26086956521739,34.30000000000001,26.700000000000017,951,845,20.0,931.0,825.0,106,1
2017-02-25,0.0,300.0,11.0,31.0,1,8,5,25,17,8,1,1,102.80000000000001,165.4,11.0,31.0,3.3161290322580648,5.335483870967742,29.299999999999955,41.099999999999994,936,1101,-15.0,951.0,1116.0,-165,1
2017-02-25,0.0,600.0,22.0,31.0,1,7,5,25,14,0,0,-1,556.1,598.4,21.0,30.0,17.938709677419357,19.946666666666665,300.0,301.4,915,1017,-21.0,936.0,1038.0,-102,2
2017-02-27,0.0,300.0,17.0,22.0,0,6,0,27,0,17,-1,0,300.0,198.2,17.0,23.0,13.636363636363637,8.617391304347825,31.80000000000001,25.200000000000017,898,997,-17.0,915.0,1014.0,-99,1
2017-02-27,0.0,300.0,17.0,30.0,0,7,0,27,0,14,-1,1,0.0,202.6,17.0,31.0,0.0,6.535483870967742,35.30000000000001,79.80000000000001,876,869,-22.0,898.0,891.0,7,2
2017-02-28,1.0,600.0,9.0,30.0,1,8,1,28,19,19,0,1,190.10000000000002,423.5,9.0,29.0,6.336666666666668,14.60344827586207,22.100000000000023,53.19999999999999,898,906,22.0,876.0,884.0,-8,1
2017-02-28,0.0,600.0,11.0,8.0,0,7,1,28,0,0,-1,-1,46.5,37.89999999999998,11.0,9.0,5.8125,4.211111111111109,11.600000000000023,10.299999999999955,883,971,-15.0,898.0,986.0,-88,2
2017-02-28,0.0,600.0,15.0,60.0,1,7,1,28,17,14,0,1,485.9,511.5,15.0,59.0,8.098333333333333,8.669491525423728,53.0,41.099999999999966,862,814,-21.0,883.0,835.0,48,3
2017-03-05,0.5,600.0,23.0,19.0,0,4,6,5,18,6,1,1,203.7,131.3,23.0,19.0,10.721052631578948,6.9105263157894745,42.700000000000045,24.300000000000068,860,816,-2.0,862.0,818.0,44,1
2017-03-06,0.0,600.0,18.0,25.0,0,7,0,6,0,0,-1,-1,315.1,262.5,18.0,25.0,12.604000000000001,10.5,38.0,25.600000000000023,847,937,-13.0,860.0,950.0,-90,1
2017-03-07,0.0,600.0,17.0,45.0,1,8,1,7,19,14,1,0,595.6,599.3,17.0,44.0,13.235555555555557,13.620454545454544,420.0,422.9,830,826,-17.0,847.0,843.0,4,1
2017-03-08,1.0,180.0,17.0,16.0,1,6,2,8,0,0,-1,-1,65.4,180.0,17.0,16.0,4.0875,11.25,9.099999999999994,4.300000000000011,846,842,16.0,830.0,826.0,4,1
2017-03-08,0.0,180.0,17.0,41.0,1,8,2,8,29,0,0,-1,0.0,0.0,17.0,40.0,0.0,0.0,125.0,129.3,833,900,-13.0,846.0,913.0,-67,2
2017-03-19,0.0,600.0,17.0,51.0,0,8,6,19,7,0,1,-1,592.9,428.6,17.0,52.0,11.625490196078431,8.242307692307692,46.30000000000001,49.0,821,918,-12.0,833.0,930.0,-97,1
2017-03-20,1.0,600.0,15.0,43.0,1,6,0,20,22,0,1,-1,251.0,600.0,15.0,42.0,5.837209302325581,14.285714285714286,15.799999999999955,28.0,836,814,15.0,821.0,799.0,22,1
2017-03-20,0.0,600.0,16.0,64.0,0,8,0,20,0,0,-1,-1,528.1,425.3,16.0,64.0,8.2515625,6.6453125,123.69999999999999,50.69999999999999,820,803,-16.0,836.0,819.0,17,2
2017-03-20,0.0,600.0,16.0,20.0,1,8,0,20,10,0,1,-1,438.4,441.7,16.0,20.0,21.919999999999998,22.085,300.0,300.0,807,839,-13.0,820.0,852.0,-32,3
2017-03-20,1.0,300.0,17.0,45.0,0,7,0,20,21,0,1,-1,164.4,299.4,17.0,45.0,3.6533333333333333,6.653333333333332,18.30000000000001,29.599999999999994,822,845,15.0,807.0,830.0,-23,4
2017-03-20,0.0,300.0,18.0,33.0,1,6,0,20,0,0,-1,-1,300.0,285.3,18.0,32.0,9.090909090909092,8.915625,23.30000000000001,92.20000000000002,810,840,-12.0,822.0,852.0,-30,5
2017-03-20,0.0,300.0,18.0,30.0,0,6,0,20,5,14,1,1,300.0,296.5,18.0,30.0,10.0,9.883333333333333,79.5,69.20000000000005,797,797,-13.0,810.0,810.0,0,6
2017-03-21,1.0,600.0,10.0,33.0,0,6,1,21,0,0,-1,-1,354.9,600.0,10.0,34.0,10.754545454545454,17.647058823529413,31.999999999999943,20.5,807,741,10.0,797.0,731.0,66,1
2017-03-22,1.0,600.0,10.0,21.0,1,8,2,22,11,8,1,1,470.1,532.9,10.0,21.0,22.385714285714286,25.376190476190477,300.0,300.0,818,786,11.0,807.0,775.0,32,1
2017-03-22,0.0,300.0,17.0,25.0,1,8,2,22,0,0,-1,-1,0.0,0.0,17.0,24.0,0.0,0.0,105.80000000000001,144.89999999999998,807,821,-11.0,818.0,832.0,-14,2
2017-03-22,1.0,600.0,18.0,44.0,1,8,2,22,0,0,-1,-1,343.7,416.7,18.0,43.0,7.8113636363636365,9.690697674418605,26.69999999999999,42.900000000000034,816,734,9.0,807.0,725.0,82,3
2017-03-23,0.5,600.0,13.0,47.0,0,1,3,23,13,0,0,-1,233.7,249.2,13.0,47.0,4.972340425531915,5.3021276595744675,15.399999999999977,33.5,815,767,-1.0,816.0,768.0,48,1
2017-03-23,0.0,600.0,14.0,12.0,1,8,3,23,0,0,-1,-1,109.30000000000001,126.10000000000002,14.0,12.0,9.108333333333334,10.508333333333335,20.799999999999955,64.30000000000001,806,870,-9.0,815.0,879.0,-64,2
2017-03-26,1.0,600.0,11.0,54.0,0,8,6,26,20,7,0,1,435.0,437.4,11.0,54.0,8.055555555555555,8.1,59.099999999999966,41.5,817,823,11.0,806.0,812.0,-6,1
2017-03-26,0.0,600.0,14.0,18.0,1,7,6,26,6,0,1,-1,318.3,203.7,14.0,17.0,17.683333333333334,11.98235294117647,52.89999999999998,29.5,806,786,-11.0,817.0,797.0,20,2
2017-03-26,1.0,600.0,16.0,49.0,1,7,6,26,22,7,0,1,493.9,599.1,16.0,48.0,10.079591836734693,12.481250000000001,43.200000000000045,58.5,815,756,9.0,806.0,747.0,59,3
2017-03-26,0.0,600.0,22.0,27.0,0,6,6,26,0,17,-1,1,600.0,295.4,22.0,28.0,22.22222222222222,10.549999999999999,38.5,31.599999999999966,807,869,-8.0,815.0,877.0,-62,4
2017-03-27,0.0,600.0,14.0,34.0,0,7,0,27,7,14,1,0,251.5,359.6,14.0,34.0,7.397058823529412,10.576470588235296,39.10000000000002,70.5,798,830,-9.0,807.0,839.0,-32,1
2017-03-27,1.0,600.0,14.0,27.0,0,7,0,27,6,0,1,-1,466.6,359.3,14.0,27.0,17.28148148148148,13.307407407407409,86.5,39.80000000000001,807,777,9.0,798.0,768.0,30,2
2017-03-27,0.0,600.0,19.0,6.0,1,7,0,27,0,0,-1,-1,34.200000000000045,45.60000000000002,19.0,5.0,5.700000000000007,9.120000000000005,15.100000000000023,19.199999999999932,799,863,-8.0,807.0,871.0,-64,3
2017-03-28,0.0,600.0,13.0,15.0,0,5,1,28,12,8,1,1,362.8,394.3,13.0,16.0,24.186666666666667,24.64375,304.2,300.0,791,847,-8.0,799.0,855.0,-56,1
2017-03-28,1.0,300.0,18.0,30.0,1,6,1,28,12,0,1,-1,296.7,300.0,18.0,29.0,9.889999999999999,10.344827586206897,46.39999999999998,49.30000000000001,802,880,11.0,791.0,869.0,-78,2
2017-03-29,0.0,300.0,8.0,49.0,0,6,2,29,0,6,-1,1,300.0,213.5,8.0,50.0,6.122448979591836,4.27,44.69999999999999,46.10000000000002,795,849,-7.0,802.0,856.0,-54,1
2017-03-29,1.0,600.0,10.0,37.0,1,6,2,29,6,9,1,1,436.3,600.0,9.0,37.0,11.791891891891892,16.216216216216218,40.30000000000001,53.89999999999998,802,745,7.0,795.0,738.0,57,2
2017-03-29,1.0,600.0,12.0,27.0,0,8,2,29,9,11,1,1,599.4,510.4,12.0,28.0,22.2,18.228571428571428,302.6,300.0,810,773,8.0,802.0,765.0,37,3
2017-03-30,1.0,300.0,16.0,36.0,1,6,3,30,0,0,-1,-1,283.2,300.0,15.0,36.0,7.866666666666666,8.333333333333334,19.400000000000006,22.299999999999983,818,810,8.0,810.0,802.0,8,1
2017-04-07,0.0,300.0,16.0,25.0,1,6,4,7,0,8,-1,1,300.0,182.7,16.0,24.0,12.0,7.6125,136.39999999999998,70.79999999999998,813,957,-5.0,818.0,962.0,-144,1
2017-04-08,0.0,600.0,18.0,32.0,0,8,5,8,25,5,1,1,409.5,365.8,18.0,32.0,12.796875,11.43125,55.39999999999998,50.69999999999999,805,853,-8.0,813.0,861.0,-48,1
2017-04-09,0.0,600.0,16.0,20.0,1,8,6,9,14,13,1,1,152.8,214.8,16.0,19.0,7.640000000000001,11.305263157894737,46.30000000000001,46.10000000000002,796,792,-9.0,805.0,801.0,4,1
2017-04-11,1.0,600.0,12.0,5.0,0,7,1,11,0,0,-1,-1,55.799999999999955,85.29999999999995,12.0,6.0,11.159999999999991,14.21666666666666,20.09999999999991,46.299999999999955,804,768,8.0,796.0,760.0,36,1
2017-04-12,0.0,600.0,19.0,38.0,0,8,2,12,0,9,-1,1,380.0,349.7,19.0,38.0,10.0,9.202631578947368,43.19999999999999,43.10000000000002,795,763,-9.0,804.0,772.0,32,1
2017-04-12,1.0,600.0,19.0,29.0,0,7,2,12,0,15,-1,1,288.0,298.0,19.0,30.0,9.931034482758621,9.933333333333334,34.0,42.69999999999999,803,767,8.0,795.0,759.0,36,2
2017-04-12,1.0,600.0,20.0,48.0,1,7,2,12,0,0,-1,-1,593.9,399.1,20.0,48.0,12.372916666666667,8.314583333333333,76.69999999999999,36.80000000000001,811,810,8.0,803.0,802.0,1,3
2017-04-13,0.0,600.0,22.0,18.0,1,6,3,13,7,0,1,-1,600.0,120.0,22.0,17.0,33.333333333333336,7.0588235294117645,23.5,16.30000000000001,803,823,-8.0,811.0,831.0,-20,1
2017-04-14,0.0,600.0,14.0,35.0,0,8,4,14,7,6,1,1,417.3,599.3,14.0,35.0,11.922857142857143,17.122857142857143,68.80000000000001,115.19999999999999,797,878,-6.0,803.0,884.0,-81,1
2017-04-15,1.0,600.0,16.0,29.0,0,6,5,15,0,22,-1,1,282.6,600.0,16.0,30.0,9.744827586206897,20.0,28.40000000000009,16.300000000000068,806,834,9.0,797.0,825.0,-28,1
2017-04-15,0.0,600.0,20.0,46.0,0,8,5,15,0,0,-1,-1,256.2,358.9,20.0,47.0,5.569565217391304,7.636170212765957,77.0,35.60000000000002,795,670,-11.0,806.0,681.0,125,2
2017-04-16,1.0,600.0,11.0,49.0,1,7,6,16,22,21,1,0,394.7,307.7,11.0,48.0,8.055102040816326,6.410416666666666,35.89999999999998,23.5,804,841,9.0,795.0,832.0,-37,1
2017-04-16,1.0,600.0,16.0,47.0,1,8,6,16,0,0,-1,-1,596.3,352.9,16.0,47.0,12.687234042553191,7.508510638297872,56.69999999999999,44.900000000000034,811,750,7.0,804.0,743.0,61,2
2017-04-17,1.0,600.0,18.0,48.0,0,6,0,17,15,10,1,1,429.5,600.0,17.0,49.0,8.947916666666666,12.244897959183673,26.399999999999977,66.89999999999998,819,782,8.0,811.0,774.0,37,1
2017-04-17,1.0,600.0,22.0,42.0,1,7,0,17,7,10,1,1,383.7,514.7,22.0,41.0,9.135714285714286,12.553658536585367,146.5,84.30000000000001,826,778,7.0,819.0,771.0,48,2
2017-04-18,0.0,600.0,13.0,64.0,0,8,1,18,11,9,1,1,455.6,445.7,12.0,65.0,7.11875,6.856923076923077,51.00000000000006,23.5,819,863,-7.0,826.0,870.0,-44,1
2017-04-18,0.0,600.0,16.0,40.0,0,7,1,18,14,0,1,-1,491.7,599.7,16.0,40.0,12.2925,14.992500000000001,301.7,300.0,813,926,-6.0,819.0,932.0,-113,2
2017-04-19,0.0,300.0,20.0,49.0,1,6,2,19,8,0,1,-1,300.0,170.6,20.0,49.0,6.122448979591836,3.4816326530612245,59.799999999999955,37.39999999999998,805,807,-8.0,813.0,815.0,-2,1
2017-04-20,0.0,600.0,23.0,20.0,1,6,3,20,13,0,1,-1,600.0,272.9,22.0,19.0,30.0,14.36315789473684,36.89999999999998,35.0,797,797,-8.0,805.0,805.0,0,1
2017-04-21,1.0,600.0,20.0,37.0,1,8,4,21,0,11,-1,1,422.6,259.1,20.0,37.0,11.421621621621622,7.002702702702703,44.200000000000045,29.600000000000023,812,892,15.0,797.0,877.0,-80,1
2017-04-21,1.0,600.0,20.0,15.0,0,8,4,21,0,0,-1,-1,214.10000000000002,151.2,20.0,16.0,14.273333333333335,9.45,36.60000000000002,52.700000000000045,822,727,10.0,812.0,717.0,95,2
2017-04-21,1.0,600.0,20.0,37.0,1,8,4,21,12,19,1,1,385.6,209.3,20.0,36.0,10.421621621621622,5.813888888888889,31.299999999999955,17.19999999999999,828,635,6.0,822.0,629.0,193,3
2017-04-23,1.0,600.0,8.0,51.0,1,8,6,23,0,8,-1,1,564.0,599.9,8.0,50.0,11.058823529411764,11.998,53.5,46.69999999999999,836,828,8.0,828.0,820.0,8,1
2017-04-23,0.0,600.0,22.0,29.0,0,6,6,23,10,0,1,-1,600.0,367.7,22.0,30.0,20.689655172413794,12.256666666666666,76.30000000000001,51.69999999999999,826,758,-10.0,836.0,768.0,68,2
2017-04-24,0.0,600.0,17.0,56.0,0,8,0,24,19,9,1,1,421.9,387.9,17.0,57.0,7.533928571428571,6.8052631578947365,37.400000000000034,31.69999999999999,819,863,-7.0,826.0,870.0,-44,1
2017-04-24,1.0,600.0,17.0,26.0,1,8,0,24,6,5,1,1,206.89999999999998,331.7,17.0,25.0,7.957692307692307,13.267999999999999,31.099999999999966,41.19999999999999,827,801,8.0,819.0,793.0,26,2
2017-04-26,1.0,600.0,16.0,3.0,1,8,2,26,0,0,-1,-1,6.7000000000000455,7.899999999999977,16.0,2.0,2.2333333333333485,3.9499999999999886,5.0,6.100000000000023,834,786,7.0,827.0,779.0,48,1
2017-04-26,1.0,600.0,16.0,27.0,0,5,2,26,6,16,1,1,324.2,496.3,16.0,27.0,12.007407407407406,18.381481481481483,31.899999999999977,89.60000000000002,842,829,8.0,834.0,821.0,13,2
2017-04-26,1.0,600.0,17.0,37.0,0,7,2,26,16,12,1,1,445.0,401.6,16.0,38.0,12.027027027027026,10.56842105263158,76.19999999999999,42.19999999999993,851,866,9.0,842.0,857.0,-15,3
2017-04-26,1.0,600.0,17.0,28.0,1,8,2,26,8,12,1,0,298.4,358.8,17.0,27.0,10.657142857142857,13.28888888888889,31.100000000000023,38.10000000000002,860,871,9.0,851.0,862.0,-11,4
2017-04-27,1.0,600.0,17.0,10.0,1,8,3,27,0,6,-1,1,85.10000000000002,100.19999999999999,17.0,9.0,8.510000000000002,11.133333333333333,21.299999999999955,19.0,869,876,9.0,860.0,867.0,-7,1
2017-04-27,0.0,600.0,22.0,36.0,0,5,3,27,0,0,-1,-1,416.3,334.3,22.0,36.0,11.56388888888889,9.286111111111111,56.0,68.0,860,831,-9.0,869.0,840.0,29,2
2017-04-27,0.0,600.0,22.0,52.0,1,8,3,27,0,16,-1,1,592.6,599.6,22.0,51.0,11.396153846153847,11.75686274509804,42.200000000000045,63.89999999999998,854,947,-6.0,860.0,953.0,-93,3
2017-04-27,0.0,600.0,23.0,51.0,0,6,3,27,21,9,1,1,600.0,487.9,22.0,52.0,11.764705882352942,9.382692307692308,50.30000000000001,55.30000000000001,845,840,-9.0,854.0,849.0,5,4
2017-04-28,1.0,600.0,12.0,37.0,1,6,4,28,15,0,1,-1,501.3,600.0,11.0,36.0,13.54864864864865,16.666666666666668,29.30000000000001,31.100000000000023,853,829,8.0,845.0,821.0,24,1
2017-04-28,0.0,600.0,15.0,61.0,0,8,4,28,14,14,1,1,598.8,593.1,14.0,62.0,9.81639344262295,9.566129032258065,47.799999999999955,77.80000000000001,845,849,-8.0,853.0,857.0,-4,2
2017-04-28,0.0,600.0,15.0,59.0,0,6,4,28,0,21,-1,1,600.0,464.8,15.0,59.0,10.169491525423728,7.877966101694915,28.80000000000001,25.69999999999999,837,845,-8.0,845.0,853.0,-8,3
2017-04-28,0.5,600.0,16.0,50.0,1,4,4,28,11,0,1,-1,191.60000000000002,262.7,16.0,49.0,3.8320000000000003,5.3612244897959185,16.399999999999977,32.0,836,805,-1.0,837.0,806.0,31,4
2017-04-28,0.5,600.0,17.0,20.0,0,4,4,28,7,0,1,-1,238.60000000000002,383.4,16.0,20.0,11.930000000000001,19.169999999999998,36.5,51.900000000000034,835,809,-1.0,836.0,810.0,26,5
2017-04-28,1.0,600.0,20.0,28.0,0,6,4,28,0,8,-1,1,366.5,600.0,20.0,29.0,13.089285714285714,20.689655172413794,36.200000000000045,34.0,839,579,4.0,835.0,575.0,260,6
2017-04-28,0.0,600.0,20.0,13.0,0,7,4,28,6,6,1,1,184.8,141.5,20.0,14.0,14.215384615384616,10.107142857142858,30.800000000000068,23.80000000000001,832,878,-7.0,839.0,885.0,-46,7
2017-04-28,0.0,600.0,20.0,13.0,1,7,4,28,0,0,-1,-1,119.0,151.8,20.0,13.0,9.153846153846153,11.676923076923078,25.599999999999966,27.200000000000045,819,714,-13.0,832.0,727.0,105,8
2017-04-29,1.0,600.0,17.0,39.0,1,7,5,29,0,0,-1,-1,554.7,370.3,17.0,39.0,14.223076923076924,9.494871794871795,42.80000000000001,42.099999999999966,826,778,7.0,819.0,771.0,48,1
2017-04-29,0.0,600.0,17.0,43.0,1,6,5,29,0,19,-1,1,600.0,410.8,17.0,43.0,13.953488372093023,9.553488372093023,26.399999999999977,39.60000000000002,818,820,-8.0,826.0,828.0,-2,2
2017-04-29,0.0,600.0,21.0,11.0,1,8,5,29,0,0,-1,-1,58.60000000000002,60.700000000000045,21.0,10.0,5.327272727272729,6.070000000000005,14.600000000000023,15.099999999999909,811,868,-7.0,818.0,875.0,-57,3
2017-04-30,1.0,600.0,12.0,38.0,1,7,6,30,6,0,1,-1,229.3,300.0,12.0,37.0,6.03421052631579,8.108108108108109,20.69999999999999,49.099999999999966,820,840,9.0,811.0,831.0,-20,1
2017-04-30,0.0,600.0,12.0,41.0,0,8,6,30,17,22,1,0,561.0,339.9,12.0,42.0,13.682926829268293,8.092857142857142,49.0,33.40000000000009,812,843,-8.0,820.0,851.0,-31,2
2017-04-30,0.0,600.0,13.0,25.0,0,8,6,30,6,8,1,1,349.4,392.7,13.0,26.0,13.975999999999999,15.103846153846153,60.30000000000001,54.900000000000034,804,818,-8.0,812.0,826.0,-14,3
2017-04-30,0.0,600.0,13.0,45.0,0,8,6,30,0,24,-1,1,325.0,300.8,13.0,46.0,7.222222222222222,6.539130434782609,26.900000000000034,33.89999999999998,795,786,-9.0,804.0,795.0,9,4
2017-04-30,1.0,600.0,15.0,12.0,1,7,6,30,0,0,-1,-1,79.29999999999995,90.89999999999998,15.0,11.0,6.60833333333333,8.263636363636362,21.299999999999955,28.90000000000009,803,795,8.0,795.0,787.0,8,5
2017-04-30,0.0,600.0,16.0,27.0,0,8,6,30,0,0,-1,-1,480.2,267.7,16.0,27.0,17.785185185185185,9.914814814814815,56.69999999999999,41.89999999999998,796,850,-7.0,803.0,857.0,-54,6
2017-04-30,1.0,600.0,16.0,30.0,0,5,6,30,0,0,-1,-1,273.7,315.4,16.0,30.0,9.123333333333333,10.513333333333332,42.0,39.10000000000002,803,729,7.0,796.0,722.0,74,7
2017-04-30,0.0,600.0,16.0,30.0,1,7,6,30,0,15,-1,1,305.6,227.8,16.0,30.0,10.186666666666667,7.593333333333334,39.0,35.89999999999998,795,802,-8.0,803.0,810.0,-7,8
2017-04-30,0.5,600.0,17.0,52.0,1,2,6,30,6,5,1,1,361.6,303.5,16.0,51.0,6.953846153846154,5.950980392156863,34.799999999999955,27.899999999999977,796,834,1.0,795.0,833.0,-38,9
2017-04-30,0.0,600.0,17.0,56.0,0,8,6,30,18,0,1,-1,530.7,474.9,17.0,56.0,9.476785714285715,8.480357142857143,45.19999999999993,40.700000000000045,788,802,-8.0,796.0,810.0,-14,10
2017-04-30,0.0,600.0,17.0,68.0,1,8,6,30,25,0,1,-1,498.9,499.4,17.0,68.0,7.336764705882352,7.344117647058823,29.200000000000045,25.5,779,745,-9.0,788.0,754.0,34,11
2017-04-30,0.0,600.0,19.0,9.0,1,8,6,30,0,0,-1,-1,49.5,36.89999999999998,19.0,9.0,5.5,4.099999999999998,12.899999999999977,14.5,770,763,-9.0,779.0,772.0,7,12
2017-04-30,0.0,600.0,19.0,38.0,1,8,6,30,12,16,1,0,253.0,390.9,19.0,37.0,6.657894736842105,10.564864864864864,29.899999999999977,48.5,764,850,-6.0,770.0,856.0,-86,13
2017-05-01,0.0,600.0,17.0,62.0,0,7,0,1,0,8,-1,1,543.8,484.0,17.0,63.0,8.770967741935483,7.682539682539683,47.80000000000001,47.0,756,770,-8.0,764.0,778.0,-14,1
2017-05-01,1.0,600.0,18.0,38.0,1,8,0,1,0,0,-1,-1,573.7,596.3,17.0,37.0,15.097368421052632,16.116216216216216,58.0,77.10000000000002,763,716,7.0,756.0,709.0,47,2
2017-05-02,0.0,600.0,10.0,13.0,0,6,1,2,0,0,-1,-1,600.0,191.39999999999998,10.0,13.0,46.15384615384615,14.72307692307692,25.499999999999943,61.39999999999998,754,750,-9.0,763.0,759.0,4,1
2017-05-02,1.0,600.0,11.0,39.0,0,7,1,2,0,0,-1,-1,479.9,383.6,11.0,40.0,12.305128205128204,9.59,42.50000000000006,35.19999999999999,763,787,9.0,754.0,778.0,-24,2
2017-05-02,0.0,600.0,11.0,49.0,0,6,1,2,10,0,1,-1,600.0,280.4,11.0,49.0,12.244897959183673,5.722448979591836,16.399999999999977,39.39999999999998,756,803,-7.0,763.0,810.0,-47,3
2017-05-02,0.0,600.0,17.0,16.0,1,8,1,2,13,12,1,1,76.20000000000005,170.5,17.0,16.0,4.762500000000003,10.65625,15.599999999999909,33.60000000000002,751,892,-5.0,756.0,897.0,-141,4
2017-05-02,1.0,600.0,17.0,63.0,1,7,1,2,9,12,1,1,376.6,415.9,17.0,63.0,5.977777777777778,6.601587301587301,21.399999999999977,43.10000000000002,760,777,9.0,751.0,768.0,-17,5
2017-05-02,1.0,600.0,18.0,27.0,0,7,1,2,7,14,1,1,393.7,411.7,17.0,28.0,14.58148148148148,14.703571428571427,111.0,53.19999999999999,767,713,7.0,760.0,706.0,54,6
2017-05-02,0.0,600.0,20.0,27.0,0,8,1,2,7,0,1,-1,428.3,481.9,19.0,28.0,15.862962962962964,17.210714285714285,61.60000000000002,50.599999999999966,761,849,-6.0,767.0,855.0,-88,7
2017-05-02,0.0,600.0,23.0,27.0,0,8,1,2,0,16,-1,1,316.5,400.2,23.0,27.0,11.722222222222221,14.822222222222221,50.39999999999998,47.69999999999999,750,657,-11.0,761.0,668.0,93,8
2017-05-03,0.0,600.0,14.0,10.0,1,8,2,3,0,0,-1,-1,68.70000000000005,67.29999999999995,14.0,9.0,6.8700000000000045,7.4777777777777725,22.200000000000045,22.699999999999932,741,733,-9.0,750.0,742.0,8,1
2017-05-03,1.0,600.0,14.0,31.0,1,7,2,3,0,0,-1,-1,182.60000000000002,391.6,14.0,30.0,5.8903225806451625,13.053333333333335,17.0,52.10000000000002,751,813,10.0,741.0,803.0,-62,2
2017-05-03,0.0,600.0,14.0,23.0,0,8,2,3,15,0,1,-1,180.7,184.7,14.0,24.0,7.856521739130434,7.695833333333333,22.5,32.10000000000002,743,759,-8.0,751.0,767.0,-16,3
2017-05-03,1.0,600.0,15.0,29.0,1,5,2,3,11,17,1,1,247.2,275.5,14.0,28.0,8.524137931034483,9.839285714285714,29.5,41.80000000000001,753,818,10.0,743.0,808.0,-65,4
2017-05-04,0.5,600.0,22.0,55.0,0,2,3,4,23,11,1,1,597.4,542.0,22.0,56.0,10.861818181818181,9.678571428571429,80.59999999999997,37.19999999999999,754,801,1.0,753.0,800.0,-47,1
