,001a,001b,002a,002b,003a,003b,004a,004b,005a,005b,006a,006b,007a,007b,008a,008b,009a,009b,010a,010b,011a,011b,012a,012b,013a,013b,014a,014b,015a,015b,016a,016b,017a,017b,018a,018b,019a,019b,020a,020b,021a,021b,022a,022b,023a,023b,024a,024b,025a,025b,026a,026b,027a,027b,028a,028b,029a,029b,030a,030b,031a,031b,032a,032b,033a,033b,034a,034b,035a,035b,036a,036b,037a,037b,038a,038b,039a,039b,040a,040b,041a,041b,042a,042b,043a,043b,044a,044b,045a,045b,046a,046b,047a,047b,048a,048b,049a,049b,050a,050b,051a,051b,052a,052b,053a,053b,054a,054b,055a,055b,056a,056b,057a,057b,058a,058b,059a,059b,060a,060b,061a,061b,062a,062b,063a,063b,064a,064b,065a,065b,066a,066b,067a,067b,068a,068b,069a,069b,070a,070b,071a,071b,072a,072b,073a,073b,074a,074b,075a,075b,076a,076b,077a,077b,078a,078b,079a,079b,080a,080b,081a,081b,082a,082b,083a,083b,084a,084b,085a,085b,086a,086b,087a,087b,088a,088b,089a,089b,090a,090b,091a,091b,092a,092b,093a,093b,094a,094b,095a,095b,096a,096b,097a,097b,098a,098b,099a,099b,100a,100b,101a,101b,102a,102b,103a,103b,104a,104b,105a,105b,106a,106b,107a,107b,108a,108b,109a,109b,110a,110b,111a,111b,112a,112b,113a,113b,114a,114b,115a,115b,116a,116b,117a,117b,118a,118b,119a,119b,120a,120b,121a,121b,122a,122b,123a,123b,124a,124b,125a,125b,126a,126b,127a,127b,128a,128b,129a,129b,130a,130b,131a,131b,132a,132b,133a,133b,134a,134b,135a,135b,136a,136b,137a,137b,138a,138b,139a,139b,140a,140b,141a,141b,142a,142b,143a,143b,144a,144b,145a,145b,146a,146b,147a,147b,148a,148b,149a,149b,150a
1671,e4,c5,Nf3,d6,Nc3,g6,Bc4,e6,d3,Bg7,Bf4,a6,O-O,Nc6,Bg5,Nge7,Bxe7,Qxe7,d4,cxd4,Ne2,d5,exd5,exd5,Bxd5,O-O,Bxc6,bxc6,Nexd4,Rd8,c3,c5,Qe2,Qxe2,Nxe2,Bg4,h3,Bxf3,gxf3,Rd2,Nf4,Rxb2,c4,Rb4,Rac1,Ra4,Nd5,Rxa2,Ne7+,Kf8,Nd5,Rd8,Nc3,Rb2,Na4,Rb4,Nxc5,a5,Na6,Rb3,Nc5,Rc8,Nxb3,a4,Rc2,axb3,Rcc1,b2,Rb1,Ra8,Rfd1,Be5,Rd2,Ra1,Rxb2,Bxb2,Rxa1,Bxa1,Kg2,Ke7,Kg3,Kd6,Kf4,Kc5,Ke4,Kxc4,f4,f5+,Kf3,Kd5,Kg3,Ke4,f3+,Ke3,h4,h5,Kh3,Kxf4,Kg2,Bd4,Kh3,Bf2,Kg2,Bxh4,Kh3,Be1,Kg2,g5,Kh3,h4,Kg2,Bg3,Kh3,Kxf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,g3,e5,Bg2,Nf6,c4,e4,Qb3,d6,f3,Be7,fxe4,Nc6,Nf3,Be6,O-O,O-O,d3,Na5,Qd1,Bg4,Ng5,h6,Nf3,Bxf3,Rxf3,Nc6,g4,Nd4,Rf4,c6,h4,Ne6,Rf5,Nd4,Rf1,Nxg4,Bh3,Nf6,e3,Ne6,e5,Nd7,Kh1,Bxh4,Rg1,Bg5,e4,Nxe5,d4,Nxc4,Nd2,Ne3,Qf3,Nc2,Rb1,Ncxd4,Qd3,Nb5,a4,Nbc7,b4,Na6,b5,cxb5,axb5,Nac7,Nc4,Nf4,Nxd6,Nxd3,Nxb7,Qd4,Bxg5,Qxe4+,Bg2,Nf2+,Kh2,Ng4+,Kh3,Qf5,Be7,Qd3+,Kh4,Rfe8,Nc5,Qd4,Bxa8,Qxc5,Bxc5,Rxa8,Rxg4,Ne6,Rc1,Rc8,Rgc4,Ng5,b6,Nf3+,Kg3,Ne5,Re4,Nd3,Rc3,Nxc5,Re5,axb6,Kf4,Nd7,Rxc8+,Kh7,Rc6,Nxe5,Kxe5,f6+,Kd4,Kg6,Rxb6,h5,Ke3,Kg5,Kf3,f5,Rb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,e4,e5,Bc4,Nc6,Nh3,Be7,O-O,d6,Qf3,f6,Ng5,Nd4,Bf7+,Kd7,Qh3+,f5,exf5,Bxg5,f6+,Kc6,Qc3+,Kb6,fxg7,Nb5,Qb3,Qf6,gxh8,Qxh8,Na3,c6,c4,a6,d4,Bd7,Bxg5,Qg7,Bxg8,Qxg5,Bxh7,exd4,cxb5,cxb5,Qf7,Rd8,Rae1,Bc6,f3,Qd5,Qe7,Rd7,Qh4,b4,Nc2,Bb5,Nxb4,Qc4,Nd3,Qxa2,Ra1,Qc4,Be4,Qb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,e4,e5,Nf3,Nc6,Nc3,Bb4,Be2,Nf6,d3,O-O,O-O,d5,Bg5,d4,Bxf6,Qxf6,Nd5,Qd8,Nxb4,Nxb4,a3,Nc6,b4,Bg4,h3,Bxf3,Bxf3,a6,Qc1,b5,c3,g6,c4,Na7,c5,Nc6,Qd2,Qh4,Bg4,a5,Bd7,Ra6,Bxc6,Rxc6,bxa5,Ra6,Qb4,c6,Qd2,h5,a4,bxa4,Rxa4,g5,Qe2,g4,f3,gxh3,gxh3,Qxh3,Qg2+,Qxg2+,Kxg2,Kh7,Kh2,Rg8,f4,f6,fxe5,fxe5,Rf7+,Kh6,Rf5,Rg5,Kh3,Ra8,a6,Rag8,Rf3,h4,a7,Kh5,a8,Rg3+,Rxg3,Rxa8,Rxa8,hxg3,Kxg3,Kg5,Kf3,Kf6,Rc8,Ke7,Rxc6,Kd7,Rh6,Kc7,c6,Kc8,Kg4,Kc7,Kf5,Kb8,Kxe5,Ka7,Kxd4,Kb6,e5,Kc7,Kd5,Kb6,e6,Kc7,Rh7+,Kd8,e7+,Ke8,c7,Kd7,e8,Kxe8,c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,e4,e5,Nf3,d6,d3,Nf6,Nbd2,Nc6,g3,Be7,Bg2,O-O,O-O,Bg4,b3,Nd4,Bb2,Bxf3,Nxf3,Nxf3+,Qxf3,c5,c3,b5,d4,cxd4,cxd4,b4,dxe5,dxe5,Bxe5,a5,Rad1,Qb6,Bd4,Qc6,Rc1,Qxe4,Bxf6,Qxf3,Bxf3,Bxf6,Bxa8,Bb2,Rb1,Bd4,Bg2,g6,Rbd1,Bc3,Rd5,Re8,Rxa5,Rd8,a3,bxa3,Rxa3,Bb4,Ra4,Bc3,b4,Rb8,Rb1,Bd4,b5,Bc5,Ra6,f5,b6,Bxb6,Rbxb6,Rxb6,Rxb6,Kf7,Bh3,h5,Bxf5,gxf5,Kg2,Ke7,Kf3,Kd7,Kf4,Kc7,Rh6,Kd7,Kxf5,Ke7,f3,Kf7,Rh7+,Kg8,Kg6,h4,Ra7,hxg3,Ra8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,d4,d5,e3,Nf6,a3,e6,f3,Bd6,Kf2,O-O,g3,a6,b4,b5,h3,Nc6,Bg2,g6,Nd2,Bb7,Nf1,Ne7,Ne2,c6,c3,Qc7,f4,Nf5,Kg1,a5,Qe1,axb4,cxb4,Ne4,Bxe4,dxe4,Bb2,Rad8,Qc3,Rde8,d5,e5,fxe5,Bxe5,Nd4,cxd5,Qe1,Bxg3,Nxg3,Nxg3,Rh2,Bc8,Kg2,Nf5,Nxb5,Qc2+,Kh1,Qc4,a4,Qd3,Rd1,Qxe3,Re2,Qf3+,Rg2,g5,Qc3,Qxc3,Bxc3,Nh4,Rxg5+,Ng6,Nd6,Rd8,Be5,h6,Rgg1,Bxh3,Rxd5,f6,Rxg6+,Kh7,Rxf6,Rxf6,Bxf6,Be6,Rd4,Rf8,Be7,Rg8,Rxe4,Bd5,Kh2,Bxe4,Nxe4,Kg7,Bf6+,Kf7,Bd4,Rf8,Nd6+,Ke6,Ne4,Kd5,Nf2,Kxd4,Ng4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,e4,e5,d4,f6,d5,d6,c4,c6,Bd3,cxd5,cxd5,Ne7,Nf3,a6,Nh4,Nd7,O-O,Nc5,Nc3,Nxd3,Qxd3,Bd7,f3,Nc8,Be3,Be7,Nf5,Bxf5,exf5,O-O,Rac1,Nb6,Ne4,Qd7,Bxb6,Qxf5,g4,Qd7,Rc7,Qb5,Qxb5,axb5,Rxe7,Ra6,Rxb7,f5,Nxd6,fxg4,Bc5,gxf3,Nxb5,Rg6+,Kf2,Rg2+,Ke3,Re2+,Kd3,Rxb2,Bxf8,Kxf8,Rxf3+,Ke8,Nd6+,Kd8,Rf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,e4,e5,Nf3,d6,d3,h6,Nc3,Bg4,Be2,Bxf3,Bxf3,Nf6,O-O,a6,d4,Nc6,d5,Nd4,Be3,Nxf3+,Qxf3,g5,a4,Bg7,b4,Qd7,a5,Ng4,h3,Nxe3,Qxe3,g4,Qg3,gxh3,Qxg7,O-O-O,g3,Rdg8,Qf6,h5,Qh4,Qg4,Qxg4+,hxg4,Kh2,f6,Ne2,Rf8,f3,f5,fxg4,fxg4,Rxf8+,Rxf8,Ng1,Rf2+,Kh1,Rxc2,Rb1,Rc4,b5,Rxe4,bxa6,bxa6,Kh2,Rd4,Ne2,Rxd5,Ra1,Rd2,Re1,Kd7,Kh1,Ke6,Nc3,Rc2,Ne4,Ra2,Ng5+,Kd5,Nf7,Rxa5,Nd8,c5,Nb7,Ra2,Rd1+,Ke4,Rxd6,c4,Nc5+,Kf3,Nxa6,Ra1+,Kh2,Ra2+,Kh1,e4,Nb4,Ra1+,Kh2,e3,Rf6+,Ke4,Nc2,Ra2,Rf4+,Kd3,Rd4+,Kxc2,Rxc4+,Kd3+,Kh1,Kxc4,Kg1,Kb3,Kf1,h2,Ke1,h1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,c4,e5,Nc3,Bb4,Nf3,Bxc3,bxc3,Nf6,Nxe5,d6,Nd3,O-O,g3,Bf5,Bg2,Re8,Nf4,Nc6,O-O,Na5,d3,c6,Be3,c5,Qa4,Rb8,Nd5,Ng4,Bf3,Nxe3,Nxe3,Bd7,Qd1,b6,d4,g6,dxc5,bxc5,Ng4,Bxg4,Bxg4,Nxc4,Qc2,Ne5,Qa4,Nxg4,Qxg4,f5,Qf3,Qf6,Rfd1,Rbd8,Rd5,Re5,Rxe5,Qxe5,e3,Qxc3,Rb1,Qd3,Qb7,Qa3,Qd5+,Kf8,Rb7,Qc1+,Kg2,Rd7,Rxd7,Qxe3,Qf7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,e4,e5,Nf3,d6,h3,Be7,Bc4,c6,Nc3,Nf6,d3,O-O,O-O,b5,Bb3,a5,a3,a4,Ba2,Ba6,Bg5,b4,axb4,c5,bxc5,dxc5,Nxa4,Nc6,Bxf6,Bxf6,Nxc5,Bb5,Nb7,Qc7,Nc5,Nd4,Nxd4,exd4,Bd5,Rad8,Na6,Qb6,Nb4,Rd6,c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,e4,e5,Nf3,Nc6,d3,Nf6,Be2,Bb4+,Bd2,Bxd2+,Qxd2,O-O,O-O,d6,h3,b6,Nc3,Ba6,a4,Nd4,b4,c6,b5,cxb5,axb5,Bxb5,Nxd4,exd4,Nxb5,a6,Nxd4,b5,e5,Nd5,Bf3,dxe5,Nc6,Qd6,Nb4,Nxb4,Bxa8,Rxa8,c3,Nxd3,Ra3,Qxa3,Qxd3,Rf8,Rd1,b4,Qd8,bxc3,Qd6,Qxd6,Rxd6,c2,Rc6,e4,Rxc2,f5,Rc6,a5,Ra6,g5,Rxa5,h5,g3,Kg7,Kg2,Kg6,g4,f4,f3,e3,Kf1,Re8,Ke2,hxg4,Ra6+,Kh5,hxg4+,Kh4,Rg6,Rd8,Rh6+,Kg3,Rh5,Rd2+,Ke1,Rd5,Ke2,Kg2,Rh8,Rd2+,Ke1,Kxf3,Rh5,Rg2,Rh3+,Kxg4,Rh1,e2,Rf1,exf1,Kxf1,Kg3,Ke1,f3,Kf1,f2,Ke2,g4,Kf1,Rg1+,Ke2,f1,Ke3,Qf3+,Kd4,Rd1+,Ke5,Qf4+,Ke6,Qd6+,Kf5,Rf1+,Ke4,Rf4+,Ke3,Qe5+,Kd3,Qd4+,Ke2,Rf2+,Ke1,Qd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,e4,e5,Bc4,Nc6,Qf3,Qe7,d3,Nf6,Nh3,d6,Ng5,Be6,Bxe6,fxe6,Nh3,Nd4,Qd1,O-O-O,c3,Nc6,Bg5,h6,Bxf6,Qxf6,Na3,a6,Qb3,Na5,Qa4,b6,b4,Nb7,b5,Nc5,Qc4,d5,exd5,exd5,Qg4+,Kb8,O-O,Nxd3,Rad1,Nb2,Rd2,Bxa3,c4,Nxc4,Rd3,Bb2,Rb1,e4,Rb3,Ne5,Qe2,Nd3,R3xb2,Nxb2,Rxb2,e3,fxe3,d4,exd4,Qxd4+,Nf2,Rhe8,Qc2,Re1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,e4,e5,Nf3,g6,d3,f6,Nc3,g5,h3,c5,Be2,Na6,Be3,b5,Nxb5,d6,Nc3,Nb4,d4,Qa5,a3,cxd4,Bb5+,Bd7,Bxd7+,Kxd7,axb4,Qxb4,Bd2,dxc3,Bxc3,Qb7,O-O,Nh6,b3,Be7,Bb2,Rhc8,c4,a5,Bc3,a4,bxa4,Qxe4,Bb2,Rxc4,a5,g4,Nd2,gxh3,Nxe4,Rxe4,Kh2,Ng4+,Kxh3,f5,f3,Rd4,Qa4+,Rxa4,fxg4,Rxg4,Rxf5,Rh4+,Kg3,Rb8,Bc1,Rb3+,Kf2,Ke6,Rf3,e4,Rxb3,d5,Rb6+,Kf5,Kg3,Rg4+,Kh3,Rh4+,Kg3,Bg5,Bxg5,Kxg5,Rb5,Rg4+,Kh3,Kf4,Rf1+,Kg5,Rxd5+,Kh6,Kxg4,e3,Rh5+,Kg6,Rff5,e2,Rhg5+,Kh6,Re5,e1,Re2,Qxe2+,Kh4,Qe4+,Rg4,Qe7+,Kh3,Qe6,Kg3,Qd6+,Kh3,Qd3+,Rg3,Qxg3+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,e4,c5,Nf3,Nc6,Bc4,g6,Nc3,Bg7,O-O,e6,d3,Nge7,Bf4,a6,e5,O-O,Na4,b5,Nxc5,bxc4,dxc4,Rb8,b3,d6,Nd3,Qa5,Qe1,Nf5,Qxa5,Nxa5,Rae1,Nc6,exd6,Nfd4,Re3,Nxc2,d7,Bxd7,Bxb8,Nxb8,Re2,Nd4,Nxd4,Bxd4,Re4,Ba7,Ne5,Be8,g3,Nc6,a3,Nxe5,Rxe5,Bb6,a4,a5,c5,Bc7,Re3,Bf4,gxf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,e4,e5,Nf3,Nc6,d3,Bb4+,Bd2,Bxd2+,Nbxd2,Nf6,Be2,O-O,O-O,d5,exd5,Nxd5,Nc4,Nd4,Nfxe5,Qg5,Bf3,Nxf3+,Nxf3,Qg6,Nce5,Qh6,Ng4,Bxg4,h3,Bxf3,Qxf3,g6,Qxd5,c6,Qf3,Qd2,Qd1,Qg5,Qf3,Rfe8,c4,Rad8,Qd1,Re5,Re1,Rxe1+,Qxe1,Rxd3,Qe8+,Kg7,Qe4,Qd2,Re1,Rd4,Qe5+,f6,Qe7+,Kh6,Qe3+,Qxe3,Rxe3,Rxc4,Re2,Rc1+,Kh2,g5,b4,Kh5,a4,f5,b5,cxb5,axb5,a6,bxa6,bxa6,g3,a5,Re5,a4,Rxf5,a3,g4+,Kg6,Ra5,Ra1,Kg3,h5,f3,Rg1+,Kf2,Ra1,Kg3,a2,Kf2,hxg4,hxg4,Kf6,Ke3,Ke6,Kd3,Kd6,Kc2,Kc6,Kb2,Rf1,Ra6+,Kb5,Rxa2,Rxf3,Kc2,Rg3,Rb2+,Kc5,Kd2,Rxg4,Rc2+,Kd5,Ke1,Re4+,Kf2,Kd4,Kg3,Kd3,Rf2,Ke3,Rf3+,Kd4,Rf2,Ke3,Rf3+,Kd4,Rf5,Re5,Kg4,Rxf5,Kxf5,g4,Kxg4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,e4,e5,Nf3,Nc6,Nc3,Nf6,d3,d5,Be2,Ng4,Nxd5,Be6,Nc3,Bd6,O-O,O-O,h3,h5,hxg4,hxg4,Ng5,Bb4,Nxe6,Qe7,Nxf8,Rxf8,Nd5,Qe6,Nxc7,Qh6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,d4,d5,Nf3,Nc6,Ng5,Nh6,e4,e6,Qf3,Qe7,Bf4,Nxd4,Qd3,Bd7,Qxd4,O-O-O,Qe5,Qd6,Qxd6,Bxd6,Bxd6,cxd6,exd5,exd5,Be2,Rde8,Nc3,f6,Nf3,Nf5,Nxd5,Bc6,Nb4,Bxf3,gxf3,Nd4,O-O,Nxe2+,Kh1,Nf4,Rad1,Re6,Rd4,Ne2,Rc4+,Kb8,Nd5,Rf8,Re1,Rc8,Rh4,Re5,Nb4,g5,Rxh7,Rxc2,Nxc2,Nd4,Rh8+,Kc7,Rh7+,Kb6,Rxe5,fxe5,Nxd4,exd4,Rd7,Kc5,b3,Kd5,Rg7,d3,Rxg5+,Kd4,Rg4+,Kc3,Rc4+,Kd2,Rd4,Ke2,Rxd6,d2,Kg1,d1,Rxd1,Kxd1,f4,Ke2,f5,b5,f6,a5,f7,a4,b4,a3,f8,Kd2,Qd6+,Kc3,Qb6,Kb2,Qxb5,Kxa2,Qe2+,Kb3,f4,Kxb4,Qa2,Ka4,f5,Kb4,f6,Ka4,f7,Kb4,f8,Ka4,Qc4+,Ka5,Qa8+,Kb6,Qb8+,Ka5,Qc5+,Ka4,Qa8+,Kb3,Qcxa3+,Kc2,Qg2+,Kb1,Qb3+,Kc1,Qbf3,Kb1,Qff1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,e4,e5,Nf3,Nc6,Bc4,d6,d3,Nf6,Ng5,Be6,Bxe6,fxe6,Nxe6,Qe7,Nxf8,Qxf8,Bg5,h6,Be3,b6,Nc3,Nb4,a3,Na6,Nd5,O-O-O,b4,Qf7,b5,Nxd5,exd5,Nc5,Rc1,Qxd5,f3,Na4,c4,Qb7,Qxa4,a6,Qxa6,Qxa6,bxa6,Kb8,Rb1,Ka7,c5,dxc5,Ke2,Kxa6,a4,Rhe8,Rhc1,Rd5,Rc4,Red8,Rd1,g5,g3,b5,axb5+,Kxb5,Rb1+,Kc6,Rd1,e4,fxe4,Re5,h4,g4,Bxh6,Rh5,Bg5,Rd4,Bf6,Rxc4,dxc4,Rh6,Bg5,Re6,h5,Rxe4+,Kd3,Re5,Bf4,Rxh5,Re1,Rh7,Re6+,Kb7,Re5,Rd7+,Ke4,Rd4+,Ke3,Rxc4,Kd3,Rd4+,Ke3,Kc6,Re6+,Kd5,Re7,c6,Re5+,Kc4,Re6,Kb5,Re5,Rd1,Rg5,Kb4,Rxg4,c4,Ke2,Rd3,Bd2+,Kb3,Re4,Kc2,Rxc4+,Kb3,Rxc6,Rxg3,Rc3+,Rxc3,Bxc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,e4,e5,Nf3,Nc6,Bc4,Nf6,Ng5,d5,exd5,Nxd5,Nxf7,Kxf7,Qf3+,Ke8,Bxd5,Qe7,Bxc6+,bxc6,Qxc6+,Qd7,Qxa8,Bc5,Qe4,g6,Nc3,Rf8,Qxe5+,Qe7,Qxe7+,Bxe7,d4,Bf6,Bf4,Bxd4,O-O-O,Bxc3,bxc3,Rxf4,Rhe1+,Kf7,Rd8,Be6,Ra8,Rxf2,Rxa7,Rxg2,h4,Rg4,Rxc7+,Kf6,Rc6,Rc4,Rcxe6+,Kf5,R6e3,Kf4,Rh3,Kg4,Rh2,Rxc3,Rg1+,Kf4,Re2,Kf3,Ree1,h5,Rxg6,Ra3,Rf6+,Kg4,Rh1,Rxa2,Rf2,Ra1+,Kd2,Rxh1,c4,Rxh4,c5,Kg5,c6,Rd4+,Kc3,Rd6,c7,Rc6+,Kd4,Rxc7,Ke3,Re7+,Kf3,Rg7,Kg3,Kh6+,Kh4,Rg4+,Kh3,Kg5,Rf1,h4,Kh2,Rg3,Rg1,Kg4,Rxg3+,hxg3+,Kg2,Kh4,Kf1,Kh3,Kg1,g2,Kf2,Kh2,Ke1,g1,Ke2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
