date,day,weekday,start_time,game_time,color,elo,opp_elo,diff,result,won_by,num_moves,castled,opp_castled,castled_on,opp_castled_on,time_used,opp_time_used,day_game_num
2017-07-25,25,1,8.0,600.0,0,861.0,879.0,-18,1.0,5,39.0,1,1,6,15,551.5,572.5,1
2017-07-25,25,1,10.0,600.0,1,870.0,928.0,-58,1.0,7,29.0,1,0,14,18,233.0,240.7,2
2017-07-25,25,1,17.0,600.0,0,880.0,838.0,42,1.0,7,36.0,1,1,5,16,490.2,449.3,3
2017-07-25,25,1,17.0,600.0,1,887.0,874.0,13,0.0,7,69.0,1,-1,7,0,588.4,590.0,4
2017-07-25,25,1,18.0,300.0,0,878.0,1010.0,-132,0.5,1,15.0,1,1,8,6,0.0,0.0,5
2017-07-25,25,1,20.0,600.0,0,881.0,824.0,57,1.0,7,45.0,-1,1,0,12,596.4,304.3,6
2017-07-26,26,2,10.0,600.0,1,888.0,910.0,-22,1.0,6,14.0,-1,-1,0,0,96.19999999999999,600.0,1
2017-07-26,26,2,22.0,600.0,1,897.0,999.0,-102,0.0,8,24.0,0,1,10,11,215.89999999999998,172.8,2
2017-07-27,27,3,12.0,600.0,1,891.0,918.0,-27,0.0,8,39.0,0,1,11,10,532.0,487.5,1
2017-07-27,27,3,18.0,600.0,0,883.0,856.0,27,1.0,7,6.0,-1,-1,0,0,14.200000000000045,47.5,2
2017-07-27,27,3,19.0,600.0,0,891.0,852.0,39,1.0,5,33.0,-1,0,0,18,599.7,341.6,3
2017-07-27,27,3,19.0,600.0,1,899.0,821.0,78,1.0,6,59.0,1,-1,8,0,466.6,600.0,4
2017-07-27,27,3,22.0,600.0,0,906.0,923.0,-17,1.0,8,15.0,-1,1,0,10,142.39999999999998,153.3,5
2017-07-28,28,4,9.0,600.0,0,915.0,898.0,17,1.0,7,38.0,-1,1,0,19,597.5,414.4,1
2017-07-28,28,4,9.0,600.0,1,923.0,917.0,6,1.0,8,48.0,-1,1,0,8,433.2,598.6,2
2017-07-28,28,4,15.0,600.0,0,931.0,924.0,7,0.0,6,67.0,-1,1,0,12,600.0,593.8,3
2017-07-28,28,4,19.0,600.0,0,922.0,993.0,-71,0.5,4,22.0,1,-1,6,0,218.0,188.0,4
2017-07-29,29,5,8.0,600.0,1,924.0,956.0,-32,0.0,7,44.0,-1,1,0,12,448.0,319.9,1
2017-07-29,29,5,8.0,600.0,1,916.0,897.0,19,0.0,7,29.0,1,0,15,10,574.4,521.3,2
2017-07-29,29,5,11.0,300.0,1,907.0,879.0,28,0.0,8,43.0,1,0,7,17,299.8,280.5,3
2017-07-29,29,5,14.0,600.0,0,898.0,858.0,40,1.0,6,53.0,1,1,22,8,579.1,600.0,4
2017-07-29,29,5,16.0,600.0,0,907.0,843.0,64,0.5,1,46.0,1,-1,16,0,598.8,404.0,5
2017-07-30,30,6,8.0,600.0,0,905.0,945.0,-40,0.0,6,32.0,1,1,11,10,600.0,434.0,1
2017-07-30,30,6,13.0,600.0,1,898.0,907.0,-9,0.0,8,61.0,1,1,8,7,597.0,559.9,2
2017-07-30,30,6,19.0,600.0,1,890.0,937.0,-47,0.0,6,20.0,0,1,14,8,600.0,174.5,3
2017-07-30,30,6,20.0,600.0,1,883.0,853.0,30,0.0,8,22.0,1,1,7,15,222.5,165.5,4
2017-07-31,31,0,10.0,600.0,0,874.0,876.0,-2,0.0,8,54.0,-1,-1,0,0,341.1,297.9,1
2017-07-31,31,0,13.0,600.0,0,866.0,845.0,21,1.0,8,37.0,-1,1,0,11,447.7,575.2,2
2017-07-31,31,0,18.0,600.0,0,874.0,908.0,-34,0.0,8,27.0,1,1,26,20,208.3,268.8,3
2017-08-01,1,1,7.0,600.0,1,866.0,841.0,25,1.0,7,53.0,-1,-1,0,0,588.2,454.0,1
2017-08-01,1,1,7.0,600.0,1,874.0,884.0,-10,0.5,4,63.0,-1,-1,0,0,242.5,408.5,2
2017-08-01,1,1,11.0,600.0,1,874.0,813.0,61,0.0,8,22.0,1,-1,11,0,218.89999999999998,202.89999999999998,3
2017-08-01,1,1,13.0,600.0,0,864.0,849.0,15,0.0,8,15.0,-1,-1,0,0,110.0,75.20000000000005,4
2017-08-01,1,1,18.0,600.0,0,855.0,778.0,77,1.0,7,25.0,1,1,19,8,351.1,150.10000000000002,5
2017-08-01,1,1,18.0,600.0,0,862.0,841.0,21,0.0,8,27.0,1,1,9,5,361.6,300.3,6
2017-08-01,1,1,21.0,600.0,1,853.0,851.0,2,1.0,8,7.0,-1,-1,0,0,65.20000000000005,54.0,7
2017-08-02,2,2,10.0,600.0,0,861.0,977.0,-116,1.0,5,33.0,1,1,10,27,333.2,264.4,1
2017-08-02,2,2,10.0,600.0,1,872.0,907.0,-35,1.0,8,31.0,1,0,10,11,257.1,332.8,2
2017-08-02,2,2,15.0,600.0,1,881.0,908.0,-27,1.0,8,32.0,1,0,20,11,371.6,280.5,3
2017-08-02,2,2,17.0,600.0,0,890.0,919.0,-29,0.0,8,21.0,-1,-1,0,0,181.39999999999998,105.0,4
2017-08-02,2,2,18.0,600.0,1,882.0,782.0,100,1.0,7,8.0,-1,-1,0,0,16.100000000000023,23.799999999999955,5
2017-08-02,2,2,17.0,600.0,0,888.0,916.0,-28,1.0,7,37.0,0,1,9,7,406.7,483.1,6
2017-08-02,2,2,18.0,600.0,0,897.0,946.0,-49,0.0,8,48.0,1,1,13,13,573.4,599.7,7
2017-08-02,2,2,22.0,600.0,1,890.0,877.0,13,0.0,6,30.0,1,1,15,10,600.0,426.8,8
2017-08-03,3,3,8.0,600.0,0,881.0,843.0,38,1.0,8,34.0,-1,1,0,26,499.5,551.8,1
2017-08-03,3,3,11.0,600.0,0,888.0,908.0,-20,0.0,8,23.0,-1,1,0,11,267.3,217.0,2
2017-08-03,3,3,16.0,600.0,1,880.0,862.0,18,1.0,8,12.0,-1,-1,0,0,141.3,88.5,3
2017-08-03,3,3,16.0,600.0,0,888.0,874.0,14,0.0,8,34.0,1,-1,7,0,585.1,426.4,4
2017-08-03,3,3,17.0,600.0,0,879.0,947.0,-68,0.0,8,75.0,1,0,11,9,598.7,524.9,5
2017-08-03,3,3,21.0,600.0,1,872.0,893.0,-21,0.5,4,31.0,1,-1,9,0,250.39999999999998,376.5,6
2017-08-04,4,4,10.0,600.0,1,872.0,849.0,23,0.0,7,40.0,1,-1,22,0,348.7,482.4,1
2017-08-04,4,4,11.0,600.0,1,863.0,878.0,-15,0.0,7,72.0,1,1,11,12,428.1,469.6,2
2017-08-04,4,4,15.0,600.0,0,855.0,834.0,21,1.0,8,49.0,1,1,12,13,409.2,557.0,3
2017-08-04,4,4,16.0,600.0,1,863.0,907.0,-44,0.0,8,50.0,1,1,21,22,599.7,257.1,4
2017-08-04,4,4,17.0,600.0,1,855.0,888.0,-33,0.0,6,36.0,-1,1,0,15,600.0,367.2,5
2017-08-05,5,5,8.0,600.0,0,847.0,883.0,-36,0.0,8,37.0,1,1,7,9,328.0,455.8,1
2017-08-05,5,5,8.0,600.0,1,839.0,855.0,-16,1.0,7,15.0,-1,-1,0,0,188.60000000000002,144.39999999999998,2
2017-08-05,5,5,13.0,600.0,0,848.0,830.0,18,1.0,7,16.0,1,-1,16,0,147.8,87.20000000000005,3
2017-08-05,5,5,13.0,600.0,0,856.0,800.0,56,1.0,5,30.0,-1,-1,0,0,337.6,577.2,4
2017-08-05,5,5,13.0,600.0,0,863.0,758.0,105,1.0,6,47.0,0,1,17,13,598.7,600.0,5
2017-08-05,5,5,14.0,600.0,1,871.0,897.0,-26,1.0,6,20.0,-1,-1,0,0,178.8,600.0,6
2017-08-05,5,5,16.0,600.0,1,880.0,748.0,132,1.0,7,41.0,1,-1,10,0,408.1,260.4,7
2017-08-05,5,5,16.0,600.0,1,885.0,910.0,-25,1.0,7,71.0,1,0,15,15,419.3,532.8,8
2017-08-05,5,5,17.0,600.0,0,894.0,982.0,-88,0.5,1,42.0,1,1,13,12,472.8,593.2,9
2017-08-06,6,6,8.0,600.0,0,896.0,859.0,37,1.0,8,13.0,-1,-1,0,0,57.5,82.0,1
2017-08-06,6,6,10.0,600.0,1,903.0,902.0,1,1.0,7,56.0,-1,-1,0,0,231.5,290.2,2
2017-08-06,6,6,16.0,600.0,0,911.0,891.0,20,0.0,8,103.0,1,-1,10,0,583.2,463.1,3
2017-08-06,6,6,19.0,600.0,0,902.0,930.0,-28,0.5,1,56.0,-1,1,0,8,589.4,533.1,4
2017-08-06,6,6,21.0,600.0,1,903.0,924.0,-21,1.0,6,49.0,1,1,10,8,351.7,600.0,5
2017-08-07,7,0,10.0,600.0,1,912.0,925.0,-13,1.0,8,94.0,1,-1,16,0,517.5,455.5,1
2017-08-07,7,0,17.0,600.0,1,921.0,830.0,91,1.0,8,28.0,0,1,12,6,180.60000000000002,385.5,2
2017-08-08,8,1,6.0,600.0,0,927.0,946.0,-19,1.0,8,25.0,1,1,9,11,257.4,303.3,1
2017-08-08,8,1,8.0,600.0,0,936.0,954.0,-18,0.0,8,51.0,0,1,15,11,248.8,254.60000000000002,2
2017-08-08,8,1,9.0,600.0,1,928.0,969.0,-41,0.0,8,21.0,1,1,11,13,217.8,198.10000000000002,3
2017-08-08,8,1,12.0,600.0,0,921.0,957.0,-36,0.0,8,49.0,1,1,13,8,477.5,410.2,4
2017-08-08,8,1,19.0,600.0,0,914.0,879.0,35,0.0,7,75.0,1,0,23,18,329.7,374.8,5
2017-08-09,9,2,6.0,600.0,1,905.0,877.0,28,1.0,8,35.0,1,0,8,16,524.4,517.1,1
2017-08-09,9,2,8.0,600.0,0,913.0,881.0,32,1.0,7,53.0,1,-1,8,0,591.1,599.0,2
2017-08-09,9,2,13.0,300.0,0,921.0,893.0,28,1.0,6,58.0,1,-1,10,0,291.2,300.0,3
2017-08-09,9,2,17.0,300.0,0,929.0,934.0,-5,0.5,4,39.0,1,1,10,7,107.9,32.69999999999999,4
2017-08-09,9,2,18.0,600.0,0,929.0,934.0,-5,1.0,7,44.0,1,1,7,7,460.1,513.1,5
2017-08-09,9,2,19.0,600.0,1,938.0,920.0,18,0.0,7,32.0,1,-1,8,0,482.9,299.4,6
2017-08-10,10,3,7.0,600.0,1,929.0,908.0,21,0.0,6,21.0,1,-1,8,0,600.0,204.10000000000002,1
2017-08-10,10,3,7.0,600.0,1,920.0,916.0,4,1.0,7,44.0,-1,-1,0,0,347.1,454.4,2
2017-08-10,10,3,7.0,600.0,1,928.0,864.0,64,1.0,7,22.0,1,1,12,15,196.10000000000002,243.5,3
2017-08-10,10,3,10.0,600.0,0,935.0,905.0,30,1.0,7,24.0,1,1,7,7,179.5,146.0,4
2017-08-10,10,3,10.0,600.0,0,943.0,991.0,-48,1.0,7,62.0,-1,-1,0,0,299.6,278.4,5
2017-08-10,10,3,18.0,600.0,1,953.0,994.0,-41,0.0,8,24.0,1,1,11,19,229.3,159.10000000000002,6
2017-08-10,10,3,18.0,600.0,0,946.0,949.0,-3,1.0,5,78.0,0,1,10,5,599.7,466.2,7
2017-08-10,10,3,19.0,600.0,0,954.0,988.0,-34,0.0,6,29.0,1,1,7,8,600.0,368.0,8
2017-08-10,10,3,20.0,600.0,1,946.0,917.0,29,1.0,7,19.0,1,0,12,12,172.60000000000002,257.1,9
2017-08-11,11,4,11.0,600.0,0,954.0,974.0,-20,0.0,5,22.0,-1,1,0,11,232.60000000000002,246.60000000000002,1
2017-08-11,11,4,19.0,600.0,0,946.0,949.0,-3,0.0,8,30.0,1,1,5,7,338.3,309.2,2
2017-08-11,11,4,21.0,600.0,1,938.0,944.0,-6,1.0,7,41.0,-1,1,0,16,355.1,341.2,3
2017-08-12,12,5,7.0,600.0,1,947.0,969.0,-22,0.0,7,11.0,-1,0,0,10,73.39999999999998,81.60000000000002,1
2017-08-12,12,5,10.0,600.0,1,939.0,945.0,-6,1.0,7,39.0,0,-1,18,0,336.5,180.60000000000002,2
2017-08-12,12,5,13.0,600.0,1,948.0,1008.0,-60,1.0,8,37.0,1,-1,12,0,245.89999999999998,287.0,3
2017-08-12,12,5,13.0,600.0,0,958.0,1041.0,-83,0.0,8,9.0,-1,-1,0,0,68.10000000000002,55.39999999999998,4
2017-08-12,12,5,13.0,600.0,0,952.0,961.0,-9,0.0,8,26.0,1,1,14,8,233.5,223.39999999999998,5
2017-08-13,13,6,9.0,600.0,0,944.0,927.0,17,1.0,8,38.0,-1,1,0,5,352.2,424.2,1
2017-08-13,13,6,13.0,600.0,1,952.0,928.0,24,0.0,8,26.0,0,-1,11,0,294.4,303.3,2
2017-08-13,13,6,16.0,600.0,0,943.0,967.0,-24,0.0,7,38.0,-1,-1,0,0,320.1,396.5,3
2017-08-13,13,6,17.0,600.0,1,935.0,977.0,-42,0.0,8,74.0,1,1,13,10,409.7,514.9,4
2017-08-14,14,0,10.0,600.0,0,928.0,913.0,15,0.5,1,56.0,1,1,16,9,412.0,456.4,1
2017-08-14,14,0,15.0,600.0,0,928.0,967.0,-39,1.0,7,40.0,1,-1,14,0,284.4,454.1,2
2017-08-14,14,0,16.0,600.0,0,937.0,916.0,21,1.0,8,3.0,-1,-1,0,0,21.200000000000045,8.600000000000023,3
2017-08-14,14,0,17.0,600.0,1,945.0,972.0,-27,1.0,7,15.0,1,1,9,11,72.39999999999998,41.299999999999955,4
2017-08-14,14,0,17.0,600.0,1,954.0,993.0,-39,1.0,5,24.0,1,-1,17,0,106.60000000000002,135.60000000000002,5
2017-08-14,14,0,17.0,600.0,1,963.0,962.0,1,1.0,7,8.0,-1,-1,0,0,44.200000000000045,35.299999999999955,6
2017-08-14,14,0,17.0,600.0,0,971.0,954.0,17,1.0,5,25.0,1,1,12,7,243.10000000000002,136.39999999999998,7
2017-08-14,14,0,20.0,600.0,0,979.0,975.0,4,1.0,8,25.0,-1,1,0,11,283.1,372.8,8
2017-08-15,15,1,8.0,600.0,1,987.0,1003.0,-16,0.0,8,22.0,1,1,8,6,132.10000000000002,125.39999999999998,1
2017-08-15,15,1,9.0,600.0,1,979.0,1005.0,-26,1.0,7,63.0,1,1,9,9,573.0,599.2,2
2017-08-15,15,1,10.0,600.0,0,988.0,1028.0,-40,0.0,6,20.0,-1,-1,0,0,600.0,149.39999999999998,3
2017-08-15,15,1,11.0,600.0,0,981.0,979.0,2,0.0,7,28.0,1,1,13,10,458.2,396.1,4
2017-08-15,15,1,14.0,600.0,1,973.0,992.0,-19,1.0,7,25.0,-1,1,0,7,248.5,237.2,5
2017-08-15,15,1,15.0,600.0,0,982.0,931.0,51,1.0,7,25.0,0,1,9,10,187.7,177.39999999999998,6
2017-08-15,15,1,15.0,600.0,1,989.0,981.0,8,1.0,8,45.0,1,1,7,13,180.2,342.3,7
2017-08-15,15,1,16.0,600.0,0,997.0,934.0,63,0.0,8,62.0,-1,-1,0,0,429.3,560.8,8
2017-08-15,15,1,19.0,600.0,1,987.0,1010.0,-23,0.5,1,40.0,1,-1,4,0,274.0,383.4,9
2017-08-16,16,2,8.0,600.0,0,988.0,1003.0,-15,0.0,8,55.0,-1,1,0,14,369.4,431.3,1
2017-08-16,16,2,12.0,600.0,0,980.0,1004.0,-24,0.0,7,25.0,1,1,10,10,358.8,332.3,2
2017-08-16,16,2,15.0,600.0,1,972.0,936.0,36,1.0,7,70.0,1,1,10,8,502.3,430.3,3
2017-08-16,16,2,16.0,600.0,1,979.0,993.0,-14,0.5,1,38.0,1,1,14,16,402.0,370.1,4
2017-08-16,16,2,16.0,600.0,0,979.0,985.0,-6,1.0,7,26.0,0,-1,8,0,120.5,228.0,5
2017-08-16,16,2,17.0,600.0,1,988.0,1018.0,-30,0.0,7,19.0,1,-1,9,0,405.4,388.7,6
2017-08-16,16,2,19.0,300.0,1,980.0,1016.0,-36,0.0,8,31.0,0,1,9,8,137.4,280.7,7
2017-08-16,16,2,22.0,300.0,0,972.0,945.0,27,0.0,6,29.0,1,1,25,10,300.0,253.1,8
2017-08-17,17,3,8.0,300.0,1,963.0,926.0,37,1.0,8,47.0,-1,-1,0,0,211.0,204.7,1
2017-08-17,17,3,9.0,300.0,0,971.0,952.0,19,0.5,2,56.0,1,1,20,19,70.6,147.0,2
2017-08-17,17,3,15.0,600.0,0,971.0,970.0,1,0.0,8,38.0,1,1,6,6,595.4,455.7,3
2017-08-17,17,3,16.0,600.0,1,963.0,1016.0,-53,1.0,6,53.0,1,1,10,13,276.2,600.0,4
2017-08-17,17,3,17.0,600.0,0,973.0,958.0,15,0.0,8,27.0,1,1,21,6,305.2,257.9,5
2017-08-17,17,3,20.0,600.0,0,964.0,920.0,44,1.0,8,29.0,1,1,15,15,529.2,318.4,6
2017-08-17,17,3,20.0,600.0,1,971.0,894.0,77,1.0,7,60.0,1,1,15,11,566.3,589.8,7
2017-08-17,17,3,20.0,600.0,0,978.0,1010.0,-32,0.0,6,61.0,-1,0,0,14,600.0,380.9,8
2017-08-18,18,4,6.0,600.0,0,970.0,1005.0,-35,0.0,8,84.0,1,1,5,12,428.0,508.5,1
2017-08-18,18,4,7.0,600.0,1,962.0,1013.0,-51,0.0,8,12.0,1,1,6,6,42.700000000000045,37.200000000000045,2
2017-08-18,18,4,9.0,600.0,1,955.0,971.0,-16,0.0,8,35.0,1,-1,7,0,410.8,336.5,3
2017-08-18,18,4,16.0,600.0,1,947.0,951.0,-4,0.0,8,34.0,1,1,7,12,388.4,551.4,4
2017-08-19,19,5,7.0,600.0,1,939.0,902.0,37,1.0,7,46.0,1,0,14,16,397.3,539.9,1
2017-08-19,19,5,8.0,600.0,0,947.0,958.0,-11,1.0,7,19.0,1,-1,8,0,358.7,403.4,2
2017-08-19,19,5,15.0,300.0,0,956.0,1008.0,-52,1.0,7,24.0,1,1,5,9,143.3,160.2,3
2017-08-19,19,5,19.0,300.0,0,966.0,982.0,-16,0.0,7,54.0,1,1,10,10,299.5,284.7,4
2017-08-20,20,6,8.0,300.0,1,957.0,972.0,-15,1.0,6,37.0,1,-1,11,0,94.0,300.0,1
2017-08-20,20,6,8.0,600.0,1,966.0,1020.0,-54,0.0,7,34.0,1,1,10,7,309.5,335.7,2
2017-08-20,20,6,14.0,600.0,1,959.0,953.0,6,0.0,8,15.0,-1,-1,0,0,123.60000000000002,85.70000000000005,3
2017-08-21,21,0,6.0,600.0,0,950.0,973.0,-23,1.0,7,85.0,-1,1,0,12,328.9,418.8,1
2017-08-21,21,0,7.0,600.0,0,959.0,914.0,45,0.5,4,56.0,1,1,15,8,373.5,358.1,2
2017-08-21,21,0,10.0,600.0,0,958.0,1002.0,-44,0.0,8,36.0,-1,1,0,7,554.1,549.7,3
2017-08-21,21,0,16.0,300.0,1,951.0,1066.0,-115,0.0,8,28.0,0,-1,13,0,173.7,132.6,4
2017-08-21,21,0,16.0,300.0,1,945.0,1027.0,-82,0.0,7,46.0,1,-1,6,0,0.0,0.0,5
2017-08-21,21,0,17.0,600.0,1,939.0,930.0,9,0.0,8,51.0,-1,1,0,18,229.0,194.60000000000002,6
2017-08-21,21,0,21.0,600.0,0,930.0,916.0,14,0.0,8,65.0,-1,0,0,16,291.4,299.1,7
2017-08-22,22,1,7.0,600.0,0,921.0,944.0,-23,0.0,8,42.0,1,-1,22,0,331.9,283.4,1
2017-08-22,22,1,8.0,600.0,0,913.0,908.0,5,0.0,8,36.0,1,0,7,19,339.0,266.1,2
2017-08-22,22,1,14.0,600.0,1,905.0,908.0,-3,1.0,8,25.0,1,1,14,6,187.60000000000002,126.80000000000001,3
2017-08-22,22,1,14.0,600.0,1,913.0,923.0,-10,0.0,8,65.0,0,1,17,16,202.7,224.60000000000002,4
2017-08-22,22,1,16.0,600.0,0,905.0,898.0,7,0.0,8,19.0,1,-1,10,0,120.60000000000002,53.700000000000045,5
2017-08-23,23,2,16.0,600.0,0,896.0,941.0,-45,1.0,7,14.0,-1,1,0,11,69.60000000000002,135.89999999999998,1
2017-08-23,23,2,16.0,600.0,0,905.0,874.0,31,1.0,7,45.0,1,1,5,9,324.9,241.10000000000002,2
2017-08-23,23,2,17.0,600.0,1,913.0,893.0,20,1.0,7,44.0,1,0,16,12,253.3,340.0,3
2017-08-23,23,2,18.0,600.0,1,921.0,886.0,35,1.0,7,105.0,-1,1,0,11,598.4,597.4,4
2017-08-24,24,3,7.0,600.0,0,929.0,942.0,-13,0.5,2,76.0,1,1,6,11,366.2,538.2,1
2017-08-24,24,3,11.0,600.0,1,929.0,944.0,-15,0.0,8,77.0,1,1,6,7,527.1,564.4,2
2017-08-24,24,3,16.0,600.0,0,921.0,893.0,28,1.0,8,3.0,-1,-1,0,0,2.7000000000000455,4.2000000000000455,3
2017-08-24,24,3,16.0,600.0,0,929.0,956.0,-27,1.0,7,30.0,1,-1,7,0,175.8,191.2,4
2017-08-24,24,3,16.0,600.0,0,938.0,899.0,39,1.0,7,53.0,0,1,14,6,597.8,550.3,5
2017-08-24,24,3,18.0,600.0,1,945.0,969.0,-24,1.0,6,34.0,1,0,5,14,361.6,600.0,6
2017-08-24,24,3,20.0,600.0,1,954.0,913.0,41,0.5,2,83.0,1,1,15,7,337.5,420.2,7
2017-08-25,25,4,6.0,600.0,1,953.0,895.0,58,0.0,8,3.0,-1,-1,0,0,9.799999999999955,10.0,1
2017-08-25,25,4,10.0,600.0,0,943.0,922.0,21,1.0,7,18.0,1,1,15,17,55.799999999999955,93.5,2
2017-08-25,25,4,10.0,600.0,1,951.0,1037.0,-86,0.0,7,49.0,1,-1,10,0,255.60000000000002,361.8,3
2017-08-25,25,4,10.0,600.0,1,945.0,919.0,26,0.0,8,26.0,1,1,8,11,188.10000000000002,266.7,4
2017-08-25,25,4,15.0,600.0,1,936.0,1018.0,-82,0.0,8,90.0,1,1,9,10,472.5,421.8,5
2017-08-25,25,4,17.0,600.0,0,930.0,973.0,-43,0.5,1,29.0,1,1,11,11,288.8,304.6,6
2017-08-25,25,4,19.0,600.0,0,931.0,1005.0,-74,0.0,8,28.0,-1,-1,0,0,362.5,482.8,7
2017-08-26,26,5,8.0,600.0,0,924.0,901.0,23,1.0,6,49.0,-1,1,0,8,334.6,600.0,1
2017-08-26,26,5,8.0,600.0,1,932.0,933.0,-1,0.5,3,45.0,-1,1,0,9,450.1,408.1,2
2017-08-26,26,5,10.0,600.0,0,932.0,871.0,61,1.0,7,61.0,-1,1,0,14,481.2,434.9,3
2017-08-26,26,5,11.0,600.0,1,939.0,986.0,-47,0.0,8,79.0,1,1,16,7,547.9,581.1,4
2017-08-26,26,5,12.0,600.0,0,932.0,953.0,-21,0.0,8,41.0,1,1,18,24,168.60000000000002,423.1,5
2017-08-26,26,5,13.0,600.0,0,924.0,962.0,-38,0.0,7,31.0,1,1,8,6,380.8,319.7,6
2017-08-27,27,6,8.0,600.0,1,917.0,906.0,11,1.0,8,39.0,1,-1,7,0,360.4,584.3,1
2017-08-27,27,6,9.0,600.0,1,925.0,861.0,64,1.0,8,21.0,1,-1,5,0,279.9,291.0,2
2017-08-27,27,6,22.0,600.0,1,932.0,955.0,-23,0.0,8,95.0,1,1,27,12,410.9,500.4,3
2017-08-28,28,0,14.0,600.0,0,924.0,888.0,36,1.0,8,60.0,-1,1,0,10,599.1,441.8,1
2017-08-28,28,0,15.0,600.0,1,932.0,840.0,92,0.5,4,53.0,0,-1,27,0,342.6,330.6,2
2017-08-28,28,0,16.0,600.0,0,930.0,972.0,-42,0.0,8,45.0,1,1,7,8,515.0,513.7,3
2017-08-29,29,1,12.0,300.0,1,923.0,954.0,-31,1.0,7,45.0,1,1,12,13,298.1,227.7,1
2017-08-29,29,1,16.0,300.0,0,932.0,894.0,38,1.0,6,58.0,1,1,7,22,209.2,300.0,2
2017-08-29,29,1,16.0,300.0,0,939.0,926.0,13,1.0,8,69.0,1,-1,11,0,253.7,190.2,3
2017-08-29,29,1,18.0,300.0,0,947.0,899.0,48,0.0,8,45.0,-1,1,0,5,292.7,216.4,4
2017-08-29,29,1,18.0,300.0,1,938.0,1031.0,-93,0.0,8,61.0,0,-1,28,0,295.9,263.8,5
2017-08-29,29,1,18.0,300.0,0,932.0,833.0,99,1.0,6,38.0,1,1,8,8,52.30000000000001,300.0,6
2017-08-29,29,1,20.0,600.0,1,938.0,887.0,51,1.0,8,39.0,-1,-1,0,0,302.0,429.1,7
2017-08-30,30,2,11.0,600.0,1,945.0,884.0,61,1.0,8,49.0,-1,-1,0,0,493.3,490.4,1
2017-08-30,30,2,12.0,600.0,1,952.0,952.0,0,0.0,8,37.0,1,1,11,6,456.8,450.4,2
2017-08-30,30,2,17.0,300.0,1,944.0,1003.0,-59,0.0,8,65.0,1,0,14,14,299.8,225.2,3
2017-08-30,30,2,18.0,300.0,1,937.0,1042.0,-105,0.0,6,18.0,1,1,6,8,300.0,61.5,4
2017-08-31,31,3,9.0,300.0,0,931.0,899.0,32,1.0,7,46.0,1,-1,23,0,237.3,289.5,1
2017-08-31,31,3,9.0,300.0,0,939.0,788.0,151,1.0,6,71.0,1,1,8,5,299.9,300.0,2
2017-08-31,31,3,9.0,300.0,0,944.0,946.0,-2,0.0,6,54.0,1,1,13,7,300.0,289.2,3
2017-08-31,31,3,14.0,300.0,1,936.0,943.0,-7,0.0,8,55.0,-1,-1,0,0,242.8,172.0,4
2017-08-31,31,3,20.0,600.0,0,928.0,917.0,11,0.5,1,34.0,-1,1,0,8,285.7,298.5,5
2017-08-31,31,3,20.0,600.0,0,928.0,936.0,-8,0.0,8,10.0,-1,1,0,4,439.5,455.2,6
2017-09-01,1,4,14.0,180.0,0,920.0,933.0,-13,1.0,7,54.0,1,1,8,7,155.7,135.6,1
2017-09-01,1,4,18.0,180.0,1,929.0,806.0,123,1.0,7,45.0,1,0,9,11,179.8,172.5,2
2017-09-02,2,5,9.0,180.0,1,934.0,1013.0,-79,0.0,6,60.0,1,0,7,8,180.0,137.0,1
2017-09-02,2,5,10.0,180.0,1,928.0,950.0,-22,0.0,6,73.0,1,-1,13,0,180.0,155.3,2
2017-09-02,2,5,12.0,300.0,1,920.0,968.0,-48,0.0,8,31.0,-1,1,0,8,269.6,231.2,3
2017-09-02,2,5,15.0,300.0,1,913.0,924.0,-11,0.0,8,21.0,0,-1,20,0,0.0,0.0,4
2017-09-03,3,6,0.0,600.0,0,905.0,903.0,2,0.0,8,3.0,-1,-1,0,0,15.299999999999955,9.200000000000045,1
2017-09-03,3,6,0.0,600.0,0,897.0,862.0,35,1.0,7,19.0,-1,1,0,13,146.7,122.60000000000002,2
2017-09-03,3,6,0.0,600.0,1,905.0,923.0,-18,1.0,7,11.0,-1,-1,0,0,74.29999999999995,37.299999999999955,3
2017-09-03,3,6,12.0,600.0,0,914.0,924.0,-10,1.0,7,65.0,0,1,10,11,518.2,595.5,4
2017-09-03,3,6,12.0,600.0,0,923.0,922.0,1,0.5,1,42.0,1,1,8,7,337.3,427.8,5
2017-09-03,3,6,19.0,600.0,0,923.0,866.0,57,0.0,8,43.0,-1,1,0,6,329.7,223.10000000000002,6
2017-09-03,3,6,19.0,600.0,1,913.0,933.0,-20,1.0,7,21.0,1,-1,13,0,163.60000000000002,178.39999999999998,7
2017-09-03,3,6,23.0,600.0,1,922.0,913.0,9,1.0,5,47.0,1,1,9,7,506.3,496.9,8
2017-09-03,3,6,23.0,600.0,1,930.0,1018.0,-88,0.0,8,22.0,1,1,19,11,190.8,274.3,9
2017-09-04,4,0,9.0,600.0,0,924.0,862.0,62,1.0,8,67.0,-1,1,0,19,510.1,504.5,1
2017-09-04,4,0,10.0,600.0,0,931.0,992.0,-61,0.0,8,46.0,1,1,23,9,420.1,393.2,2
2017-09-04,4,0,13.0,600.0,1,924.0,905.0,19,0.0,8,47.0,1,-1,12,0,292.9,281.0,3
2017-09-04,4,0,15.0,600.0,0,915.0,826.0,89,0.5,1,14.0,-1,1,0,7,118.89999999999998,167.10000000000002,4
