date,day,weekday,start_time,game_time,color,elo,opp_elo,diff,result,won_by,num_moves,castled,opp_castled,castled_on,opp_castled_on,time_used,opp_time_used,day_game_num
2017-01-02,2,0,14.0,600.0,1,1000.0,1243.0,-243,0.0,8,38.0,1,1,15,10,336.2,399.9,1
2017-02-15,15,2,17.0,600.0,0,869.0,651.0,218,1.0,6,63.0,-1,-1,0,0,495.9,600.0,1
2017-02-15,15,2,18.0,600.0,1,973.0,978.0,-5,0.5,4,44.0,-1,-1,0,0,253.2,221.89999999999998,2
2017-02-16,16,3,11.0,600.0,0,975.0,1409.0,-434,0.0,8,27.0,-1,0,0,11,211.3,275.2,1
2017-02-16,16,3,11.0,600.0,0,949.0,1097.0,-148,0.0,8,37.0,-1,1,0,5,283.3,350.4,2
2017-02-16,16,3,11.0,600.0,1,876.0,1214.0,-338,0.0,7,32.0,0,-1,15,0,599.0,585.5,3
2017-02-16,16,3,11.0,300.0,1,845.0,1009.0,-164,0.0,6,2.0,-1,-1,0,0,300.0,1.3999999999999773,4
2017-02-16,16,3,12.0,600.0,1,798.0,1224.0,-426,0.0,5,21.0,1,-1,15,0,576.8,404.2,5
2017-02-17,17,4,11.0,300.0,0,784.0,674.0,110,1.0,7,2.0,-1,-1,0,0,0.0,0.0,1
2017-02-20,20,0,11.0,600.0,0,830.0,772.0,58,1.0,5,3.0,-1,-1,0,0,17.5,5.600000000000023,1
2017-02-20,20,0,11.0,600.0,0,878.0,792.0,86,1.0,7,24.0,-1,1,0,7,296.0,316.7,2
2017-02-20,20,0,12.0,600.0,0,917.0,1055.0,-138,0.0,5,24.0,-1,-1,0,0,321.7,215.10000000000002,3
2017-02-21,21,1,18.0,600.0,1,881.0,739.0,142,1.0,8,41.0,-1,1,0,12,290.7,250.10000000000002,1
2017-02-22,22,2,10.0,600.0,1,920.0,1005.0,-85,0.0,7,24.0,1,-1,12,0,473.3,431.2,1
2017-02-22,22,2,17.0,300.0,0,892.0,809.0,83,1.0,7,57.0,-1,1,0,16,262.4,241.4,2
2017-02-22,22,2,18.0,300.0,0,918.0,1021.0,-103,0.0,8,2.0,-1,-1,0,0,6.800000000000011,4.0,3
2017-02-23,23,3,10.0,300.0,1,896.0,957.0,-61,1.0,7,34.0,-1,0,0,7,211.1,229.7,1
2017-02-24,24,4,10.0,300.0,1,931.0,825.0,106,1.0,7,23.0,-1,1,0,12,282.5,190.0,1
2017-02-25,25,5,11.0,300.0,1,951.0,1116.0,-165,0.0,8,31.0,1,1,17,8,102.80000000000001,165.4,1
2017-02-25,25,5,21.0,600.0,1,936.0,1038.0,-102,0.0,7,31.0,0,-1,14,0,556.1,598.4,2
2017-02-27,27,0,17.0,300.0,0,915.0,1014.0,-99,0.0,6,22.0,-1,0,0,17,300.0,198.2,1
2017-02-27,27,0,17.0,300.0,0,898.0,891.0,7,0.0,7,30.0,-1,1,0,14,0.0,202.6,2
2017-02-28,28,1,9.0,600.0,1,876.0,884.0,-8,1.0,8,30.0,0,1,19,19,190.10000000000002,423.5,1
2017-02-28,28,1,11.0,600.0,0,898.0,986.0,-88,0.0,7,8.0,-1,-1,0,0,46.5,37.89999999999998,2
2017-02-28,28,1,15.0,600.0,1,883.0,835.0,48,0.0,7,60.0,0,1,17,14,485.9,511.5,3
2017-03-05,5,6,23.0,600.0,0,862.0,818.0,44,0.5,4,19.0,1,1,18,6,203.7,131.3,1
2017-03-06,6,0,18.0,600.0,0,860.0,950.0,-90,0.0,7,25.0,-1,-1,0,0,315.1,262.5,1
2017-03-07,7,1,17.0,600.0,1,847.0,843.0,4,0.0,8,45.0,1,0,19,14,595.6,599.3,1
2017-03-08,8,2,17.0,180.0,1,830.0,826.0,4,1.0,6,16.0,-1,-1,0,0,65.4,180.0,1
2017-03-08,8,2,17.0,180.0,1,846.0,913.0,-67,0.0,8,41.0,0,-1,29,0,0.0,0.0,2
2017-03-19,19,6,17.0,600.0,0,833.0,930.0,-97,0.0,8,51.0,1,-1,7,0,592.9,428.6,1
2017-03-20,20,0,15.0,600.0,1,821.0,799.0,22,1.0,6,43.0,1,-1,22,0,251.0,600.0,1
2017-03-20,20,0,16.0,600.0,0,836.0,819.0,17,0.0,8,64.0,-1,-1,0,0,528.1,425.3,2
2017-03-20,20,0,16.0,600.0,1,820.0,852.0,-32,0.0,8,20.0,1,-1,10,0,438.4,441.7,3
2017-03-20,20,0,17.0,300.0,0,807.0,830.0,-23,1.0,7,45.0,1,-1,21,0,164.4,299.4,4
2017-03-20,20,0,18.0,300.0,1,822.0,852.0,-30,0.0,6,33.0,-1,-1,0,0,300.0,285.3,5
2017-03-20,20,0,18.0,300.0,0,810.0,810.0,0,0.0,6,30.0,1,1,5,14,300.0,296.5,6
2017-03-21,21,1,10.0,600.0,0,797.0,731.0,66,1.0,6,33.0,-1,-1,0,0,354.9,600.0,1
2017-03-22,22,2,10.0,600.0,1,807.0,775.0,32,1.0,8,21.0,1,1,11,8,470.1,532.9,1
2017-03-22,22,2,17.0,300.0,1,818.0,832.0,-14,0.0,8,25.0,-1,-1,0,0,0.0,0.0,2
2017-03-22,22,2,18.0,600.0,1,807.0,725.0,82,1.0,8,44.0,-1,-1,0,0,343.7,416.7,3
2017-03-23,23,3,13.0,600.0,0,816.0,768.0,48,0.5,1,47.0,0,-1,13,0,233.7,249.2,1
2017-03-23,23,3,14.0,600.0,1,815.0,879.0,-64,0.0,8,12.0,-1,-1,0,0,109.30000000000001,126.10000000000002,2
2017-03-26,26,6,11.0,600.0,0,806.0,812.0,-6,1.0,8,54.0,0,1,20,7,435.0,437.4,1
2017-03-26,26,6,14.0,600.0,1,817.0,797.0,20,0.0,7,18.0,1,-1,6,0,318.3,203.7,2
2017-03-26,26,6,16.0,600.0,1,806.0,747.0,59,1.0,7,49.0,0,1,22,7,493.9,599.1,3
2017-03-26,26,6,22.0,600.0,0,815.0,877.0,-62,0.0,6,27.0,-1,1,0,17,600.0,295.4,4
2017-03-27,27,0,14.0,600.0,0,807.0,839.0,-32,0.0,7,34.0,1,0,7,14,251.5,359.6,1
2017-03-27,27,0,14.0,600.0,0,798.0,768.0,30,1.0,7,27.0,1,-1,6,0,466.6,359.3,2
2017-03-27,27,0,19.0,600.0,1,807.0,871.0,-64,0.0,7,6.0,-1,-1,0,0,34.200000000000045,45.60000000000002,3
2017-03-28,28,1,13.0,600.0,0,799.0,855.0,-56,0.0,5,15.0,1,1,12,8,362.8,394.3,1
2017-03-28,28,1,18.0,300.0,1,791.0,869.0,-78,1.0,6,30.0,1,-1,12,0,296.7,300.0,2
2017-03-29,29,2,8.0,300.0,0,802.0,856.0,-54,0.0,6,49.0,-1,1,0,6,300.0,213.5,1
2017-03-29,29,2,9.0,600.0,1,795.0,738.0,57,1.0,6,37.0,1,1,6,9,436.3,600.0,2
2017-03-29,29,2,12.0,600.0,0,802.0,765.0,37,1.0,8,27.0,1,1,9,11,599.4,510.4,3
2017-03-30,30,3,15.0,300.0,1,810.0,802.0,8,1.0,6,36.0,-1,-1,0,0,283.2,300.0,1
2017-04-07,7,4,16.0,300.0,1,818.0,962.0,-144,0.0,6,25.0,-1,1,0,8,300.0,182.7,1
2017-04-08,8,5,18.0,600.0,0,813.0,861.0,-48,0.0,8,32.0,1,1,25,5,409.5,365.8,1
2017-04-09,9,6,16.0,600.0,1,805.0,801.0,4,0.0,8,20.0,1,1,14,13,152.8,214.8,1
2017-04-11,11,1,12.0,600.0,0,796.0,760.0,36,1.0,7,5.0,-1,-1,0,0,55.799999999999955,85.29999999999995,1
2017-04-12,12,2,19.0,600.0,0,804.0,772.0,32,0.0,8,38.0,-1,1,0,9,380.0,349.7,1
2017-04-12,12,2,19.0,600.0,0,795.0,759.0,36,1.0,7,29.0,-1,1,0,15,288.0,298.0,2
2017-04-12,12,2,20.0,600.0,1,803.0,802.0,1,1.0,7,48.0,-1,-1,0,0,593.9,399.1,3
2017-04-13,13,3,22.0,600.0,1,811.0,831.0,-20,0.0,6,18.0,1,-1,7,0,600.0,120.0,1
2017-04-14,14,4,14.0,600.0,0,803.0,884.0,-81,0.0,8,35.0,1,1,7,6,417.3,599.3,1
2017-04-15,15,5,16.0,600.0,0,797.0,825.0,-28,1.0,6,29.0,-1,1,0,22,282.6,600.0,1
2017-04-15,15,5,20.0,600.0,0,806.0,681.0,125,0.0,8,46.0,-1,-1,0,0,256.2,358.9,2
2017-04-16,16,6,11.0,600.0,1,795.0,832.0,-37,1.0,7,49.0,1,0,22,21,394.7,307.7,1
2017-04-16,16,6,16.0,600.0,1,804.0,743.0,61,1.0,8,47.0,-1,-1,0,0,596.3,352.9,2
2017-04-17,17,0,17.0,600.0,0,811.0,774.0,37,1.0,6,48.0,1,1,15,10,429.5,600.0,1
2017-04-17,17,0,22.0,600.0,1,819.0,771.0,48,1.0,7,42.0,1,1,7,10,383.7,514.7,2
2017-04-18,18,1,12.0,600.0,0,826.0,870.0,-44,0.0,8,64.0,1,1,11,9,455.6,445.7,1
2017-04-18,18,1,16.0,600.0,0,819.0,932.0,-113,0.0,7,40.0,1,-1,14,0,491.7,599.7,2
2017-04-19,19,2,20.0,300.0,1,813.0,815.0,-2,0.0,6,49.0,1,-1,8,0,300.0,170.6,1
2017-04-20,20,3,22.0,600.0,1,805.0,805.0,0,0.0,6,20.0,1,-1,13,0,600.0,272.9,1
2017-04-21,21,4,20.0,600.0,1,797.0,877.0,-80,1.0,8,37.0,-1,1,0,11,422.6,259.1,1
2017-04-21,21,4,20.0,600.0,0,812.0,717.0,95,1.0,8,15.0,-1,-1,0,0,214.10000000000002,151.2,2
2017-04-21,21,4,20.0,600.0,1,822.0,629.0,193,1.0,8,37.0,1,1,12,19,385.6,209.3,3
2017-04-23,23,6,8.0,600.0,1,828.0,820.0,8,1.0,8,51.0,-1,1,0,8,564.0,599.9,1
2017-04-23,23,6,22.0,600.0,0,836.0,768.0,68,0.0,6,29.0,1,-1,10,0,600.0,367.7,2
2017-04-24,24,0,17.0,600.0,0,826.0,870.0,-44,0.0,8,56.0,1,1,19,9,421.9,387.9,1
2017-04-24,24,0,17.0,600.0,1,819.0,793.0,26,1.0,8,26.0,1,1,6,5,206.89999999999998,331.7,2
2017-04-26,26,2,16.0,600.0,1,827.0,779.0,48,1.0,8,3.0,-1,-1,0,0,6.7000000000000455,7.899999999999977,1
2017-04-26,26,2,16.0,600.0,0,834.0,821.0,13,1.0,5,27.0,1,1,6,16,324.2,496.3,2
2017-04-26,26,2,16.0,600.0,0,842.0,857.0,-15,1.0,7,37.0,1,1,16,12,445.0,401.6,3
2017-04-26,26,2,17.0,600.0,1,851.0,862.0,-11,1.0,8,28.0,1,0,8,12,298.4,358.8,4
2017-04-27,27,3,17.0,600.0,1,860.0,867.0,-7,1.0,8,10.0,-1,1,0,6,85.10000000000002,100.19999999999999,1
2017-04-27,27,3,22.0,600.0,0,869.0,840.0,29,0.0,5,36.0,-1,-1,0,0,416.3,334.3,2
2017-04-27,27,3,22.0,600.0,1,860.0,953.0,-93,0.0,8,52.0,-1,1,0,16,592.6,599.6,3
2017-04-27,27,3,22.0,600.0,0,854.0,849.0,5,0.0,6,51.0,1,1,21,9,600.0,487.9,4
2017-04-28,28,4,11.0,600.0,1,845.0,821.0,24,1.0,6,37.0,1,-1,15,0,501.3,600.0,1
2017-04-28,28,4,14.0,600.0,0,853.0,857.0,-4,0.0,8,61.0,1,1,14,14,598.8,593.1,2
2017-04-28,28,4,15.0,600.0,0,845.0,853.0,-8,0.0,6,59.0,-1,1,0,21,600.0,464.8,3
2017-04-28,28,4,16.0,600.0,1,837.0,806.0,31,0.5,4,50.0,1,-1,11,0,191.60000000000002,262.7,4
2017-04-28,28,4,16.0,600.0,0,836.0,810.0,26,0.5,4,20.0,1,-1,7,0,238.60000000000002,383.4,5
2017-04-28,28,4,20.0,600.0,0,835.0,575.0,260,1.0,6,28.0,-1,1,0,8,366.5,600.0,6
2017-04-28,28,4,20.0,600.0,0,839.0,885.0,-46,0.0,7,13.0,1,1,6,6,184.8,141.5,7
2017-04-28,28,4,20.0,600.0,1,832.0,727.0,105,0.0,7,13.0,-1,-1,0,0,119.0,151.8,8
2017-04-29,29,5,17.0,600.0,1,819.0,771.0,48,1.0,7,39.0,-1,-1,0,0,554.7,370.3,1
2017-04-29,29,5,17.0,600.0,1,826.0,828.0,-2,0.0,6,43.0,-1,1,0,19,600.0,410.8,2
2017-04-29,29,5,21.0,600.0,1,818.0,875.0,-57,0.0,8,11.0,-1,-1,0,0,58.60000000000002,60.700000000000045,3
2017-04-30,30,6,12.0,600.0,1,811.0,831.0,-20,1.0,7,38.0,1,-1,6,0,229.3,300.0,1
2017-04-30,30,6,12.0,600.0,0,820.0,851.0,-31,0.0,8,41.0,1,0,17,22,561.0,339.9,2
2017-04-30,30,6,13.0,600.0,0,812.0,826.0,-14,0.0,8,25.0,1,1,6,8,349.4,392.7,3
2017-04-30,30,6,13.0,600.0,0,804.0,795.0,9,0.0,8,45.0,-1,1,0,24,325.0,300.8,4
2017-04-30,30,6,15.0,600.0,1,795.0,787.0,8,1.0,7,12.0,-1,-1,0,0,79.29999999999995,90.89999999999998,5
2017-04-30,30,6,16.0,600.0,0,803.0,857.0,-54,0.0,8,27.0,-1,-1,0,0,480.2,267.7,6
2017-04-30,30,6,16.0,600.0,0,796.0,722.0,74,1.0,5,30.0,-1,-1,0,0,273.7,315.4,7
2017-04-30,30,6,16.0,600.0,1,803.0,810.0,-7,0.0,7,30.0,-1,1,0,15,305.6,227.8,8
2017-04-30,30,6,16.0,600.0,1,795.0,833.0,-38,0.5,2,52.0,1,1,6,5,361.6,303.5,9
2017-04-30,30,6,17.0,600.0,0,796.0,810.0,-14,0.0,8,56.0,1,-1,18,0,530.7,474.9,10
2017-04-30,30,6,17.0,600.0,1,788.0,754.0,34,0.0,8,68.0,1,-1,25,0,498.9,499.4,11
2017-04-30,30,6,19.0,600.0,1,779.0,772.0,7,0.0,8,9.0,-1,-1,0,0,49.5,36.89999999999998,12
2017-04-30,30,6,19.0,600.0,1,770.0,856.0,-86,0.0,8,38.0,1,0,12,16,253.0,390.9,13
2017-05-01,1,0,17.0,600.0,0,764.0,778.0,-14,0.0,7,62.0,-1,1,0,8,543.8,484.0,1
2017-05-01,1,0,17.0,600.0,1,756.0,709.0,47,1.0,8,38.0,-1,-1,0,0,573.7,596.3,2
2017-05-02,2,1,10.0,600.0,0,763.0,759.0,4,0.0,6,13.0,-1,-1,0,0,600.0,191.39999999999998,1
2017-05-02,2,1,11.0,600.0,0,754.0,778.0,-24,1.0,7,39.0,-1,-1,0,0,479.9,383.6,2
2017-05-02,2,1,11.0,600.0,0,763.0,810.0,-47,0.0,6,49.0,1,-1,10,0,600.0,280.4,3
2017-05-02,2,1,17.0,600.0,1,756.0,897.0,-141,0.0,8,16.0,1,1,13,12,76.20000000000005,170.5,4
2017-05-02,2,1,17.0,600.0,1,751.0,768.0,-17,1.0,7,63.0,1,1,9,12,376.6,415.9,5
2017-05-02,2,1,17.0,600.0,0,760.0,706.0,54,1.0,7,27.0,1,1,7,14,393.7,411.7,6
2017-05-02,2,1,19.0,600.0,0,767.0,855.0,-88,0.0,8,27.0,1,-1,7,0,428.3,481.9,7
2017-05-02,2,1,23.0,600.0,0,761.0,668.0,93,0.0,8,27.0,-1,1,0,16,316.5,400.2,8
2017-05-03,3,2,14.0,600.0,1,750.0,742.0,8,0.0,8,10.0,-1,-1,0,0,68.70000000000005,67.29999999999995,1
2017-05-03,3,2,14.0,600.0,1,741.0,803.0,-62,1.0,7,31.0,-1,-1,0,0,182.60000000000002,391.6,2
2017-05-03,3,2,14.0,600.0,0,751.0,767.0,-16,0.0,8,23.0,1,-1,15,0,180.7,184.7,3
2017-05-03,3,2,14.0,600.0,1,743.0,808.0,-65,1.0,5,29.0,1,1,11,17,247.2,275.5,4
2017-05-04,4,3,22.0,600.0,0,753.0,800.0,-47,0.5,2,55.0,1,1,23,11,597.4,542.0,1
2017-05-04,4,3,22.0,600.0,0,754.0,834.0,-80,0.0,6,15.0,-1,1,0,11,600.0,115.89999999999998,2
2017-05-04,4,3,22.0,600.0,1,747.0,719.0,28,0.0,7,17.0,1,-1,8,0,117.39999999999998,226.10000000000002,3
2017-05-05,5,4,9.0,600.0,1,738.0,756.0,-18,0.0,7,13.0,-1,-1,0,0,104.69999999999999,203.0,1
2017-05-05,5,4,14.0,600.0,0,730.0,687.0,43,1.0,7,35.0,1,1,7,17,421.5,426.3,2
2017-05-05,5,4,14.0,600.0,1,737.0,723.0,14,1.0,8,60.0,-1,0,0,23,373.2,470.8,3
2017-05-05,5,4,15.0,600.0,0,745.0,729.0,16,0.0,8,13.0,-1,1,0,8,130.89999999999998,93.19999999999999,4
2017-05-05,5,4,15.0,600.0,1,736.0,726.0,10,1.0,8,20.0,1,1,14,13,184.7,133.39999999999998,5
2017-05-05,5,4,15.0,600.0,0,744.0,750.0,-6,0.0,5,77.0,1,1,4,10,483.7,599.9,6
2017-05-05,5,4,17.0,600.0,1,736.0,810.0,-74,0.0,6,41.0,1,1,10,10,600.0,319.3,7
2017-05-05,5,4,17.0,600.0,0,729.0,813.0,-84,0.0,7,57.0,-1,1,0,13,257.4,490.7,8
2017-05-05,5,4,21.0,600.0,1,723.0,749.0,-26,0.0,8,21.0,-1,1,0,15,364.7,208.60000000000002,9
2017-05-05,5,4,21.0,600.0,0,715.0,761.0,-46,0.0,8,36.0,1,1,7,8,241.89999999999998,344.8,10
2017-05-06,6,5,10.0,600.0,0,708.0,733.0,-25,1.0,6,31.0,1,1,8,15,259.0,600.0,1
2017-05-06,6,5,11.0,600.0,1,717.0,687.0,30,0.0,8,49.0,1,-1,26,0,556.0,536.4,2
2017-05-06,6,5,16.0,600.0,1,708.0,630.0,78,1.0,8,38.0,1,1,8,6,532.5,404.4,3
2017-05-06,6,5,21.0,600.0,1,715.0,687.0,28,1.0,7,5.0,-1,-1,0,0,11.799999999999955,26.200000000000045,4
2017-05-06,6,5,21.0,600.0,0,723.0,630.0,93,1.0,7,12.0,-1,1,0,9,40.89999999999998,154.89999999999998,5
2017-05-06,6,5,21.0,600.0,1,729.0,698.0,31,1.0,7,2.0,-1,-1,0,0,1.0,3.0,6
2017-05-06,6,5,21.0,600.0,0,737.0,742.0,-5,1.0,5,23.0,1,-1,16,0,370.8,231.7,7
2017-05-06,6,5,21.0,600.0,0,746.0,653.0,93,1.0,8,20.0,-1,1,0,17,170.0,298.4,8
2017-05-06,6,5,21.0,600.0,1,752.0,817.0,-65,0.0,8,56.0,1,-1,7,0,591.9,485.4,9
2017-05-06,6,5,22.0,600.0,0,745.0,780.0,-35,0.0,8,41.0,1,-1,15,0,384.3,363.7,10
2017-05-06,6,5,22.0,600.0,1,737.0,728.0,9,0.0,8,76.0,-1,1,0,11,549.9,598.3,11
2017-05-07,7,6,8.0,600.0,0,728.0,680.0,48,0.0,6,50.0,1,1,15,15,600.0,289.5,1
2017-05-07,7,6,8.0,600.0,0,718.0,726.0,-8,1.0,7,45.0,1,1,22,21,524.7,571.1,2
2017-05-07,7,6,11.0,600.0,0,727.0,768.0,-41,0.0,8,71.0,0,1,14,16,581.6,452.9,3
2017-05-07,7,6,12.0,600.0,1,720.0,732.0,-12,0.0,8,16.0,1,-1,10,0,281.0,162.60000000000002,4
2017-05-07,7,6,23.0,600.0,1,712.0,706.0,6,0.0,8,37.0,-1,-1,0,0,387.8,596.3,5
2017-05-07,7,6,23.0,600.0,1,703.0,601.0,102,0.0,8,32.0,1,-1,13,0,182.89999999999998,147.10000000000002,6
2017-05-08,8,0,23.0,600.0,1,692.0,692.0,0,1.0,7,34.0,1,-1,24,0,305.3,367.9,1
2017-05-08,8,0,0.0,600.0,0,700.0,676.0,24,0.0,7,60.0,1,1,5,19,433.7,350.9,2
2017-05-08,8,0,9.0,600.0,1,691.0,673.0,18,0.5,3,9.0,0,-1,7,0,148.89999999999998,78.29999999999995,3
2017-05-08,8,0,9.0,600.0,0,691.0,567.0,124,1.0,6,51.0,-1,-1,0,0,395.0,600.0,4
2017-05-08,8,0,9.0,600.0,0,696.0,660.0,36,1.0,8,79.0,-1,1,0,11,479.2,315.4,5
2017-05-08,8,0,13.0,600.0,0,704.0,730.0,-26,0.5,1,66.0,-1,1,0,7,593.5,596.0,6
2017-05-08,8,0,14.0,600.0,1,705.0,746.0,-41,0.0,6,51.0,1,-1,9,0,600.0,363.2,7
2017-05-08,8,0,15.0,600.0,0,698.0,711.0,-13,0.0,8,26.0,-1,-1,0,0,242.2,319.1,8
2017-05-08,8,0,17.0,600.0,1,690.0,609.0,81,0.0,7,29.0,1,-1,13,0,174.7,599.6,9
2017-05-08,8,0,19.0,600.0,1,680.0,588.0,92,1.0,6,40.0,0,1,10,18,354.7,600.0,10
2017-05-08,8,0,19.0,600.0,0,686.0,757.0,-71,0.0,7,23.0,-1,1,0,13,175.2,178.0,11
2017-05-09,9,1,8.0,600.0,1,679.0,640.0,39,1.0,8,22.0,-1,-1,0,0,126.10000000000002,92.69999999999999,1
2017-05-09,9,1,8.0,600.0,0,686.0,582.0,104,1.0,8,52.0,1,1,10,10,599.0,560.8,2
2017-05-09,9,1,9.0,600.0,1,692.0,732.0,-40,1.0,6,24.0,-1,-1,0,0,314.8,600.0,3
2017-05-09,9,1,10.0,600.0,1,702.0,773.0,-71,0.0,8,6.0,-1,-1,0,0,23.600000000000023,42.299999999999955,4
2017-05-09,9,1,10.0,600.0,0,695.0,721.0,-26,0.0,8,65.0,1,1,18,18,509.1,517.8,5
2017-05-09,9,1,12.0,600.0,0,687.0,712.0,-25,1.0,7,78.0,1,-1,8,0,556.5,599.3,6
2017-05-09,9,1,13.0,600.0,1,696.0,703.0,-7,1.0,8,25.0,1,0,11,17,177.39999999999998,364.7,7
2017-05-09,9,1,14.0,600.0,0,705.0,758.0,-53,0.0,8,66.0,0,0,17,19,599.4,457.4,8
2017-05-09,9,1,14.0,600.0,1,698.0,769.0,-71,1.0,6,63.0,-1,1,0,15,580.7,600.0,9
2017-05-09,9,1,15.0,600.0,1,708.0,712.0,-4,1.0,6,33.0,-1,-1,0,0,319.8,600.0,10
2017-05-09,9,1,15.0,600.0,0,716.0,651.0,65,1.0,8,28.0,0,1,14,14,181.0,226.60000000000002,11
2017-05-09,9,1,16.0,600.0,1,723.0,720.0,3,1.0,8,39.0,-1,-1,0,0,275.1,372.9,12
2017-05-09,9,1,16.0,600.0,0,731.0,841.0,-110,0.0,7,47.0,0,1,19,12,558.4,401.8,13
2017-05-09,9,1,19.0,600.0,0,725.0,781.0,-56,0.0,8,16.0,1,-1,7,0,87.5,62.799999999999955,14
2017-05-09,9,1,19.0,600.0,1,718.0,655.0,63,1.0,8,28.0,1,-1,9,0,317.8,249.39999999999998,15
2017-05-09,9,1,21.0,600.0,1,725.0,784.0,-59,1.0,7,38.0,-1,1,0,14,449.9,328.3,16
2017-05-10,10,2,9.0,600.0,0,735.0,750.0,-15,0.5,1,28.0,-1,-1,0,0,297.9,351.0,1
2017-05-10,10,2,9.0,600.0,1,735.0,743.0,-8,0.0,8,55.0,0,-1,11,0,386.4,302.1,2
2017-05-10,10,2,10.0,600.0,0,727.0,826.0,-99,0.0,8,59.0,-1,1,0,23,319.9,404.5,3
2017-05-10,10,2,13.0,600.0,1,721.0,719.0,2,1.0,7,6.0,-1,-1,0,0,45.39999999999998,36.700000000000045,4
2017-05-10,10,2,13.0,600.0,0,729.0,727.0,2,1.0,7,41.0,1,-1,10,0,237.89999999999998,172.8,5
2017-05-10,10,2,14.0,600.0,0,737.0,778.0,-41,0.0,7,37.0,1,-1,25,0,453.1,375.9,6
2017-05-10,10,2,14.0,600.0,1,730.0,616.0,114,1.0,7,64.0,1,-1,8,0,575.4,500.7,7
2017-05-10,10,2,16.0,600.0,1,736.0,684.0,52,1.0,8,55.0,-1,1,0,15,581.1,593.9,8
2017-05-10,10,2,16.0,600.0,0,743.0,710.0,33,0.0,8,35.0,0,1,13,24,234.39999999999998,492.0,9
2017-05-10,10,2,17.0,600.0,1,734.0,754.0,-20,0.0,8,14.0,-1,-1,0,0,54.10000000000002,147.7,10
2017-05-10,10,2,17.0,600.0,0,726.0,746.0,-20,1.0,7,28.0,-1,1,0,9,244.3,122.5,11
2017-05-10,10,2,20.0,600.0,0,735.0,730.0,5,0.0,8,30.0,1,1,9,8,599.7,598.0,12
2017-05-10,10,2,20.0,600.0,1,726.0,706.0,20,1.0,8,73.0,1,0,12,12,379.9,320.7,13
2017-05-10,10,2,21.0,600.0,1,734.0,766.0,-32,1.0,8,38.0,1,0,12,12,346.3,213.8,14
2017-05-10,10,2,21.0,600.0,1,743.0,854.0,-111,0.0,7,22.0,1,1,15,19,253.5,166.39999999999998,15
2017-05-11,11,3,20.0,600.0,1,737.0,835.0,-98,0.0,7,20.0,1,1,9,8,127.60000000000002,201.89999999999998,1
2017-05-11,11,3,20.0,600.0,0,731.0,682.0,49,1.0,7,39.0,-1,0,0,12,548.1,417.4,2
2017-05-11,11,3,21.0,600.0,0,738.0,698.0,40,0.0,8,14.0,-1,-1,0,0,147.7,187.60000000000002,3
2017-05-11,11,3,21.0,600.0,1,729.0,699.0,30,1.0,7,33.0,1,0,13,19,344.0,484.6,4
2017-05-12,12,4,9.0,600.0,0,737.0,733.0,4,0.0,8,14.0,-1,-1,0,0,139.2,179.89999999999998,1
2017-05-12,12,4,12.0,600.0,1,728.0,709.0,19,1.0,7,68.0,1,-1,13,0,453.1,582.9,2
2017-05-12,12,4,13.0,600.0,1,736.0,734.0,2,0.0,8,79.0,-1,1,0,7,559.5,599.9,3
2017-05-12,12,4,21.0,600.0,0,728.0,832.0,-104,0.0,6,7.0,-1,-1,0,0,600.0,24.399999999999977,4
2017-05-12,12,4,21.0,600.0,0,722.0,802.0,-80,0.0,8,40.0,1,1,12,12,506.8,355.1,5
2017-05-13,13,5,10.0,600.0,0,715.0,699.0,16,1.0,7,20.0,-1,1,0,10,132.0,230.89999999999998,1
2017-05-13,13,5,15.0,600.0,1,723.0,662.0,61,1.0,8,25.0,1,1,19,13,164.39999999999998,147.8,2
2017-05-13,13,5,21.0,600.0,1,730.0,642.0,88,1.0,7,8.0,-1,-1,0,0,172.0,106.0,3
2017-05-13,13,5,23.0,600.0,0,736.0,813.0,-77,1.0,7,14.0,-1,-1,0,0,85.89999999999998,85.29999999999995,4
2017-05-14,14,6,8.0,600.0,1,746.0,845.0,-99,0.0,7,36.0,1,-1,22,0,302.0,206.3,1
2017-05-14,14,6,8.0,600.0,0,740.0,843.0,-103,0.0,8,28.0,0,1,14,10,467.7,383.4,2
2017-05-14,14,6,8.0,600.0,0,734.0,784.0,-50,0.0,7,41.0,-1,1,0,18,512.6,555.9,3
2017-05-15,15,0,9.0,600.0,1,727.0,679.0,48,0.0,8,22.0,-1,1,0,11,177.7,169.7,1
2017-05-15,15,0,9.0,600.0,1,718.0,788.0,-70,0.0,8,33.0,0,1,9,14,599.4,364.8,2
2017-05-15,15,0,13.0,600.0,0,711.0,704.0,7,1.0,6,84.0,1,1,10,11,599.4,600.0,3
2017-05-15,15,0,15.0,600.0,0,719.0,767.0,-48,0.5,4,45.0,1,1,10,9,424.3,248.0,4
2017-05-15,15,0,17.0,600.0,0,720.0,692.0,28,1.0,8,24.0,1,1,11,20,261.6,284.0,5
2017-05-15,15,0,17.0,600.0,1,728.0,808.0,-80,0.0,8,51.0,-1,0,0,22,592.7,528.9,6
2017-05-15,15,0,18.0,600.0,0,721.0,641.0,80,1.0,6,25.0,0,1,15,5,104.5,600.0,7
2017-05-15,15,0,18.0,600.0,1,727.0,780.0,-53,0.0,8,25.0,1,1,16,6,263.4,287.6,8
2017-05-15,15,0,22.0,600.0,1,720.0,831.0,-111,1.0,7,12.0,1,-1,9,0,106.5,78.70000000000005,9
