,result,diff,opp_elo,elo,game_time,color,start_time,day,weekday
966,1.0,-48,865.0,817.0,300,0,10859.722222222223,20,5
967,1.0,-18,845.0,827.0,600,1,18365.555555555555,20,5
968,0.0,-324,1160.0,836.0,180,0,18694.444444444445,20,5
969,0.0,-4,838.0,834.0,600,0,19018.888888888887,20,5
970,1.0,59,767.0,826.0,600,1,21859.444444444445,20,5
971,1.0,47,786.0,833.0,600,1,8949.166666666668,21,6
972,1.0,9,831.0,840.0,600,1,9912.77777777778,21,6
973,0.0,-729,1577.0,848.0,300,0,10271.944444444445,21,6
974,1.0,-53,901.0,848.0,300,1,10404.166666666668,21,6
975,0.0,-742,1600.0,858.0,300,0,12009.444444444445,21,6
976,1.0,-10,868.0,858.0,600,0,19297.777777777777,21,6
977,0.0,1,866.0,867.0,180,0,19529.44444444444,21,6
978,0.5,30,829.0,859.0,300,1,21871.38888888889,21,6
979,1.0,44,814.0,858.0,300,0,22006.944444444445,21,6
980,0.0,-50,915.0,865.0,600,1,22318.61111111111,21,6
981,1.0,-27,885.0,858.0,300,0,13063.888888888889,22,0
982,0.0,-8,875.0,867.0,180,1,18570.555555555555,22,0
983,0.0,-21,880.0,859.0,300,1,18706.11111111111,22,0
984,0.0,-55,906.0,851.0,300,1,19930.277777777777,22,0
985,1.0,-43,887.0,844.0,600,1,21688.61111111111,22,0
986,1.0,102,751.0,853.0,600,1,21801.111111111113,22,0
987,0.0,-30,889.0,859.0,600,0,8438.055555555557,23,1
988,0.0,-22,873.0,851.0,600,0,14711.666666666668,23,1
989,1.0,63,780.0,843.0,600,0,20202.777777777777,23,1
990,1.0,50,800.0,850.0,600,1,20370.277777777777,23,1
991,1.0,95,762.0,857.0,300,0,8886.388888888889,24,2
992,0.0,4,859.0,863.0,300,0,11372.5,24,2
993,0.0,9,845.0,854.0,600,0,18333.888888888887,24,2
994,0.0,19,826.0,845.0,600,1,18844.444444444445,24,2
995,0.0,31,805.0,836.0,600,0,21735.277777777777,24,2
996,1.0,47,780.0,827.0,600,1,23487.77777777778,24,2
997,0.0,-57,891.0,834.0,180,1,8458.055555555555,25,3
998,0.0,-102,929.0,827.0,300,1,8954.166666666666,26,4
999,1.0,-4,825.0,821.0,300,1,9020.0,26,4
1000,0.0,-27,857.0,830.0,300,0,9116.11111111111,26,4
1001,0.0,7,815.0,822.0,300,0,17800.555555555555,26,4
1002,1.0,16,797.0,813.0,600,1,19045.277777777777,26,4
1003,1.0,74,747.0,821.0,600,0,19136.111111111113,26,4
1004,0.0,-16,844.0,828.0,600,0,19333.611111111113,26,4
1005,0.0,-105,925.0,820.0,600,0,21923.61111111111,26,4
1006,1.0,-17,831.0,814.0,600,1,9771.388888888889,27,5
1007,1.0,-33,856.0,823.0,180,0,15468.611111111111,27,5
1008,0.0,-30,862.0,832.0,600,0,23533.05555555556,27,5
1009,1.0,-15,839.0,824.0,600,1,8770.0,28,6
1010,1.0,54,779.0,833.0,600,1,10054.166666666666,28,6
1011,1.0,12,828.0,840.0,600,1,22910.833333333332,28,6
1012,1.0,36,812.0,848.0,300,0,7993.888888888889,29,0
1013,0.0,-16,871.0,855.0,300,1,13934.444444444445,29,0
1014,0.0,-35,882.0,847.0,300,1,14003.055555555557,29,0
1015,1.0,-74,913.0,839.0,300,0,15273.611111111111,29,0
1016,0.5,26,823.0,849.0,300,0,15330.833333333334,29,0
1017,0.0,8,840.0,848.0,300,1,19033.61111111111,29,0
1018,0.0,12,827.0,839.0,600,0,22137.777777777777,29,0
1019,0.0,-19,849.0,830.0,600,0,991.9444444444446,30,1
1020,1.0,101,721.0,822.0,180,1,8954.166666666668,30,1
1021,0.0,-89,917.0,828.0,180,0,9724.166666666666,30,1
1022,1.0,71,751.0,822.0,600,1,13278.333333333334,30,1
1023,1.0,-9,838.0,829.0,600,1,1167.2222222222222,31,2
1024,1.0,-39,877.0,838.0,600,1,15225.0,31,2
1025,1.0,14,833.0,847.0,600,1,16777.222222222223,31,2
1026,0.5,47,808.0,855.0,600,1,17083.88888888889,31,2
1027,1.0,48,806.0,854.0,600,0,21736.944444444445,31,2
1028,1.0,160,701.0,861.0,600,1,21773.61111111111,31,2
1029,0.0,-66,934.0,868.0,600,0,21986.38888888889,31,2
1030,0.0,-8,869.0,861.0,600,0,23657.222222222223,31,2
1031,0.0,4,849.0,853.0,600,0,8494.722222222223,1,3
1032,1.0,9,835.0,844.0,600,1,18789.444444444445,1,3
1033,0.0,-7,859.0,852.0,600,0,18933.611111111113,1,3
1034,0.0,34,810.0,844.0,600,0,20620.555555555555,1,3
1035,0.0,38,797.0,835.0,600,1,20647.222222222223,1,3
1036,1.0,-23,849.0,826.0,600,1,8030.0,2,4
1037,1.0,5,830.0,835.0,600,1,15433.333333333334,2,4
1038,1.0,-26,869.0,843.0,180,1,15588.888888888889,2,4
1039,0.0,27,825.0,852.0,180,0,19311.666666666668,2,4
1040,0.0,21,822.0,843.0,600,0,23238.333333333336,2,4
1041,0.0,-63,897.0,834.0,600,1,831.1111111111111,3,5
1042,0.0,-57,884.0,827.0,600,0,8733.611111111111,3,5
1043,1.0,60,760.0,820.0,600,0,12485.833333333334,3,5
1044,0.0,54,773.0,827.0,600,1,12563.611111111111,3,5
1045,0.0,50,767.0,817.0,180,0,17989.166666666668,3,5
1046,1.0,13,794.0,807.0,300,0,18208.05555555556,3,5
1047,0.0,-59,874.0,815.0,300,1,19706.111111111113,3,5
1048,0.0,-42,850.0,808.0,600,1,21031.944444444445,3,5
1049,1.0,-7,808.0,801.0,600,1,11391.111111111111,4,6
1050,0.0,9,801.0,810.0,600,0,11534.444444444445,4,6
1051,0.0,-353,1154.0,801.0,300,1,11711.111111111111,4,6
1052,1.0,65,734.0,799.0,600,1,14665.555555555555,4,6
1053,0.0,-14,820.0,806.0,600,0,19364.722222222223,4,6
1054,1.0,10,788.0,798.0,600,0,22566.666666666664,4,6
1055,0.0,-133,939.0,806.0,600,0,22871.38888888889,4,6
1056,1.0,37,764.0,801.0,600,1,13728.888888888889,5,0
1057,0.0,502,306.0,808.0,180,0,13791.388888888889,5,0
1058,0.0,-429,1222.0,793.0,180,0,13897.777777777777,5,0
1059,0.0,-849,1641.0,792.0,180,1,16286.944444444443,5,0
1060,0.0,-366,1158.0,792.0,180,0,16425.277777777777,5,0
1061,1.0,-28,818.0,790.0,600,1,17796.666666666668,5,0
1062,0.0,-30,829.0,799.0,600,1,17826.944444444445,5,0
1063,0.5,63,728.0,791.0,600,1,9016.944444444443,6,1
1064,1.0,-18,808.0,790.0,600,0,9240.833333333334,6,1
1065,0.0,-34,833.0,799.0,600,1,9265.555555555555,6,1
1066,0.0,-240,1031.0,791.0,300,1,17088.333333333332,6,1
1067,1.0,-3,791.0,788.0,300,0,17264.722222222223,6,1
1068,0.0,23,773.0,796.0,300,0,17451.388888888887,6,1
1069,0.5,-45,832.0,787.0,300,1,17624.444444444445,6,1
1070,0.0,-223,1011.0,788.0,300,1,17810.277777777777,6,1
1071,0.0,-350,1134.0,784.0,300,0,18156.944444444445,6,1
1072,0.0,4,778.0,782.0,180,0,7923.61111111111,7,2
1073,0.5,5,768.0,773.0,600,1,11893.055555555555,7,2
1074,1.0,-26,799.0,773.0,600,1,15871.388888888889,7,2
1075,1.0,60,722.0,782.0,600,0,15966.388888888889,7,2
1076,1.0,74,715.0,789.0,600,1,16006.666666666668,7,2
1077,1.0,74,722.0,796.0,600,0,16306.11111111111,7,2
1078,0.0,3,800.0,803.0,600,0,18938.333333333332,7,2
1079,1.0,37,758.0,795.0,600,1,22524.722222222223,7,2
1080,1.0,50,753.0,803.0,600,0,22289.166666666664,8,3
1081,0.0,-51,861.0,810.0,600,1,22550.277777777777,8,3
1082,1.0,86,717.0,803.0,600,1,-55.27777777777777,9,4
1083,0.0,43,766.0,809.0,600,1,17290.555555555555,9,4
1084,1.0,58,742.0,800.0,600,0,23794.166666666668,9,4
1085,0.0,5,802.0,807.0,600,1,-189.72222222222223,10,5
1086,1.0,-16,815.0,799.0,600,0,10569.166666666666,11,6
1087,1.0,-34,842.0,808.0,600,1,12270.0,11,6
1088,0.0,-36,853.0,817.0,600,0,19002.222222222223,11,6
1089,0.0,8,801.0,809.0,600,0,19438.333333333332,11,6
1090,0.0,-17,817.0,800.0,300,0,16811.94444444444,12,0
1091,1.0,11,781.0,792.0,300,1,16860.277777777777,12,0
1092,0.0,-13,813.0,800.0,300,1,17441.94444444444,12,0
1093,0.0,-91,883.0,792.0,600,0,19745.833333333336,12,0
1094,1.0,-5,791.0,786.0,600,1,21615.833333333332,12,0
1095,0.0,-21,816.0,795.0,600,0,21717.22222222222,12,0
1096,1.0,81,706.0,787.0,600,1,8230.833333333334,13,1
1097,1.0,50,743.0,793.0,600,0,8468.055555555557,13,1
1098,0.0,-15,815.0,800.0,300,1,13095.277777777777,13,1
1099,1.0,4,788.0,792.0,300,0,14638.333333333334,13,1
1100,1.0,33,767.0,800.0,300,1,14721.666666666666,13,1
1101,0.0,27,781.0,808.0,300,0,19685.555555555555,13,1
1102,0.0,-49,848.0,799.0,600,1,21123.333333333332,13,1
1103,1.0,39,753.0,792.0,600,1,7986.666666666667,14,2
1104,0.0,-31,830.0,799.0,600,0,8200.555555555555,14,2
1105,0.0,-68,859.0,791.0,600,1,10630.555555555557,14,2
1106,0.0,47,737.0,784.0,600,0,16867.5,14,2
1107,0.0,-56,830.0,774.0,600,0,19230.0,14,2
1108,1.0,21,746.0,767.0,600,0,10365.555555555555,15,3
1109,1.0,-19,794.0,775.0,600,0,15385.0,15,3
1110,1.0,13,771.0,784.0,600,1,15440.277777777777,15,3
1111,1.0,-54,846.0,792.0,180,1,18381.666666666668,15,3
1112,1.0,-12,814.0,802.0,600,0,21581.111111111113,15,3
1113,1.0,-12,823.0,811.0,600,1,8476.388888888889,16,4
1114,0.0,19,801.0,820.0,600,1,8492.5,16,4
1115,0.0,23,788.0,811.0,600,0,10756.38888888889,16,4
1116,1.0,7,795.0,802.0,600,0,14342.777777777777,16,4
1117,1.0,-24,834.0,810.0,600,0,16980.555555555555,16,4
1118,1.0,105,714.0,819.0,180,1,18493.61111111111,16,4
1119,0.0,85,740.0,825.0,180,0,18621.666666666668,16,4
1120,1.0,-6,821.0,815.0,180,1,19716.94444444444,16,4
1121,1.0,-10,834.0,824.0,600,1,13384.722222222223,17,5
1122,1.0,34,799.0,833.0,600,1,13426.111111111111,17,5
1123,1.0,-13,854.0,841.0,600,0,23184.166666666664,17,5
1124,1.0,-61,911.0,850.0,600,1,23238.61111111111,17,5
1125,0.0,-63,923.0,860.0,600,0,903.8888888888889,18,6
1126,1.0,-60,913.0,853.0,600,1,9148.888888888889,18,6
1127,0.5,-31,894.0,863.0,180,0,17350.555555555555,18,6
1128,0.0,-50,914.0,864.0,600,0,21678.61111111111,18,6
1129,1.0,24,833.0,857.0,600,1,15515.0,19,0
1130,0.0,-56,921.0,865.0,600,0,18849.722222222223,19,0
1131,1.0,35,823.0,858.0,600,0,19126.388888888887,19,0
1132,0.0,-163,1029.0,866.0,600,1,21103.61111111111,19,0
1133,0.0,-37,898.0,861.0,600,0,22950.277777777777,19,0
1134,0.0,-26,879.0,853.0,600,1,11952.222222222223,20,1
1135,1.0,-12,857.0,845.0,600,1,14021.388888888889,20,1
1136,0.0,-13,867.0,854.0,600,0,19721.11111111111,20,1
1137,1.0,6,840.0,846.0,600,1,21973.333333333336,20,1
1138,1.0,22,832.0,854.0,600,1,8146.111111111112,21,2
1139,0.0,-58,920.0,862.0,600,0,13006.666666666668,21,2
1140,1.0,20,835.0,855.0,600,1,16180.27777777778,21,2
1141,0.0,-37,900.0,863.0,600,0,19486.666666666664,21,2
1142,1.0,2,853.0,855.0,600,0,21692.222222222223,21,2
1143,1.0,71,792.0,863.0,600,0,23042.777777777777,21,2
1144,1.0,-24,894.0,870.0,600,1,10290.277777777777,22,3
1145,0.0,82,797.0,879.0,300,0,13552.222222222223,22,3
1146,1.0,14,855.0,869.0,600,1,22909.166666666668,22,3
1147,1.0,29,848.0,877.0,600,0,10255.833333333332,23,4
1148,1.0,-58,943.0,885.0,600,1,15102.777777777777,23,4
1149,1.0,23,872.0,895.0,600,1,18519.166666666668,23,4
1150,1.0,62,841.0,903.0,600,1,10664.444444444445,24,5
1151,1.0,15,895.0,910.0,600,0,17916.11111111111,24,5
1152,0.0,-100,1018.0,918.0,300,1,18842.5,24,5
1153,0.0,9,903.0,912.0,600,0,21888.333333333336,24,5
1154,1.0,48,855.0,903.0,600,0,16027.22222222222,25,6
1155,0.0,27,883.0,910.0,600,0,14294.166666666666,26,0
1156,1.0,90,811.0,901.0,600,1,20392.222222222223,26,0
1157,0.5,19,888.0,907.0,600,0,13011.111111111111,27,1
1158,1.0,55,852.0,907.0,600,0,14526.666666666666,28,2
1159,1.0,63,851.0,914.0,600,1,16435.833333333336,28,2
1160,0.0,-22,943.0,921.0,600,1,23224.444444444445,28,2
1161,0.5,-1,914.0,913.0,600,1,8953.333333333334,1,3
1162,1.0,-1,914.0,913.0,600,1,14343.88888888889,1,3
1163,1.0,1,920.0,921.0,600,0,15709.166666666668,1,3
1164,1.0,3,926.0,929.0,600,1,22636.666666666668,1,3
1165,0.0,-25,962.0,937.0,600,0,8996.111111111111,2,4
1166,1.0,36,893.0,929.0,600,0,9578.333333333334,2,4
1167,1.0,8,929.0,937.0,600,0,11980.833333333332,2,4
1168,1.0,63,882.0,945.0,600,1,13779.444444444445,2,4
1169,1.0,10,942.0,952.0,600,1,14726.388888888889,2,4
1170,0.0,-8,968.0,960.0,600,0,20154.444444444445,2,4
1171,1.0,59,893.0,952.0,600,1,9979.722222222223,3,5
1172,0.0,-40,999.0,959.0,600,1,12885.833333333334,3,5
1173,0.0,-33,985.0,952.0,600,1,10824.166666666666,4,6
1174,1.0,28,916.0,944.0,600,0,16300.555555555555,5,0
1175,0.0,-31,983.0,952.0,600,0,19800.0,5,0
1176,0.0,-54,998.0,944.0,600,0,7724.444444444445,6,1
1177,1.0,26,911.0,937.0,600,1,13844.166666666666,6,1
1178,1.0,27,918.0,945.0,600,0,19373.888888888887,6,1
1179,0.0,-42,995.0,953.0,600,1,19580.833333333332,6,1
1180,0.0,-16,962.0,946.0,600,0,23121.11111111111,6,1
1181,1.0,210,728.0,938.0,600,0,8693.61111111111,7,2
1182,1.0,5,939.0,944.0,600,1,14571.944444444445,7,2
1183,0.0,-31,983.0,952.0,600,0,17015.555555555555,7,2
1184,0.5,22,922.0,944.0,600,1,8248.611111111111,8,3
1185,1.0,83,860.0,943.0,600,1,12807.777777777777,8,3
1186,0.0,2,947.0,949.0,600,0,286.6666666666667,9,4
1187,1.0,-3,944.0,941.0,600,0,10601.944444444445,10,5
1188,0.0,-8,957.0,949.0,600,1,18504.166666666668,10,5
1189,0.0,-39,980.0,941.0,600,1,10683.888888888889,11,6
1190,1.0,110,824.0,934.0,600,1,14937.777777777777,12,0
1191,0.0,8,932.0,940.0,600,0,17126.388888888887,12,0
1192,1.0,10,921.0,931.0,600,1,9298.611111111111,13,1
1193,0.0,-54,993.0,939.0,600,0,14432.77777777778,13,1
1194,0.0,-68,1000.0,932.0,600,1,14496.38888888889,13,1
1195,1.0,-69,994.0,925.0,600,0,23866.38888888889,13,1
1196,0.5,35,900.0,935.0,600,0,13425.277777777777,14,2
1197,0.5,44,890.0,934.0,600,1,19100.277777777777,14,2
1198,0.0,-104,1037.0,933.0,600,0,22846.666666666668,14,2
1199,0.0,-36,963.0,927.0,600,0,16905.0,15,3
1200,1.0,17,903.0,920.0,600,1,9746.388888888889,16,4
1201,0.5,-3,931.0,928.0,600,1,12991.944444444445,16,4
1202,1.0,16,912.0,928.0,600,1,9355.555555555557,17,5
1203,0.0,-21,957.0,936.0,600,1,9465.0,17,5
1204,0.0,-10,938.0,928.0,600,0,18563.888888888887,17,5
1205,1.0,-31,951.0,920.0,600,0,19002.5,17,5
1206,0.0,53,876.0,929.0,600,0,19202.5,17,5
1207,1.0,-3,922.0,919.0,600,1,22138.05555555556,17,5
1208,0.0,-14,941.0,927.0,600,0,-53.888888888888886,18,6
1209,0.0,21,898.0,919.0,600,0,9681.666666666668,18,6
1210,0.0,-13,923.0,910.0,300,1,13010.277777777777,18,6
1211,1.0,0,902.0,902.0,300,0,15744.166666666666,18,6
1212,1.0,86,824.0,910.0,300,1,15968.333333333334,18,6
1213,1.0,13,903.0,916.0,600,1,20032.5,18,6
1214,0.0,-15,939.0,924.0,600,1,9523.611111111111,19,0
1215,0.5,-25,941.0,916.0,600,0,18659.444444444445,19,0
1216,0.0,-74,991.0,917.0,300,0,10287.77777777778,20,1
1217,0.0,21,889.0,910.0,600,0,18884.444444444445,21,2
1218,1.0,-17,918.0,901.0,600,1,9345.555555555557,22,3
1219,0.0,-6,916.0,910.0,600,0,9911.944444444443,22,3
1220,0.0,9,893.0,902.0,600,1,15951.111111111111,22,3
1221,1.0,60,833.0,893.0,600,0,7706.388888888889,23,4
1222,0.5,0,900.0,900.0,600,0,11511.666666666668,23,4
1223,1.0,-6,906.0,900.0,600,1,7977.777777777778,24,5
1224,0.0,2,907.0,909.0,600,1,10833.333333333334,25,6
1225,0.0,-27,928.0,901.0,600,0,16525.0,25,6
1226,1.0,-4,897.0,893.0,600,1,14212.777777777777,26,0
1227,1.0,-31,933.0,902.0,600,0,14270.27777777778,26,0
1228,0.0,-33,944.0,911.0,600,0,14323.055555555557,26,0
1229,0.0,4,899.0,903.0,600,1,18901.388888888887,26,0
1230,1.0,-16,910.0,894.0,600,0,19009.166666666664,26,0
1231,0.0,-10,913.0,903.0,600,0,14027.777777777777,27,1
1232,0.0,18,877.0,895.0,600,0,15206.944444444445,27,1
1233,1.0,27,859.0,886.0,600,1,8438.611111111111,28,2
1234,1.0,-30,924.0,894.0,600,1,16551.11111111111,28,2
1235,1.0,-14,917.0,903.0,600,1,18788.055555555555,28,2
1236,1.0,36,876.0,912.0,600,0,9262.777777777777,29,3
1237,0.0,-7,927.0,920.0,600,0,9450.0,29,3
1238,1.0,34,878.0,912.0,600,1,13909.166666666668,29,3
1239,1.0,36,884.0,920.0,600,0,8090.277777777777,30,4
1240,1.0,-3,930.0,927.0,600,1,12819.166666666668,30,4
1241,1.0,5,930.0,935.0,600,0,20423.611111111113,30,4
1242,1.0,55,888.0,943.0,600,1,10303.61111111111,31,5
1243,1.0,37,913.0,950.0,600,1,19511.11111111111,31,5
1244,0.0,-32,990.0,958.0,600,0,8200.833333333334,1,6
1245,1.0,-5,955.0,950.0,600,1,12203.611111111111,1,6
1246,1.0,1,958.0,959.0,600,1,18558.888888888887,1,6
1247,1.0,20,947.0,967.0,600,0,9335.0,2,0
1248,0.0,-70,1045.0,975.0,600,1,8923.055555555555,3,1
1249,0.0,-34,1002.0,968.0,600,0,10908.333333333332,3,1
1250,1.0,31,929.0,960.0,600,1,14288.88888888889,3,1
1251,1.0,-1,969.0,968.0,300,0,14435.555555555555,3,1
1252,0.0,18,958.0,976.0,600,0,22643.61111111111,4,2
1253,0.0,-38,1005.0,967.0,600,0,11295.555555555555,5,3
1254,0.5,21,939.0,960.0,600,1,13087.77777777778,5,3
1255,0.0,-60,1019.0,959.0,600,1,15706.388888888889,6,4
1256,0.0,-40,992.0,952.0,600,0,8082.777777777778,10,1
1257,1.0,40,905.0,945.0,600,0,8179.722222222223,10,1
1258,0.0,-31,983.0,952.0,600,1,11488.333333333334,10,1
1259,0.0,-30,974.0,944.0,600,1,15385.0,10,1
1260,0.0,-26,962.0,936.0,600,1,15435.0,10,1
1261,0.5,-21,949.0,928.0,600,1,15956.666666666668,10,1
1262,0.5,17,912.0,929.0,600,0,16203.88888888889,10,1
1263,1.0,-23,952.0,929.0,600,0,19881.38888888889,11,2
1264,0.0,27,911.0,938.0,600,0,20068.888888888887,11,2
1265,0.0,-18,947.0,929.0,600,1,19888.333333333336,12,3
1266,1.0,13,908.0,921.0,600,0,10237.777777777777,13,4
1267,0.0,20,909.0,929.0,600,1,21993.611111111113,13,4
1268,0.0,47,873.0,920.0,600,0,11264.722222222223,14,5
1269,0.0,-60,971.0,911.0,600,1,9440.277777777777,15,6
1270,1.0,-25,929.0,904.0,600,0,13749.444444444443,15,6
1271,1.0,50,863.0,913.0,600,0,13924.166666666666,15,6
1272,0.0,-63,983.0,920.0,600,1,14621.38888888889,15,6
1273,0.0,-27,940.0,913.0,300,0,17023.055555555555,15,6
1274,0.0,-54,959.0,905.0,300,1,17158.61111111111,15,6
1275,1.0,-3,901.0,898.0,300,0,18200.833333333332,15,6
1276,0.0,27,879.0,906.0,300,1,18335.277777777777,15,6
1277,0.0,-97,994.0,897.0,600,0,21206.944444444445,15,6
1278,1.0,6,885.0,891.0,600,1,8462.5,16,0
1279,1.0,92,807.0,899.0,600,0,8586.388888888889,16,0
1280,1.0,-17,922.0,905.0,600,1,8730.833333333334,16,0
1281,0.0,-5,919.0,914.0,600,0,8736.944444444443,16,0
1282,1.0,95,811.0,906.0,600,1,10010.277777777777,16,0
1283,1.0,30,882.0,912.0,600,0,17971.666666666668,16,0
1284,1.0,73,847.0,920.0,600,0,13935.0,17,1
1285,1.0,-25,952.0,927.0,600,0,14067.5,17,1
1286,1.0,-32,968.0,936.0,600,1,14494.722222222223,17,1
1287,1.0,-12,957.0,945.0,300,1,12463.333333333334,18,2
1288,0.0,44,910.0,954.0,300,1,17859.44444444444,18,2
1289,1.0,31,914.0,945.0,600,0,19629.722222222223,18,2
1290,1.0,11,942.0,953.0,600,1,10013.055555555555,19,3
1291,1.0,54,907.0,961.0,600,0,10076.388888888889,19,3
1292,0.0,17,951.0,968.0,300,0,15002.5,19,3
1293,1.0,39,920.0,959.0,600,1,15360.833333333334,19,3
1294,0.0,-41,1007.0,966.0,600,0,18385.833333333332,19,3
1295,1.0,33,926.0,959.0,600,0,23305.55555555556,19,3
1296,1.0,56,911.0,967.0,300,0,10617.777777777777,20,4
1297,0.0,-67,1041.0,974.0,300,1,13335.277777777777,20,4
1298,0.0,-98,1065.0,967.0,600,1,14415.277777777777,20,4
1299,1.0,132,829.0,961.0,600,1,19326.944444444445,20,4
1300,0.0,-56,1024.0,968.0,600,1,11749.444444444443,22,6
1301,1.0,-28,989.0,961.0,600,0,12007.777777777777,22,6
1302,1.0,45,925.0,970.0,300,1,12861.666666666666,22,6
1303,0.0,5,972.0,977.0,600,1,15851.666666666666,22,6
1304,0.0,21,947.0,968.0,600,0,17127.777777777777,22,6
1305,1.0,26,933.0,959.0,600,1,9215.0,23,0
1306,0.0,-38,1005.0,967.0,600,0,9472.22222222222,23,0
1307,0.5,31,929.0,960.0,600,0,11943.055555555555,23,0
1308,1.0,59,900.0,959.0,300,1,13247.22222222222,23,0
1309,0.0,-86,1052.0,966.0,300,0,13357.5,23,0
1310,1.0,35,925.0,960.0,600,1,15811.388888888889,23,0
1311,0.5,33,935.0,968.0,600,0,15971.111111111111,23,0
1312,1.0,58,909.0,967.0,600,1,8415.0,24,1
1313,1.0,2,972.0,974.0,300,1,10126.388888888889,24,1
1314,0.0,-14,996.0,982.0,300,0,10233.333333333334,24,1
1315,1.0,2,972.0,974.0,300,1,10298.055555555557,24,1
1316,0.0,41,941.0,982.0,600,1,11963.61111111111,24,1
1317,0.0,-27,1000.0,973.0,300,0,16488.61111111111,24,1
1318,0.0,-2,967.0,965.0,300,1,16766.666666666664,24,1
1319,0.0,-36,993.0,957.0,600,0,20336.111111111113,24,1
1320,0.0,9,941.0,950.0,600,0,20500.833333333336,24,1
1321,0.0,-54,995.0,941.0,600,0,10976.944444444443,25,2
1322,0.0,10,924.0,934.0,300,1,11377.777777777777,25,2
1323,0.0,27,898.0,925.0,300,0,13095.555555555555,25,2
1324,0.0,-43,959.0,916.0,180,1,13783.611111111111,25,2
1325,0.0,-58,967.0,909.0,300,1,14436.944444444445,25,2
1326,0.0,-47,949.0,902.0,300,0,14991.111111111111,25,2
1327,1.0,-10,905.0,895.0,300,1,15336.666666666666,25,2
1328,1.0,19,885.0,904.0,600,0,16472.5,25,2
1329,0.0,-44,956.0,912.0,600,0,16781.11111111111,25,2
1330,1.0,38,867.0,905.0,600,1,19408.61111111111,25,2
1331,1.0,27,885.0,912.0,600,0,-138.61111111111111,26,3
1332,0.0,-50,970.0,920.0,600,0,8428.888888888889,26,3
1333,1.0,48,865.0,913.0,600,1,9991.111111111111,26,3
1334,1.0,59,861.0,920.0,600,1,12353.888888888889,26,3
1335,1.0,-11,938.0,927.0,600,1,12805.277777777777,26,3
1336,0.0,-41,977.0,936.0,600,0,15197.5,26,3
1337,0.0,16,913.0,929.0,600,0,21422.22222222222,26,3
1338,0.0,2,918.0,920.0,600,1,21454.444444444445,26,3
1339,0.0,-100,1012.0,912.0,300,1,8351.666666666668,27,4
1340,0.0,-48,954.0,906.0,300,0,10150.833333333334,27,4
1341,0.0,-15,914.0,899.0,600,0,11623.611111111111,27,4
1342,1.0,-78,969.0,891.0,600,0,11768.055555555555,27,4
1343,1.0,5,896.0,901.0,300,1,12000.0,27,4
1344,0.5,5,904.0,909.0,300,0,12076.944444444443,27,4
1345,0.0,-1,910.0,909.0,600,1,17500.277777777777,27,4
1346,0.0,-44,945.0,901.0,600,1,18005.0,27,4
1347,0.0,-37,931.0,894.0,600,0,12005.277777777777,28,5
1348,1.0,44,843.0,887.0,300,1,16543.333333333336,28,5
1349,1.0,-2,896.0,894.0,300,0,16687.5,28,5
1350,0.0,-88,990.0,902.0,600,0,20565.277777777777,28,5
1351,0.0,-60,956.0,896.0,600,0,23304.444444444445,28,5
1352,1.0,51,838.0,889.0,600,1,9264.444444444445,29,6
1353,0.0,-42,938.0,896.0,600,0,9562.5,29,6
1354,1.0,33,856.0,889.0,300,1,23461.666666666668,29,6
1355,0.0,-41,938.0,897.0,300,1,12965.277777777777,30,0
1356,0.0,21,869.0,890.0,300,0,13208.055555555557,30,0
1357,0.0,6,875.0,881.0,600,1,13849.166666666668,30,0
1358,0.0,-63,935.0,872.0,300,1,17610.555555555555,30,0
1359,1.0,19,846.0,865.0,300,0,17740.277777777777,30,0
1360,0.5,-45,918.0,873.0,600,0,20458.61111111111,30,0
1361,0.5,18,856.0,874.0,300,1,10479.444444444445,1,1
1362,1.0,84,790.0,874.0,300,0,11064.166666666666,1,1
1363,1.0,9,871.0,880.0,300,0,11090.277777777777,1,1
1364,0.0,-30,918.0,888.0,300,1,17636.388888888887,1,1
1365,0.0,-25,905.0,880.0,300,0,9334.166666666666,2,2
1366,0.5,-20,892.0,872.0,300,1,11170.0,2,2
1367,0.0,-40,913.0,873.0,300,0,17281.666666666668,2,2
1368,1.0,41,825.0,866.0,300,1,17417.5,2,2
1369,1.0,-43,916.0,873.0,300,1,17461.944444444445,2,2
1370,0.0,-8,890.0,882.0,300,0,17597.777777777777,2,2
1371,0.0,-75,949.0,874.0,300,1,17708.055555555555,2,2
1372,0.0,-123,990.0,867.0,300,0,21126.666666666664,2,2
1373,0.0,28,833.0,861.0,300,1,10652.5,3,3
1374,1.0,-17,869.0,852.0,600,1,12036.666666666666,3,3
1375,0.5,-24,885.0,861.0,600,0,12280.833333333332,3,3
1376,1.0,16,846.0,862.0,300,0,16637.777777777777,3,3
1377,1.0,-48,918.0,870.0,300,1,16805.277777777777,3,3
1378,1.0,69,810.0,879.0,600,0,19768.055555555555,3,3
1379,1.0,-22,908.0,886.0,600,0,20033.611111111113,3,3
1380,1.0,57,838.0,895.0,600,1,21920.277777777777,3,3
1381,1.0,-12,914.0,902.0,600,1,8666.388888888889,4,4
1382,0.0,-18,929.0,911.0,600,1,9344.444444444445,4,4
1383,0.0,-16,919.0,903.0,600,0,13725.833333333334,4,4
1384,0.5,-27,922.0,895.0,600,1,13827.777777777777,4,4
1385,1.0,14,882.0,896.0,600,0,14080.555555555555,4,4
