,date,result,white_elo,black_elo,game_time,end_time,num_moves,color,won_by,weekday,day,castled_on,opp_castled_on,castled,opp_castled,time_used,opp_time_used,start_time,opp_num_moves,avg_time,opp_avg_time,white_max_move,black_max_move,max_move,opp_max_move,post_elo,opp_post_elo,elo_delta,elo,opp_elo,diff
427,2017-06-27,1.0,705,764,600,9041.666666666666,28,0,8,1,27,0,0,-1,-1,190,250,8919.444444444443,28,6.785714285714286,8.928571428571429,27.399999999999977,21.399999999999977,21.399999999999977,27.399999999999977,764,705,7.0,757.0,698.0,59
428,2017-06-28,1.0,772,771,600,9871.111111111111,35,1,7,2,28,12,0,1,-1,340,400,9665.555555555557,35,9.714285714285714,11.428571428571429,37.0,48.60000000000002,37.0,48.60000000000002,772,771,8.0,764.0,763.0,1
429,2017-07-03,1.0,842,782,600,15750.0,39,0,7,0,3,10,0,1,-1,270,380,15569.444444444445,39,6.923076923076923,9.743589743589743,29.5,40.60000000000002,40.60000000000002,29.5,782,842,10.0,772.0,832.0,-60
430,2017-07-03,0.0,776,859,600,16652.5,25,1,8,0,3,17,17,0,0,310,280,16488.61111111111,25,12.4,11.2,49.900000000000034,52.5,49.900000000000034,52.5,776,859,-6.0,782.0,865.0,-83
431,2017-07-03,1.0,730,783,600,17417.5,15,0,2,0,3,4,0,1,-1,150,180,17325.833333333332,15,10.0,12.0,25.69999999999999,29.19999999999999,29.19999999999999,25.69999999999999,783,730,7.0,776.0,723.0,53
432,2017-07-03,1.0,816,792,600,20869.444444444445,49,0,7,0,3,13,14,0,1,400,450,20633.333333333336,50,8.16326530612245,9.0,33.19999999999999,65.30000000000001,65.30000000000001,33.19999999999999,792,816,9.0,783.0,807.0,-24
433,2017-07-03,1.0,801,820,600,21559.444444444445,25,1,8,0,3,8,14,1,0,180,170,21462.222222222223,24,7.2,7.083333333333333,19.100000000000023,22.0,19.100000000000023,22.0,801,820,9.0,792.0,811.0,-19
434,2017-07-04,1.0,809,787,600,10033.333333333334,36,1,8,1,4,13,10,1,1,300,300,9866.666666666668,35,8.333333333333334,8.571428571428571,35.69999999999999,37.80000000000001,35.69999999999999,37.80000000000001,809,787,8.0,801.0,779.0,22
435,2017-07-04,0.0,802,861,600,11014.722222222223,32,1,7,1,4,9,16,1,1,300,390,10823.055555555557,32,9.375,12.1875,26.299999999999955,30.399999999999977,26.299999999999955,30.399999999999977,802,861,-7.0,809.0,868.0,-59
436,2017-07-04,1.0,760,809,600,11668.055555555555,11,0,2,1,4,0,0,-1,-1,40,100,11629.166666666666,11,3.6363636363636362,9.090909090909092,20.5,11.900000000000091,11.900000000000091,20.5,809,760,7.0,802.0,753.0,49
437,2017-07-04,1.0,777,816,600,11907.222222222223,37,0,7,1,4,15,22,1,1,350,450,11685.0,37,9.45945945945946,12.162162162162161,68.69999999999999,43.39999999999998,43.39999999999998,68.69999999999999,816,777,7.0,809.0,770.0,39
438,2017-07-04,1.0,824,787,600,13572.777777777777,39,1,7,1,4,10,0,1,-1,270,500,13358.888888888889,38,6.923076923076923,13.157894736842104,46.10000000000002,86.5,46.10000000000002,86.5,824,787,8.0,816.0,779.0,37
439,2017-07-04,1.0,834,885,600,14901.944444444445,14,1,7,1,4,8,0,0,-1,80,90,14854.722222222223,13,5.714285714285714,6.923076923076923,17.200000000000045,55.90000000000009,17.200000000000045,55.90000000000009,834,885,10.0,824.0,875.0,-51
440,2017-07-04,0.0,849,826,600,15078.611111111111,41,0,7,1,4,0,13,-1,0,200,310,14936.944444444445,42,4.878048780487805,7.380952380952381,43.60000000000002,26.19999999999999,26.19999999999999,43.60000000000002,826,849,-8.0,834.0,857.0,-23
441,2017-07-04,0.0,839,818,600,17443.61111111111,44,0,7,1,4,9,19,1,1,310,310,17271.388888888887,45,7.045454545454546,6.888888888888889,47.39999999999998,23.5,23.5,47.39999999999998,818,839,-8.0,826.0,847.0,-21
442,2017-07-04,1.0,721,824,600,18866.666666666668,5,0,7,1,4,0,0,-1,-1,30,20,18852.777777777777,6,6.0,3.3333333333333335,7.0,13.399999999999977,13.399999999999977,7.0,824,721,6.0,818.0,715.0,103
443,2017-07-04,0.0,817,862,600,18901.944444444445,12,1,8,1,4,7,0,1,-1,70,30,18874.166666666668,12,5.833333333333333,2.5,19.90000000000009,11.299999999999955,19.90000000000009,11.299999999999955,817,862,-7.0,824.0,869.0,-45
444,2017-07-04,1.0,844,826,600,19096.944444444445,30,0,2,1,4,13,13,1,0,190,230,18980.277777777777,30,6.333333333333333,7.666666666666667,43.19999999999999,20.799999999999955,20.799999999999955,43.19999999999999,826,844,9.0,817.0,835.0,-18
445,2017-07-04,0.0,820,913,600,20848.055555555555,35,1,8,1,4,13,9,1,1,350,280,20673.055555555555,35,10.0,8.0,35.799999999999955,24.399999999999977,35.799999999999955,24.399999999999977,820,913,-6.0,826.0,919.0,-93
446,2017-07-04,0.5,820,824,600,22235.833333333332,46,1,5,1,4,10,10,1,1,360,600,21969.166666666664,45,7.826086956521739,13.333333333333334,36.89999999999998,75.80000000000001,36.89999999999998,75.80000000000001,820,824,0.0,820.0,824.0,-4
447,2017-07-05,0.0,814,903,600,11412.5,39,1,8,2,5,0,17,-1,0,320,190,11270.833333333334,39,8.205128205128204,4.871794871794871,45.69999999999999,18.30000000000001,45.69999999999999,18.30000000000001,814,903,-6.0,820.0,909.0,-89
448,2017-07-05,1.0,677,819,300,14363.333333333334,17,0,6,2,5,16,5,1,1,70,300,14260.555555555557,17,4.117647058823529,17.647058823529413,39.39999999999998,9.400000000000006,9.400000000000006,39.39999999999998,819,677,5.0,814.0,672.0,142
449,2017-07-05,1.0,827,800,300,16185.555555555555,17,1,7,2,5,13,6,1,1,50,90,16146.666666666666,17,2.9411764705882355,5.294117647058823,12.699999999999989,12.200000000000017,12.699999999999989,12.200000000000017,827,800,8.0,819.0,792.0,27
450,2017-07-05,0.0,819,819,300,18321.944444444445,30,0,8,2,5,13,8,0,1,160,120,18244.166666666668,31,5.333333333333333,3.870967741935484,11.5,20.5,20.5,11.5,819,819,-8.0,827.0,827.0,0
451,2017-07-05,0.0,809,756,300,18446.944444444445,47,1,8,2,5,19,0,1,-1,190,210,18335.833333333336,47,4.042553191489362,4.468085106382978,32.69999999999999,22.5,32.69999999999999,22.5,809,756,-10.0,819.0,766.0,53
452,2017-07-05,1.0,783,817,300,18470.0,7,0,7,2,5,0,0,-1,-1,40,20,18453.333333333332,7,5.714285714285714,2.857142857142857,9.5,30.0,30.0,9.5,817,783,8.0,809.0,775.0,34
453,2017-07-05,0.0,772,808,300,19337.5,33,0,7,2,5,15,10,1,1,180,220,19226.38888888889,34,5.454545454545454,6.470588235294118,21.299999999999983,25.599999999999994,25.599999999999994,21.299999999999983,808,772,-9.0,817.0,781.0,36
454,2017-07-05,1.0,797,816,300,23001.944444444445,26,0,6,2,5,6,7,1,1,240,300,22851.944444444445,26,9.23076923076923,11.538461538461538,29.80000000000001,21.5,21.5,29.80000000000001,816,797,8.0,808.0,789.0,19
455,2017-07-06,0.0,808,843,300,9624.722222222223,51,1,6,3,6,0,0,-1,-1,300,300,9458.055555555557,51,5.882352941176471,5.882352941176471,23.200000000000017,43.69999999999999,23.200000000000017,43.69999999999999,808,843,-8.0,816.0,851.0,-35
456,2017-07-06,0.0,802,895,300,11394.722222222223,24,1,8,3,6,9,10,0,1,110,100,11336.388888888889,24,4.583333333333333,4.166666666666667,19.5,12.400000000000006,19.5,12.400000000000006,802,895,-6.0,808.0,901.0,-93
457,2017-07-06,1.0,809,742,600,22957.222222222223,20,1,7,3,6,0,0,-1,-1,170,220,22848.88888888889,19,8.5,11.578947368421053,35.60000000000002,35.5,35.60000000000002,35.5,809,742,7.0,802.0,735.0,67
458,2017-07-07,1.0,814,684,600,8881.944444444445,54,1,7,4,7,16,10,1,1,260,400,8698.611111111111,53,4.814814814814815,7.547169811320755,35.900000000000034,46.5,35.900000000000034,46.5,814,684,5.0,809.0,679.0,130
459,2017-07-07,1.0,827,823,600,10174.444444444445,28,0,8,4,7,11,17,1,0,260,280,10024.444444444445,28,9.285714285714286,10.0,36.5,43.700000000000045,43.700000000000045,36.5,823,827,9.0,814.0,818.0,-4
460,2017-07-07,1.0,832,841,300,11459.444444444445,24,1,6,4,7,11,19,1,1,190,300,11323.333333333334,23,7.916666666666667,13.043478260869565,33.599999999999994,72.70000000000002,33.599999999999994,72.70000000000002,832,841,9.0,823.0,832.0,-9
461,2017-07-07,0.0,853,824,300,14704.722222222223,44,0,6,4,7,0,0,-1,-1,300,190,14568.611111111111,45,6.818181818181818,4.222222222222222,33.400000000000006,33.599999999999994,33.599999999999994,33.400000000000006,824,853,-8.0,832.0,861.0,-29
462,2017-07-07,0.0,811,815,600,17660.277777777777,50,0,7,4,7,8,8,1,1,440,380,17432.5,51,8.8,7.450980392156863,37.89999999999998,52.200000000000045,52.200000000000045,37.89999999999998,815,811,-9.0,824.0,820.0,4
463,2017-07-08,1.0,740,821,600,11173.333333333334,37,0,8,5,8,11,0,1,-1,400,370,10959.444444444445,37,10.81081081081081,10.0,37.80000000000001,42.10000000000002,42.10000000000002,37.80000000000001,821,740,6.0,815.0,734.0,81
464,2017-07-08,1.0,828,768,600,16812.5,19,1,7,5,8,10,9,1,1,220,550,16598.61111111111,19,11.578947368421053,28.94736842105263,38.10000000000002,84.10000000000002,38.10000000000002,84.10000000000002,828,768,7.0,821.0,761.0,60
465,2017-07-08,1.0,882,837,600,23339.722222222223,36,0,7,5,8,10,10,1,1,320,510,23109.166666666668,36,8.88888888888889,14.166666666666666,41.80000000000001,39.19999999999999,39.19999999999999,41.80000000000001,837,882,9.0,828.0,873.0,-45
466,2017-07-09,1.0,846,878,600,8363.055555555555,23,1,6,6,9,10,0,1,-1,180,600,8146.388888888888,22,7.826086956521739,27.272727272727273,28.399999999999977,36.80000000000001,28.399999999999977,36.80000000000001,846,878,9.0,837.0,869.0,-32
467,2017-07-09,1.0,853,799,600,10106.111111111111,13,1,2,6,9,0,0,-1,-1,70,120,10053.333333333334,12,5.384615384615385,10.0,35.69999999999993,29.299999999999955,35.69999999999993,29.299999999999955,853,799,7.0,846.0,792.0,54
468,2017-07-09,0.0,887,846,600,11400.555555555555,48,0,7,6,9,20,0,1,-1,400,420,11172.777777777777,49,8.333333333333334,8.571428571428571,50.700000000000045,63.799999999999955,63.799999999999955,50.700000000000045,846,887,-7.0,853.0,894.0,-41
469,2017-07-09,0.0,837,826,600,19131.38888888889,40,1,7,6,9,12,8,0,1,200,220,19014.722222222223,40,5.0,5.5,21.5,29.700000000000045,21.5,29.700000000000045,837,826,-9.0,846.0,835.0,11
470,2017-07-09,1.0,843,758,600,22360.833333333332,27,1,7,6,9,10,13,1,0,280,420,22166.388888888887,27,10.37037037037037,15.555555555555555,34.89999999999998,37.5,34.89999999999998,37.5,843,758,6.0,837.0,752.0,85
471,2017-07-10,1.0,850,800,600,15358.055555555555,32,1,6,0,10,12,25,1,0,470,600,15060.833333333332,31,14.6875,19.35483870967742,92.10000000000002,115.59999999999997,92.10000000000002,115.59999999999997,850,800,7.0,843.0,793.0,50
472,2017-07-10,1.0,854,858,600,16163.611111111111,39,0,7,0,10,9,8,1,1,430,480,15910.833333333334,39,11.025641025641026,12.307692307692308,51.400000000000034,54.80000000000001,54.80000000000001,51.400000000000034,858,854,8.0,850.0,846.0,4
473,2017-07-10,1.0,854,866,600,16836.666666666668,19,0,7,0,10,8,0,1,-1,150,140,16756.111111111113,19,7.894736842105263,7.368421052631579,27.69999999999999,25.0,25.0,27.69999999999999,866,854,8.0,858.0,846.0,12
474,2017-07-10,1.0,872,874,600,18352.777777777777,21,0,2,0,10,0,0,-1,-1,290,440,18150.0,21,13.80952380952381,20.952380952380953,104.39999999999998,56.099999999999966,56.099999999999966,104.39999999999998,874,872,8.0,866.0,864.0,2
475,2017-07-10,1.0,881,841,600,23141.944444444445,48,1,6,0,10,9,17,1,0,500,600,22836.38888888889,47,10.416666666666666,12.76595744680851,54.299999999999955,68.19999999999999,54.299999999999955,68.19999999999999,881,841,7.0,874.0,834.0,40
476,2017-07-11,0.0,880,873,600,8227.222222222223,35,0,8,1,11,13,10,1,1,590,460,7935.555555555556,36,16.857142857142858,12.777777777777779,34.19999999999999,75.20000000000005,75.20000000000005,34.19999999999999,873,880,-8.0,881.0,888.0,-7
477,2017-07-11,1.0,878,881,600,9637.5,54,0,6,1,11,9,20,1,1,540,600,9320.833333333334,54,10.0,11.11111111111111,41.799999999999955,42.69999999999999,42.69999999999999,41.799999999999955,881,878,8.0,873.0,870.0,3
478,2017-07-11,1.0,889,862,600,10489.722222222223,41,1,8,1,11,17,17,1,1,360,270,10314.722222222223,40,8.78048780487805,6.75,65.0,27.299999999999955,65.0,27.299999999999955,889,862,8.0,881.0,854.0,27
479,2017-07-11,0.0,882,961,600,13984.166666666666,24,1,7,1,11,13,12,1,1,210,140,13886.944444444443,24,8.75,5.833333333333333,39.60000000000002,13.100000000000023,39.60000000000002,13.100000000000023,882,961,-7.0,889.0,968.0,-79
480,2017-07-11,1.0,890,868,600,15708.333333333334,61,1,8,1,11,22,0,1,-1,310,370,15519.444444444445,60,5.081967213114754,6.166666666666667,29.80000000000001,67.89999999999998,29.80000000000001,67.89999999999998,890,868,8.0,882.0,860.0,22
481,2017-07-11,1.0,897,832,600,16738.88888888889,83,1,6,1,11,12,6,1,1,590,600,16408.333333333336,82,7.108433734939759,7.317073170731708,58.19999999999999,38.30000000000001,58.19999999999999,38.30000000000001,897,832,7.0,890.0,825.0,65
482,2017-07-11,1.0,851,904,600,19038.333333333332,5,0,7,1,11,0,0,-1,-1,10,30,19027.222222222223,5,2.0,6.0,19.700000000000045,2.8999999999999773,2.8999999999999773,19.700000000000045,904,851,7.0,897.0,844.0,53
483,2017-07-11,0.0,928,896,600,19163.61111111111,31,0,7,1,11,13,18,1,1,190,190,19058.055555555555,32,6.129032258064516,5.9375,20.899999999999977,25.900000000000034,25.900000000000034,20.899999999999977,896,928,-8.0,904.0,936.0,-32
484,2017-07-11,1.0,839,903,600,21727.5,48,0,7,1,11,11,19,1,0,460,400,21488.61111111111,48,9.583333333333334,8.333333333333334,68.69999999999999,99.69999999999999,99.69999999999999,68.69999999999999,903,839,7.0,896.0,832.0,64
485,2017-07-12,1.0,911,875,600,8329.444444444445,35,1,8,2,12,14,19,1,0,350,290,8151.666666666668,34,10.0,8.529411764705882,32.89999999999998,29.899999999999977,32.89999999999998,29.899999999999977,911,875,8.0,903.0,867.0,36
486,2017-07-12,0.0,906,903,600,10079.722222222223,47,0,8,2,12,10,0,1,-1,570,350,9824.166666666668,48,12.127659574468085,7.291666666666667,21.69999999999999,54.400000000000034,54.400000000000034,21.69999999999999,903,906,-8.0,911.0,914.0,-3
487,2017-07-12,1.0,868,910,600,10681.944444444445,44,0,2,2,12,12,22,0,1,310,320,10506.944444444445,44,7.045454545454546,7.2727272727272725,23.80000000000001,33.5,33.5,23.80000000000001,910,868,7.0,903.0,861.0,42
488,2017-07-12,0.0,902,914,600,14593.333333333334,41,1,7,2,12,0,14,-1,0,380,350,14390.555555555557,41,9.268292682926829,8.536585365853659,66.69999999999999,44.700000000000045,66.69999999999999,44.700000000000045,902,914,-8.0,910.0,922.0,-12
489,2017-07-12,1.0,907,910,600,15482.5,32,0,7,2,12,10,10,1,1,310,440,15274.166666666666,32,9.6875,13.75,40.69999999999999,28.400000000000034,28.400000000000034,40.69999999999999,910,907,8.0,902.0,899.0,3
490,2017-07-12,1.0,918,904,600,17238.88888888889,59,1,7,2,12,0,11,-1,1,460,270,17036.111111111113,58,7.796610169491525,4.655172413793103,31.700000000000045,32.39999999999998,31.700000000000045,32.39999999999998,918,904,8.0,910.0,896.0,14
491,2017-07-12,1.0,925,882,600,18338.333333333332,39,1,7,2,12,15,15,1,0,300,230,18191.11111111111,38,7.6923076923076925,6.052631578947368,43.299999999999955,14.5,43.299999999999955,14.5,925,882,7.0,918.0,875.0,43
492,2017-07-12,1.0,933,909,600,22533.333333333332,53,1,7,2,12,9,9,1,0,570,580,22213.888888888887,52,10.754716981132075,11.153846153846153,42.299999999999955,84.39999999999998,42.299999999999955,84.39999999999998,933,909,8.0,925.0,901.0,24
493,2017-07-13,1.0,935,941,600,10096.666666666666,58,0,8,3,13,11,7,1,1,360,330,9905.0,58,6.206896551724138,5.689655172413793,28.199999999999932,24.5,24.5,28.199999999999932,941,935,8.0,933.0,927.0,6
494,2017-07-13,1.0,948,906,600,10987.777777777777,32,1,8,3,13,13,11,0,0,260,280,10837.777777777777,31,8.125,9.03225806451613,50.700000000000045,27.100000000000023,50.700000000000045,27.100000000000023,948,906,7.0,941.0,899.0,42
495,2017-07-13,0.5,894,947,600,18405.277777777777,75,0,5,3,13,0,0,-1,-1,600,600,18071.944444444445,75,8.0,8.0,28.799999999999955,66.0,66.0,28.799999999999955,947,894,-1.0,948.0,895.0,53
496,2017-07-13,0.0,930,938,600,21344.722222222223,42,0,8,3,13,8,22,1,0,440,290,21141.944444444445,43,10.476190476190476,6.744186046511628,28.0,30.600000000000023,30.600000000000023,28.0,938,930,-9.0,947.0,939.0,8
497,2017-07-14,1.0,946,911,600,9319.166666666666,18,1,7,4,14,14,16,1,1,70,100,9271.944444444443,17,3.888888888888889,5.882352941176471,14.700000000000045,17.0,14.700000000000045,17.0,946,911,8.0,938.0,903.0,35
498,2017-07-14,1.0,900,953,600,13517.222222222223,28,0,7,4,14,17,0,1,-1,170,190,13417.222222222223,28,6.071428571428571,6.785714285714286,38.90000000000009,45.39999999999998,45.39999999999998,38.90000000000009,953,900,7.0,946.0,893.0,53
499,2017-07-14,0.0,983,946,600,13985.833333333334,48,0,7,4,14,0,18,-1,1,260,150,13871.944444444445,49,5.416666666666667,3.061224489795918,12.299999999999955,27.099999999999966,27.099999999999966,12.299999999999955,946,983,-7.0,953.0,990.0,-37
500,2017-07-14,0.0,938,965,600,15184.166666666666,24,1,8,4,14,11,10,1,1,230,150,15078.611111111111,24,9.583333333333334,6.25,39.599999999999966,24.800000000000068,39.599999999999966,24.800000000000068,938,965,-8.0,946.0,973.0,-27
501,2017-07-14,1.0,944,865,300,20548.61111111111,34,1,6,4,14,0,0,-1,-1,190,300,20412.5,33,5.588235294117647,9.090909090909092,21.600000000000023,18.69999999999999,21.600000000000023,18.69999999999999,944,865,6.0,938.0,859.0,79
502,2017-07-15,0.0,884,934,300,10113.611111111111,45,0,6,5,15,14,13,1,1,300,210,9971.944444444445,46,6.666666666666667,4.565217391304348,29.399999999999977,46.099999999999994,46.099999999999994,29.399999999999977,934,884,-10.0,944.0,894.0,50
503,2017-07-15,0.0,898,925,600,10974.722222222223,35,0,7,5,15,15,11,1,1,320,150,10844.166666666668,36,9.142857142857142,4.166666666666667,12.900000000000091,62.299999999999955,62.299999999999955,12.900000000000091,925,898,-9.0,934.0,907.0,27
