,date,result,white_elo,black_elo,game_time,end_time,num_moves,color,won_by,weekday,day,castled_on,opp_castled_on,castled,opp_castled,time_used,opp_time_used,start_time,opp_num_moves,avg_time,opp_avg_time,white_max_move,black_max_move,max_move,opp_max_move,post_elo,opp_post_elo,elo_delta,elo,opp_elo,diff
869,2017-12-31,1.0,856,852,180,12106.111111111111,64,1,7,6,31,11,14,1,0,270,400,11920.0,63,4.21875,6.349206349206349,14.199999999999989,16.19999999999999,14.199999999999989,16.19999999999999,856,852,8.0,848.0,844.0,4
870,2017-12-31,0.0,848,847,300,13668.611111111111,26,1,8,6,31,13,10,1,0,240,160,13557.5,26,9.23076923076923,6.153846153846154,43.0,20.200000000000017,43.0,20.200000000000017,848,847,-8.0,856.0,855.0,1
871,2017-12-31,0.5,889,849,300,14152.5,55,0,5,6,31,11,5,1,1,230,290,14008.055555555555,55,4.181818181818182,5.2727272727272725,25.099999999999994,24.399999999999977,24.399999999999977,25.099999999999994,849,889,1.0,848.0,888.0,-40
872,2017-12-31,0.0,842,880,600,16388.055555555555,59,1,7,6,31,8,0,1,-1,450,260,16190.833333333332,59,7.627118644067797,4.406779661016949,32.89999999999998,16.799999999999955,32.89999999999998,16.799999999999955,842,880,-7.0,849.0,887.0,-38
873,2017-12-31,0.0,855,834,600,20104.722222222223,34,0,7,6,31,0,0,-1,-1,330,500,19874.166666666668,35,9.705882352941176,14.285714285714286,62.80000000000001,34.69999999999999,34.69999999999999,62.80000000000001,834,855,-8.0,842.0,863.0,-21
874,2018-01-01,0.0,834,826,600,2473.3333333333335,48,0,7,0,1,0,0,-1,-1,430,320,2265.0,49,8.958333333333334,6.530612244897959,28.100000000000023,28.600000000000023,28.600000000000023,28.100000000000023,826,834,-8.0,834.0,842.0,-8
875,2018-01-01,0.0,818,853,180,2630.5555555555557,44,1,6,0,1,0,10,-1,1,180,350,2483.3333333333335,44,4.090909090909091,7.954545454545454,22.89999999999999,24.89999999999999,22.89999999999999,24.89999999999999,818,853,-8.0,826.0,861.0,-35
876,2018-01-01,1.0,927,829,300,10587.222222222223,12,0,2,0,1,6,0,1,-1,100,40,10548.333333333334,12,8.333333333333334,3.3333333333333335,9.800000000000011,14.800000000000011,14.800000000000011,9.800000000000011,829,927,11.0,818.0,916.0,-98
877,2018-01-01,0.0,921,822,300,10720.555555555555,19,0,2,0,1,15,9,1,1,260,160,10603.888888888889,20,13.68421052631579,8.0,27.0,32.0,32.0,27.0,822,921,-7.0,829.0,928.0,-99
878,2018-01-01,1.0,829,782,600,11732.777777777777,18,1,7,0,1,8,17,1,1,140,150,11652.222222222223,17,7.777777777777778,8.823529411764707,36.89999999999998,26.899999999999977,36.89999999999998,26.899999999999977,829,782,7.0,822.0,775.0,47
879,2018-01-01,1.0,839,920,180,17630.555555555555,38,1,7,0,1,28,0,1,-1,110,90,17575.0,37,2.8947368421052633,2.4324324324324325,8.299999999999997,5.299999999999997,8.299999999999997,5.299999999999997,839,920,10.0,829.0,910.0,-81
880,2018-01-01,0.0,831,853,600,22445.277777777777,9,1,8,0,1,0,0,-1,-1,50,160,22386.944444444445,9,5.555555555555555,17.77777777777778,20.100000000000023,98.09999999999997,20.100000000000023,98.09999999999997,831,853,-8.0,839.0,861.0,-22
881,2018-01-01,0.0,827,823,600,22684.722222222223,42,0,8,0,1,0,14,-1,0,440,380,22456.944444444445,43,10.476190476190476,8.837209302325581,35.5,35.99999999999994,35.99999999999994,35.5,823,827,-8.0,831.0,835.0,-4
882,2018-01-02,1.0,831,800,300,9900.833333333334,29,1,8,1,2,6,10,1,1,250,210,9773.055555555557,28,8.620689655172415,7.5,31.0,41.69999999999999,31.0,41.69999999999999,831,800,8.0,823.0,792.0,31
883,2018-01-02,0.5,757,829,300,12139.444444444445,45,0,3,1,2,17,0,1,-1,200,170,12036.666666666668,45,4.444444444444445,3.7777777777777777,19.19999999999999,32.19999999999999,32.19999999999999,19.19999999999999,829,757,-2.0,831.0,759.0,72
884,2018-01-02,1.0,838,852,300,12733.055555555555,13,1,6,1,2,13,10,1,1,50,300,12635.833333333332,12,3.8461538461538463,25.0,22.100000000000023,21.399999999999977,22.100000000000023,21.399999999999977,838,852,9.0,829.0,843.0,-14
885,2018-01-02,0.0,820,829,300,12913.055555555555,72,0,6,1,2,0,13,-1,0,300,280,12751.944444444443,73,4.166666666666667,3.835616438356164,26.099999999999994,27.299999999999983,27.299999999999983,26.099999999999994,829,820,-9.0,838.0,829.0,9
886,2018-01-02,1.0,865,838,300,14670.555555555555,49,0,6,1,2,8,0,1,-1,240,300,14520.555555555555,49,4.8979591836734695,6.122448979591836,20.599999999999966,18.5,18.5,20.599999999999966,838,865,9.0,829.0,856.0,-27
887,2018-01-02,1.0,842,846,300,14808.055555555555,61,0,8,1,2,20,6,1,1,270,160,14688.61111111111,61,4.426229508196721,2.622950819672131,9.299999999999983,18.099999999999994,18.099999999999994,9.299999999999983,846,842,8.0,838.0,834.0,4
888,2018-01-02,0.0,840,933,300,15330.833333333334,57,1,8,1,2,6,7,1,1,260,220,15197.5,57,4.56140350877193,3.8596491228070176,20.400000000000006,14.5,20.400000000000006,14.5,840,933,-6.0,846.0,939.0,-93
889,2018-01-02,0.0,833,874,300,20252.777777777777,48,1,6,1,2,0,0,-1,-1,300,190,20116.666666666668,48,6.25,3.9583333333333335,60.400000000000006,18.900000000000006,60.400000000000006,18.900000000000006,833,874,-7.0,840.0,881.0,-41
890,2018-01-02,1.0,852,842,300,20420.0,51,0,6,1,2,11,9,0,1,270,300,20261.666666666668,51,5.294117647058823,5.882352941176471,27.799999999999983,20.599999999999994,20.599999999999994,27.799999999999983,842,852,9.0,833.0,843.0,-10
891,2018-01-02,1.0,849,808,300,20508.333333333332,13,1,7,1,2,0,7,-1,1,140,140,20430.555555555555,12,10.76923076923077,11.666666666666666,40.39999999999998,51.599999999999994,40.39999999999998,51.599999999999994,849,808,7.0,842.0,801.0,41
892,2018-01-03,1.0,857,834,300,13895.277777777777,28,1,7,2,3,9,9,1,1,140,180,13806.388888888889,27,5.0,6.666666666666667,25.099999999999994,30.5,25.099999999999994,30.5,857,834,8.0,849.0,826.0,23
893,2018-01-03,0.0,834,848,300,14946.666666666666,34,0,8,2,3,10,6,1,1,250,250,14807.777777777777,35,7.352941176470588,7.142857142857143,37.900000000000006,33.39999999999998,33.39999999999998,37.900000000000006,848,834,-9.0,857.0,843.0,14
894,2018-01-03,0.0,841,890,300,15360.0,41,1,6,2,3,0,9,-1,1,300,230,15212.777777777777,41,7.317073170731708,5.609756097560975,26.599999999999994,28.899999999999977,26.599999999999994,28.899999999999977,841,890,-7.0,848.0,897.0,-49
895,2018-01-03,1.0,851,849,300,23663.61111111111,45,0,8,2,3,0,8,-1,1,280,240,23519.166666666664,45,6.222222222222222,5.333333333333333,17.5,31.900000000000006,31.900000000000006,17.5,849,851,8.0,841.0,843.0,-2
896,2018-01-03,1.0,709,854,300,23735.833333333332,18,0,7,2,3,0,15,-1,0,80,130,23677.5,18,4.444444444444445,7.222222222222222,20.200000000000017,11.799999999999955,11.799999999999955,20.200000000000017,854,709,5.0,849.0,704.0,145
897,2018-01-03,0.0,845,839,300,23893.88888888889,35,1,8,2,3,16,15,1,1,300,220,23749.444444444445,35,8.571428571428571,6.285714285714286,27.80000000000001,23.099999999999994,27.80000000000001,23.099999999999994,845,839,-9.0,854.0,848.0,6
898,2018-01-04,0.0,910,838,300,9104.722222222223,14,0,8,3,4,10,0,1,-1,140,70,9046.388888888889,15,10.0,4.666666666666667,12.199999999999989,69.5,69.5,12.199999999999989,838,910,-7.0,845.0,917.0,-72
899,2018-01-04,0.0,896,831,300,9260.833333333334,46,0,6,3,4,9,13,1,1,300,230,9113.611111111111,47,6.521739130434782,4.8936170212765955,24.0,18.69999999999999,18.69999999999999,24.0,831,896,-7.0,838.0,903.0,-65
900,2018-01-04,0.5,830,769,600,20163.61111111111,54,1,5,3,4,0,0,-1,-1,560,540,19858.055555555555,54,10.37037037037037,10.0,40.900000000000034,60.0,40.900000000000034,60.0,830,769,-1.0,831.0,770.0,61
901,2018-01-04,0.0,823,867,600,20358.88888888889,20,1,8,3,4,12,10,1,1,210,160,20256.111111111113,20,10.5,8.0,64.60000000000002,31.80000000000001,64.60000000000002,31.80000000000001,823,867,-7.0,830.0,874.0,-44
902,2018-01-05,0.0,879,816,600,10548.611111111111,41,0,8,4,5,7,8,1,1,550,550,10243.055555555557,42,13.414634146341463,13.095238095238095,130.0,48.39999999999998,48.39999999999998,130.0,816,879,-7.0,823.0,886.0,-63
903,2018-01-05,1.0,823,743,300,16718.88888888889,19,1,8,4,5,13,10,1,0,130,90,16657.77777777778,18,6.842105263157895,5.0,29.700000000000017,19.0,29.700000000000017,19.0,823,743,7.0,816.0,736.0,80
904,2018-01-05,0.0,816,873,300,16840.277777777777,39,1,7,4,5,6,7,1,1,240,160,16729.166666666668,39,6.153846153846154,4.102564102564102,17.19999999999999,15.799999999999983,17.19999999999999,15.799999999999983,816,873,-7.0,823.0,880.0,-57
905,2018-01-05,0.0,871,809,300,19445.833333333332,23,0,8,4,5,5,7,1,0,180,120,19362.5,24,7.826086956521739,5.0,14.300000000000011,37.099999999999994,37.099999999999994,14.300000000000011,809,871,-7.0,816.0,878.0,-62
906,2018-01-05,1.0,817,814,600,21504.166666666668,32,1,8,4,5,0,24,-1,1,360,440,21281.944444444445,31,11.25,14.193548387096774,75.60000000000002,45.599999999999966,75.60000000000002,45.599999999999966,817,814,8.0,809.0,806.0,3
907,2018-01-05,1.0,870,826,300,23243.055555555555,22,0,7,4,5,9,13,1,0,190,120,23156.944444444445,22,8.636363636363637,5.454545454545454,14.300000000000011,25.099999999999994,25.099999999999994,14.300000000000011,826,870,9.0,817.0,861.0,-44
908,2018-01-06,0.0,751,816,300,13897.222222222223,38,0,7,5,6,0,11,-1,1,250,180,13777.777777777777,39,6.578947368421052,4.615384615384615,9.599999999999994,36.0,36.0,9.599999999999994,816,751,-10.0,826.0,761.0,65
909,2018-01-06,1.0,821,668,300,17143.61111111111,12,1,7,5,6,6,0,1,-1,40,80,17110.277777777777,11,3.3333333333333335,7.2727272727272725,12.700000000000045,18.900000000000006,12.700000000000045,18.900000000000006,821,668,5.0,816.0,663.0,153
910,2018-01-06,0.0,808,812,300,17281.11111111111,40,0,8,5,6,0,0,-1,-1,260,200,17153.333333333332,41,6.5,4.878048780487805,32.80000000000001,32.30000000000001,32.30000000000001,32.80000000000001,812,808,-9.0,821.0,817.0,4
911,2018-01-06,0.0,804,801,600,19049.722222222223,46,1,8,5,6,5,20,1,0,430,580,18769.166666666668,46,9.347826086956522,12.608695652173912,38.0,122.0,38.0,122.0,804,801,-8.0,812.0,809.0,3
912,2018-01-07,0.0,822,796,600,12522.5,48,0,8,6,7,16,10,1,0,280,290,12364.166666666666,49,5.833333333333333,5.918367346938775,17.19999999999999,26.399999999999977,26.399999999999977,17.19999999999999,796,822,-8.0,804.0,830.0,-26
913,2018-01-07,1.0,804,777,600,15989.166666666666,53,1,7,6,7,7,9,1,1,440,380,15761.388888888889,53,8.30188679245283,7.169811320754717,39.19999999999999,34.400000000000034,39.19999999999999,34.400000000000034,804,777,8.0,796.0,769.0,27
914,2018-01-07,0.0,794,744,600,18154.722222222223,33,1,8,6,7,16,16,0,1,380,370,17946.38888888889,33,11.515151515151516,11.212121212121213,65.69999999999999,54.799999999999955,65.69999999999999,54.799999999999955,794,744,-10.0,804.0,754.0,50
915,2018-01-07,1.0,809,803,600,21584.444444444445,19,0,2,6,7,5,6,1,1,150,160,21498.333333333336,19,7.894736842105263,8.421052631578947,24.5,33.30000000000001,33.30000000000001,24.5,803,809,9.0,794.0,800.0,-6
916,2018-01-07,1.0,827,812,600,21813.055555555555,59,0,7,6,7,16,5,1,1,310,480,21593.61111111111,59,5.254237288135593,8.135593220338983,69.19999999999999,17.400000000000034,17.400000000000034,69.19999999999999,812,827,9.0,803.0,818.0,-15
917,2018-01-08,1.0,819,778,600,19573.61111111111,13,1,7,0,8,0,0,-1,-1,120,110,19509.72222222222,12,9.23076923076923,9.166666666666666,32.80000000000007,29.69999999999999,32.80000000000007,29.69999999999999,819,778,7.0,812.0,771.0,41
918,2018-01-08,0.0,813,927,600,20120.833333333332,40,1,7,0,8,13,5,1,1,240,190,20001.388888888887,40,6.0,4.75,26.5,18.5,26.5,18.5,813,927,-6.0,819.0,933.0,-114
919,2018-01-08,1.0,820,770,600,21497.222222222223,44,1,6,0,8,14,11,1,0,590,600,21166.666666666668,43,13.409090909090908,13.953488372093023,53.80000000000001,74.0,53.80000000000001,74.0,820,770,7.0,813.0,763.0,50
920,2018-01-08,0.0,883,813,600,22884.166666666668,29,0,8,0,8,14,9,1,1,350,300,22703.611111111113,30,12.068965517241379,10.0,63.5,35.0,35.0,63.5,813,883,-7.0,820.0,890.0,-70
921,2018-01-09,1.0,846,822,600,15213.055555555555,74,0,8,1,9,7,5,1,1,580,520,14907.5,74,7.837837837837838,7.027027027027027,46.400000000000034,90.40000000000003,90.40000000000003,46.400000000000034,822,846,9.0,813.0,837.0,-24
922,2018-01-09,1.0,829,743,600,19363.88888888889,30,1,7,1,9,8,11,1,0,320,270,19200.0,30,10.666666666666666,9.0,42.30000000000001,21.69999999999999,42.30000000000001,21.69999999999999,829,743,7.0,822.0,736.0,86
923,2018-01-09,0.0,738,819,600,20669.444444444445,39,0,8,1,9,18,17,0,0,510,540,20377.777777777777,40,13.076923076923077,13.5,70.89999999999998,54.799999999999955,54.799999999999955,70.89999999999998,819,738,-10.0,829.0,748.0,81
924,2018-01-09,0.0,813,918,600,23021.666666666668,38,1,8,1,9,8,15,1,0,420,280,22827.222222222223,38,11.052631578947368,7.368421052631579,34.19999999999999,36.39999999999998,34.19999999999999,36.39999999999998,813,918,-6.0,819.0,924.0,-105
925,2018-01-10,1.0,817,821,300,12252.5,27,0,7,2,10,0,0,-1,-1,210,120,12160.833333333334,28,7.777777777777778,4.285714285714286,12.5,24.399999999999977,24.399999999999977,12.5,821,817,8.0,813.0,809.0,4
926,2018-01-10,0.0,812,796,600,22503.88888888889,30,1,8,2,10,17,0,1,-1,280,350,22328.88888888889,30,9.333333333333334,11.666666666666666,36.5,49.39999999999998,36.5,49.39999999999998,812,796,-9.0,821.0,805.0,16
927,2018-01-11,1.0,759,819,600,8627.5,33,0,8,3,11,9,15,1,1,350,310,8444.166666666666,33,10.606060606060606,9.393939393939394,36.39999999999998,44.0,44.0,36.39999999999998,819,759,7.0,812.0,752.0,60
928,2018-01-11,0.5,818,766,600,16207.5,55,1,5,3,11,0,13,-1,1,500,440,15946.388888888889,55,9.090909090909092,8.0,43.10000000000002,38.5,43.10000000000002,38.5,818,766,-1.0,819.0,767.0,52
929,2018-01-11,0.0,809,810,600,16511.38888888889,64,0,6,3,11,0,0,-1,-1,600,430,16225.27777777778,65,9.375,6.615384615384615,21.80000000000001,58.80000000000001,58.80000000000001,21.80000000000001,810,809,-8.0,818.0,817.0,1
930,2018-01-11,0.0,801,807,300,18371.11111111111,42,1,6,3,11,11,0,1,-1,300,210,18229.44444444444,42,7.142857142857143,5.0,32.69999999999999,29.0,32.69999999999999,29.0,801,807,-9.0,810.0,816.0,-6
931,2018-01-11,0.0,886,795,300,22963.333333333332,32,0,8,3,11,8,12,0,1,220,200,22846.666666666664,33,6.875,6.0606060606060606,29.599999999999994,22.700000000000017,22.700000000000017,29.599999999999994,795,886,-6.0,801.0,892.0,-91
932,2018-01-12,0.0,818,787,600,22426.38888888889,26,0,8,4,12,11,16,1,1,400,410,22201.38888888889,27,15.384615384615385,15.185185185185185,46.39999999999998,42.80000000000001,42.80000000000001,46.39999999999998,787,818,-8.0,795.0,826.0,-31
933,2018-01-13,0.0,780,837,600,21816.666666666668,52,1,2,5,13,10,0,1,-1,320,240,21661.111111111113,52,6.153846153846154,4.615384615384615,29.69999999999999,38.299999999999955,29.69999999999999,38.299999999999955,780,837,-7.0,787.0,844.0,-57
934,2018-01-14,1.0,691,786,600,21431.11111111111,55,0,7,6,14,16,0,1,-1,340,420,21220.0,55,6.181818181818182,7.636363636363637,30.899999999999977,24.400000000000034,24.400000000000034,30.899999999999977,786,691,6.0,780.0,685.0,95
935,2018-01-14,0.0,780,863,600,21574.722222222223,25,1,8,6,14,16,16,1,0,240,250,21438.611111111113,25,9.6,10.0,30.599999999999966,43.19999999999999,30.599999999999966,43.19999999999999,780,863,-6.0,786.0,869.0,-83
936,2018-01-15,0.0,773,850,600,9842.5,70,1,8,0,15,0,0,-1,-1,570,590,9520.277777777777,70,8.142857142857142,8.428571428571429,46.80000000000001,46.60000000000002,46.80000000000001,46.60000000000002,773,850,-7.0,780.0,857.0,-77
937,2018-01-15,1.0,779,692,600,23345.555555555555,31,1,6,0,15,16,0,1,-1,590,600,23015.0,30,19.032258064516128,20.0,83.90000000000003,85.0,83.90000000000003,85.0,779,692,6.0,773.0,686.0,87
938,2018-01-15,0.0,773,771,600,23634.444444444445,78,0,8,0,15,0,17,-1,0,560,440,23356.666666666668,79,7.17948717948718,5.569620253164557,24.600000000000023,55.099999999999966,55.099999999999966,24.600000000000023,771,773,-8.0,779.0,781.0,-2
939,2018-01-16,1.0,804,780,300,8877.777777777777,56,0,7,1,16,13,25,1,1,240,250,8741.666666666666,56,4.285714285714286,4.464285714285714,22.30000000000001,26.80000000000001,26.80000000000001,22.30000000000001,780,804,9.0,771.0,795.0,-24
940,2018-01-16,0.0,833,773,300,9011.944444444445,26,0,8,1,16,0,10,-1,1,250,190,8889.722222222223,27,9.615384615384615,7.037037037037037,23.30000000000001,41.400000000000006,41.400000000000006,23.30000000000001,773,833,-7.0,780.0,840.0,-60
941,2018-01-16,1.0,779,663,300,10790.833333333334,8,1,7,1,16,5,5,1,1,20,30,10776.944444444445,7,2.5,4.285714285714286,5.2999999999999545,19.30000000000001,5.2999999999999545,19.30000000000001,779,663,6.0,773.0,657.0,116
942,2018-01-16,0.0,694,769,300,10871.666666666666,25,0,8,1,16,12,7,1,1,160,110,10796.666666666666,26,6.4,4.230769230769231,9.900000000000006,22.30000000000001,22.30000000000001,9.900000000000006,769,694,-10.0,779.0,704.0,75
943,2018-01-16,1.0,735,777,300,15710.0,15,0,2,1,16,0,7,-1,1,70,90,15665.555555555555,15,4.666666666666667,6.0,42.099999999999994,10.900000000000006,10.900000000000006,42.099999999999994,777,735,8.0,769.0,727.0,42
944,2018-01-16,1.0,786,834,300,15748.611111111111,12,1,7,1,16,0,0,-1,-1,70,40,15718.055555555557,11,5.833333333333333,3.6363636363636362,22.69999999999999,9.100000000000023,22.69999999999999,9.100000000000023,786,834,9.0,777.0,825.0,-48
945,2018-01-16,0.0,777,753,300,15921.388888888889,45,1,8,1,16,7,6,1,1,300,280,15760.277777777777,45,6.666666666666667,6.222222222222222,57.29999999999998,30.5,57.29999999999998,30.5,777,753,-9.0,786.0,762.0,24
946,2018-01-16,1.0,783,694,300,18701.666666666668,47,1,8,1,16,0,0,-1,-1,240,200,18579.444444444445,46,5.1063829787234045,4.3478260869565215,28.80000000000001,15.200000000000017,28.80000000000001,15.200000000000017,783,694,6.0,777.0,688.0,89
947,2018-01-16,1.0,731,790,300,18737.5,7,0,7,1,16,0,0,-1,-1,60,60,18704.166666666668,7,8.571428571428571,8.571428571428571,22.099999999999966,13.599999999999994,13.599999999999994,22.099999999999966,790,731,7.0,783.0,724.0,59
948,2018-01-16,0.5,791,817,300,18896.11111111111,62,1,1,1,16,5,0,1,-1,300,220,18751.666666666664,61,4.838709677419355,3.6065573770491803,42.79999999999998,17.799999999999983,42.79999999999998,17.799999999999983,791,817,1.0,790.0,816.0,-26
949,2018-01-16,0.0,845,784,300,19859.166666666668,28,0,8,1,16,0,9,-1,1,250,210,19731.38888888889,29,8.928571428571429,7.241379310344827,28.099999999999994,72.5,72.5,28.099999999999994,784,845,-7.0,791.0,852.0,-61
950,2018-01-17,0.0,778,888,300,8987.777777777777,32,1,8,2,17,0,14,-1,0,290,270,8832.222222222223,32,9.0625,8.4375,44.0,31.5,44.0,31.5,778,888,-6.0,784.0,894.0,-110
951,2018-01-17,1.0,753,786,300,9852.777777777777,47,0,6,2,17,7,6,1,0,290,300,9688.888888888889,47,6.170212765957447,6.382978723404255,35.10000000000002,43.5,43.5,35.10000000000002,786,753,8.0,778.0,745.0,33
952,2018-01-17,0.0,867,780,300,10822.222222222223,21,0,8,2,17,10,17,1,1,120,130,10752.777777777777,22,5.714285714285714,5.909090909090909,20.0,13.299999999999983,13.299999999999983,20.0,780,867,-6.0,786.0,873.0,-87
953,2018-01-17,1.0,738,787,600,18579.444444444445,36,0,8,2,17,12,0,1,-1,340,450,18360.0,36,9.444444444444445,12.5,35.60000000000002,52.80000000000001,52.80000000000001,35.60000000000002,787,738,7.0,780.0,731.0,49
954,2018-01-17,1.0,738,794,600,20220.555555555555,41,0,8,2,17,10,0,1,-1,480,400,19976.11111111111,41,11.707317073170731,9.75609756097561,44.5,70.80000000000001,70.80000000000001,44.5,794,738,7.0,787.0,731.0,56
955,2018-01-17,0.0,785,762,600,23387.5,52,1,7,2,17,18,16,1,0,340,240,23226.38888888889,52,6.538461538461538,4.615384615384615,32.099999999999966,21.69999999999999,32.099999999999966,21.69999999999999,785,762,-9.0,794.0,771.0,23
956,2018-01-18,1.0,794,830,180,9195.0,16,1,8,3,18,9,9,1,0,70,100,9147.777777777777,15,4.375,6.666666666666667,27.599999999999994,29.599999999999994,27.599999999999994,29.599999999999994,794,830,9.0,785.0,821.0,-36
957,2018-01-18,1.0,855,804,180,11800.277777777777,25,0,7,3,18,13,0,1,-1,160,100,11728.055555555555,26,6.4,3.8461538461538463,11.300000000000011,13.300000000000011,13.300000000000011,11.300000000000011,804,855,10.0,794.0,845.0,-51
958,2018-01-18,0.0,798,885,180,19467.222222222223,50,1,8,3,18,10,9,1,1,260,360,19295.0,50,5.2,7.2,22.900000000000006,24.900000000000006,22.900000000000006,24.900000000000006,798,885,-6.0,804.0,891.0,-87
959,2018-01-18,1.0,803,673,180,21702.222222222223,40,1,6,3,18,0,11,-1,0,240,180,21585.555555555555,39,6.0,4.615384615384615,27.499999999999986,29.5,27.499999999999986,29.5,803,673,5.0,798.0,668.0,130
960,2018-01-18,1.0,809,728,180,21850.555555555555,41,1,8,3,18,6,25,1,1,230,310,21700.555555555555,40,5.609756097560975,7.75,31.60000000000001,33.60000000000002,31.60000000000001,33.60000000000002,809,728,6.0,803.0,722.0,81
961,2018-01-19,1.0,819,891,180,8921.111111111111,18,1,2,4,19,6,8,1,1,50,90,8882.222222222223,17,2.7777777777777777,5.294117647058823,10.799999999999983,12.799999999999983,10.799999999999983,12.799999999999983,819,891,10.0,809.0,881.0,-72
962,2018-01-19,0.0,798,810,180,15265.555555555555,45,0,6,4,19,11,13,0,1,180,260,15143.333333333332,46,4.0,5.6521739130434785,21.69999999999999,23.69999999999999,23.69999999999999,21.69999999999999,810,798,-9.0,819.0,807.0,12
963,2018-01-19,1.0,803,818,600,16234.722222222223,17,0,7,4,19,0,0,-1,-1,110,120,16170.833333333334,17,6.470588235294118,7.0588235294117645,21.800000000000068,24.600000000000023,24.600000000000023,21.800000000000068,818,803,8.0,810.0,795.0,15
964,2018-01-19,1.0,771,825,600,16310.555555555555,12,0,7,4,19,0,0,-1,-1,50,100,16268.888888888889,12,4.166666666666667,8.333333333333334,20.5,13.700000000000045,13.700000000000045,20.5,825,771,7.0,818.0,764.0,54
965,2018-01-19,0.0,817,821,300,23038.055555555555,36,1,8,4,19,13,8,0,1,260,130,22929.722222222223,36,7.222222222222222,3.611111111111111,30.700000000000017,11.800000000000011,30.700000000000017,11.800000000000011,817,821,-8.0,825.0,829.0,-4
966,2018-01-20,1.0,875,827,300,11020.833333333334,46,0,8,5,20,9,0,1,-1,300,280,10859.722222222223,46,6.521739130434782,6.086956521739131,22.19999999999999,17.0,17.0,22.19999999999999,827,875,10.0,817.0,865.0,-48
967,2018-01-20,1.0,836,854,600,18485.0,20,1,7,5,20,0,9,-1,0,210,220,18365.555555555555,19,10.5,11.578947368421053,42.400000000000034,36.40000000000009,42.400000000000034,36.40000000000009,836,854,9.0,827.0,845.0,-18
968,2018-01-20,0.0,1158,834,180,18819.444444444445,59,0,6,5,20,0,8,-1,1,180,270,18694.444444444445,60,3.0508474576271185,4.5,28.30000000000001,30.30000000000001,30.30000000000001,28.30000000000001,834,1158,-2.0,836.0,1160.0,-324
969,2018-01-20,0.0,830,826,600,19210.555555555555,43,0,7,5,20,10,12,1,1,470,220,19018.888888888887,44,10.930232558139535,5.0,23.099999999999966,37.39999999999998,37.39999999999998,23.099999999999966,826,830,-8.0,834.0,838.0,-4
970,2018-01-20,1.0,833,774,600,22012.222222222223,27,1,7,5,20,7,6,1,1,310,240,21859.444444444445,27,11.481481481481481,8.88888888888889,31.799999999999955,46.69999999999999,31.799999999999955,46.69999999999999,833,774,7.0,826.0,767.0,59
971,2018-01-21,1.0,840,793,600,9054.722222222223,24,1,7,6,21,10,8,1,1,140,240,8949.166666666668,24,5.833333333333333,10.0,42.19999999999993,33.39999999999998,42.19999999999993,33.39999999999998,840,793,7.0,833.0,786.0,47
972,2018-01-21,1.0,848,839,600,10093.333333333334,34,1,7,6,21,7,7,1,1,380,270,9912.77777777778,33,11.176470588235293,8.181818181818182,55.5,28.100000000000023,55.5,28.100000000000023,848,839,8.0,840.0,831.0,9
973,2018-01-21,0.0,1577,848,300,10396.944444444445,34,0,8,6,21,13,7,1,1,280,170,10271.944444444445,35,8.235294117647058,4.857142857142857,20.900000000000034,31.799999999999983,31.799999999999983,20.900000000000034,848,1577,0.0,848.0,1577.0,-729
974,2018-01-21,1.0,858,911,300,10495.833333333334,28,1,8,6,21,11,0,1,-1,170,160,10404.166666666668,27,6.071428571428571,5.925925925925926,27.80000000000001,15.0,27.80000000000001,15.0,858,911,10.0,848.0,901.0,-53
975,2018-01-21,0.0,1600,858,300,12123.333333333334,39,0,7,6,21,17,23,1,1,250,160,12009.444444444445,40,6.410256410256411,4.0,19.69999999999999,16.399999999999977,16.399999999999977,19.69999999999999,858,1600,0.0,858.0,1600.0,-742
976,2018-01-21,1.0,877,867,600,19450.555555555555,29,0,7,6,21,0,4,-1,1,240,310,19297.777777777777,29,8.275862068965518,10.689655172413794,43.700000000000045,43.5,43.5,43.700000000000045,867,877,9.0,858.0,868.0,-10
977,2018-01-21,0.0,858,859,180,19671.11111111111,77,0,6,6,21,0,0,-1,-1,180,330,19529.44444444444,78,2.3376623376623376,4.230769230769231,24.000000000000014,26.000000000000014,26.000000000000014,24.000000000000014,859,858,-8.0,867.0,866.0,1
978,2018-01-21,0.5,858,828,300,21999.166666666668,58,1,5,6,21,9,0,1,-1,300,160,21871.38888888889,58,5.172413793103448,2.7586206896551726,35.5,15.299999999999983,35.5,15.299999999999983,858,828,-1.0,859.0,829.0,30
979,2018-01-21,1.0,821,865,300,22137.5,67,0,8,6,21,6,7,0,1,250,220,22006.944444444445,67,3.7313432835820897,3.283582089552239,22.5,26.0,26.0,22.5,865,821,7.0,858.0,814.0,44
980,2018-01-21,0.0,858,908,600,22613.055555555555,63,1,8,6,21,0,12,-1,1,550,510,22318.61111111111,63,8.73015873015873,8.095238095238095,74.29999999999995,63.80000000000001,74.29999999999995,63.80000000000001,858,908,-7.0,865.0,915.0,-50
981,2018-01-22,1.0,894,867,300,13133.333333333334,27,0,8,0,22,9,9,1,1,150,100,13063.888888888889,27,5.555555555555555,3.7037037037037037,14.199999999999989,17.799999999999983,17.799999999999983,14.199999999999989,867,894,9.0,858.0,885.0,-27
