,date,day,weekday,start_time,game_time,color,elo,opp_elo,diff,result,won_by,num_moves,opp_num_moves,avg_time,opp_avg_time,castled_on,opp_castled_on,castled,opp_castled,time_used,opp_time_used,max_move,opp_max_move
49,2017-03-29,29,2,8372.77777777778,300,0,802.0,856.0,-54,0.0,6,29,30,10.344827586206897,10.0,0,12,-1,1,300,300,49.30000000000001,46.39999999999998
50,2017-03-29,29,2,9765.277777777777,600,1,795.0,738.0,57,1.0,6,50,49,10.2,12.244897959183673,6,0,1,-1,510,600,46.10000000000002,44.69999999999999
51,2017-03-29,29,2,12409.444444444445,600,0,802.0,765.0,37,1.0,8,37,37,12.972972972972974,11.891891891891891,9,6,1,1,480,440,53.89999999999998,40.30000000000001
52,2017-03-30,30,3,15899.722222222223,300,1,810.0,802.0,8,1.0,6,28,27,7.5,11.11111111111111,11,9,1,1,210,300,31.0,34.80000000000001
53,2017-04-07,7,4,16608.333333333332,300,1,818.0,962.0,-144,0.0,6,36,36,8.333333333333334,6.388888888888889,0,0,-1,-1,300,230,19.400000000000006,22.299999999999983
54,2017-04-08,8,5,18557.777777777777,600,0,813.0,861.0,-48,0.0,8,24,25,20.0,6.4,8,0,1,-1,480,160,70.80000000000001,21.80000000000001
55,2017-04-09,9,6,16684.166666666664,600,1,805.0,801.0,4,0.0,8,32,32,11.5625,12.8125,5,25,1,1,370,410,50.69999999999999,55.39999999999998
56,2017-04-11,11,1,12813.055555555555,600,0,796.0,760.0,36,1.0,7,19,20,11.052631578947368,7.5,13,14,1,1,210,150,46.10000000000002,46.30000000000001
57,2017-04-12,12,2,19724.166666666664,600,0,804.0,772.0,32,0.0,8,5,6,12.0,15.0,0,0,-1,-1,60,90,20.09999999999991,46.299999999999955
58,2017-04-12,12,2,19789.166666666668,600,0,795.0,759.0,36,1.0,7,38,38,10.0,9.210526315789474,0,9,-1,1,380,350,43.19999999999999,43.10000000000002
59,2017-04-12,12,2,20122.5,600,1,803.0,802.0,1,1.0,7,30,29,10.0,10.0,15,0,1,-1,300,290,42.69999999999999,34.0
60,2017-04-13,13,3,22673.055555555555,600,1,811.0,831.0,-20,0.0,6,48,48,12.5,8.333333333333334,0,0,-1,-1,600,400,76.69999999999999,36.80000000000001
61,2017-04-14,14,4,14541.111111111111,600,0,803.0,884.0,-81,0.0,8,17,18,7.0588235294117645,6.111111111111111,0,7,-1,1,120,110,16.30000000000001,23.5
62,2017-04-15,15,5,16705.277777777777,600,0,797.0,825.0,-28,1.0,6,35,35,12.0,17.142857142857142,7,6,1,1,420,600,68.80000000000001,115.19999999999999
63,2017-04-15,15,5,20059.444444444445,600,0,806.0,681.0,125,0.0,8,29,30,9.655172413793103,5.0,0,22,-1,1,280,150,28.40000000000009,16.300000000000068
64,2017-04-16,16,6,11569.444444444443,600,1,795.0,832.0,-37,1.0,7,47,46,7.659574468085107,5.6521739130434785,0,0,-1,-1,360,260,35.60000000000002,77.0
65,2017-04-16,16,6,16207.222222222223,600,1,804.0,743.0,61,1.0,8,49,48,7.959183673469388,6.458333333333333,22,21,1,0,390,310,35.89999999999998,23.5
66,2017-04-17,17,0,17794.72222222222,600,0,811.0,774.0,37,1.0,6,47,47,7.446808510638298,12.76595744680851,0,0,-1,-1,350,600,44.900000000000034,56.69999999999999
67,2017-04-17,17,0,22728.611111111113,600,1,819.0,771.0,48,1.0,7,49,48,10.408163265306122,8.958333333333334,10,15,1,1,510,430,66.89999999999998,26.399999999999977
68,2017-04-18,18,1,13001.666666666666,600,0,826.0,870.0,-44,0.0,8,41,42,12.439024390243903,9.047619047619047,10,7,1,1,510,380,84.30000000000001,146.5
69,2017-04-18,18,1,16389.444444444445,600,0,819.0,932.0,-113,0.0,7,64,65,7.1875,6.923076923076923,11,9,1,1,460,450,51.00000000000006,23.5
70,2017-04-19,19,2,20640.55555555556,300,1,813.0,815.0,-2,0.0,6,40,40,7.5,4.75,0,14,-1,1,300,190,29.299999999999983,17.0
71,2017-04-20,20,3,22926.944444444445,600,1,805.0,805.0,0,0.0,6,49,49,12.244897959183673,9.591836734693878,8,0,1,-1,600,470,59.799999999999955,37.39999999999998
72,2017-04-21,21,4,20099.722222222223,600,1,797.0,877.0,-80,1.0,8,20,19,8.5,14.210526315789474,13,0,1,-1,170,270,36.89999999999998,35.0
73,2017-04-21,21,4,20231.94444444444,600,0,812.0,717.0,95,1.0,8,37,37,7.027027027027027,11.35135135135135,11,0,1,-1,260,420,29.600000000000023,44.200000000000045
74,2017-04-21,21,4,20429.444444444445,600,1,822.0,629.0,193,1.0,8,16,15,9.375,14.0,0,0,-1,-1,150,210,52.700000000000045,36.60000000000002
75,2017-04-23,23,6,8789.166666666668,600,1,828.0,820.0,8,1.0,8,37,36,10.54054054054054,5.833333333333333,12,19,1,1,390,210,31.299999999999955,17.19999999999999
76,2017-04-23,23,6,22586.666666666668,600,0,836.0,768.0,68,0.0,6,50,51,12.0,10.980392156862745,8,0,1,-1,600,560,46.69999999999999,53.5
