,date,day,weekday,start_time,game_time,color,elo,opp_elo,diff,result,won_by,num_moves,opp_num_moves,avg_time,opp_avg_time,castled_on,opp_castled_on,castled,opp_castled,time_used,opp_time_used,max_move,opp_max_move
369,2017-06-15,15,3,17520.277777777777,300,1,788.0,856.0,-68,1.0,8,22,21,3.6363636363636362,7.619047619047619,11,10,1,1,80,160,10.600000000000023,20.600000000000023
370,2017-06-16,16,4,9852.222222222223,300,1,798.0,827.0,-29,0.0,8,12,12,4.166666666666667,7.5,10,9,1,1,50,90,12.599999999999966,28.399999999999977
371,2017-06-16,16,4,9907.777777777777,300,1,790.0,834.0,-44,0.5,1,63,62,2.5396825396825395,4.516129032258065,8,16,0,1,160,280,11.400000000000034,37.79999999999998
372,2017-06-16,16,4,15378.888888888889,300,0,791.0,840.0,-49,0.0,8,34,35,6.470588235294118,4.285714285714286,10,14,0,1,220,150,31.900000000000006,17.80000000000001
373,2017-06-17,17,5,1570.2777777777778,300,0,784.0,773.0,11,0.5,5,53,54,5.660377358490566,4.2592592592592595,7,0,1,-1,300,230,37.19999999999999,14.100000000000023
374,2017-06-17,17,5,23450.0,300,1,784.0,672.0,112,1.0,7,35,34,7.428571428571429,7.0588235294117645,10,20,1,1,260,240,28.100000000000023,35.69999999999999
375,2017-06-17,17,5,23595.555555555555,300,1,790.0,770.0,20,0.0,8,16,16,10.0,7.5,8,0,1,-1,160,120,45.80000000000001,13.799999999999955
376,2017-06-18,18,6,17300.277777777777,300,0,781.0,793.0,-12,1.0,8,21,21,5.238095238095238,4.761904761904762,12,12,1,1,110,100,22.0,13.400000000000006
377,2017-06-18,18,6,21461.38888888889,300,0,790.0,924.0,-134,0.0,7,44,45,5.454545454545454,5.111111111111111,9,0,1,-1,240,230,30.100000000000023,18.700000000000017
378,2017-06-18,18,6,21615.833333333332,300,0,785.0,927.0,-142,0.0,8,64,65,3.28125,3.3846153846153846,16,5,0,1,210,220,17.099999999999994,15.599999999999994
379,2017-06-18,18,6,22235.55555555556,600,1,780.0,792.0,-12,1.0,7,16,16,5.0,8.75,7,0,1,-1,80,140,18.100000000000023,25.5
380,2017-06-18,18,6,22309.722222222223,600,1,789.0,810.0,-21,0.0,8,43,43,10.465116279069768,9.069767441860465,15,0,0,-1,450,390,61.89999999999998,54.10000000000002
381,2017-06-19,19,0,12018.055555555557,300,0,781.0,657.0,124,1.0,8,30,30,4.333333333333333,5.0,12,0,0,-1,130,150,13.100000000000023,21.700000000000017
382,2017-06-19,19,0,15862.222222222223,300,1,786.0,893.0,-107,0.0,6,43,43,6.976744186046512,4.4186046511627906,7,11,1,0,300,190,43.400000000000006,19.0
383,2017-06-19,19,0,16004.166666666668,300,1,780.0,855.0,-75,0.0,8,20,20,4.0,6.0,14,16,1,1,80,120,10.799999999999955,19.899999999999977
384,2017-06-19,19,0,16082.5,600,0,773.0,811.0,-38,0.0,8,64,65,7.03125,7.6923076923076925,0,7,-1,1,450,500,63.69999999999999,50.5
385,2017-06-19,19,0,17947.5,600,1,766.0,740.0,26,0.0,2,22,22,13.636363636363637,7.7272727272727275,17,16,1,0,300,170,69.30000000000001,32.0
386,2017-06-20,20,1,10416.111111111111,600,0,757.0,698.0,59,1.0,7,21,21,6.190476190476191,9.523809523809524,7,0,1,-1,130,200,35.0,32.0
387,2017-06-20,20,1,10534.444444444445,600,1,764.0,784.0,-20,0.5,1,55,55,10.0,10.545454545454545,30,0,0,-1,550,580,94.59999999999997,68.90000000000003
388,2017-06-20,20,1,11626.944444444445,600,0,764.0,738.0,26,1.0,6,77,77,5.8441558441558445,7.792207792207792,14,15,0,0,450,600,40.0,30.09999999999991
389,2017-06-20,20,1,16402.777777777777,600,0,772.0,776.0,-4,1.0,7,26,27,12.307692307692308,11.481481481481481,11,25,0,1,320,310,40.30000000000001,50.0
390,2017-06-20,20,1,18297.77777777778,600,1,780.0,784.0,-4,1.0,8,39,38,6.666666666666667,10.789473684210526,0,4,-1,1,260,410,39.200000000000045,47.099999999999966
391,2017-06-20,20,1,18493.611111111113,600,1,788.0,824.0,-36,0.0,8,35,35,6.571428571428571,7.428571428571429,15,15,1,1,230,260,20.30000000000001,25.30000000000001
392,2017-06-20,20,1,22327.5,600,0,781.0,828.0,-47,0.0,8,31,32,10.0,13.4375,0,0,-1,-1,310,430,47.0,59.900000000000034
393,2017-06-20,20,1,22558.61111111111,600,1,774.0,683.0,91,1.0,8,91,90,5.164835164835165,6.333333333333333,13,0,1,-1,470,570,38.5,34.30000000000001
394,2017-06-20,20,1,22857.222222222223,600,0,780.0,616.0,164,1.0,7,52,52,5.384615384615385,5.384615384615385,0,0,-1,-1,280,280,29.100000000000023,26.799999999999955
395,2017-06-21,21,2,-74.44444444444443,600,0,785.0,765.0,20,0.0,8,25,26,9.2,9.23076923076923,15,5,1,1,230,240,54.80000000000001,30.599999999999966
396,2017-06-21,21,2,73.33333333333333,180,1,776.0,745.0,31,1.0,6,33,32,4.848484848484849,5.625,0,21,-1,0,160,180,32.5,18.700000000000003
397,2017-06-21,21,2,183.6111111111111,180,1,784.0,808.0,-24,0.0,6,39,39,4.615384615384615,4.102564102564102,10,7,0,1,180,160,14.5,13.200000000000003
398,2017-06-21,21,2,10826.388888888889,300,0,776.0,808.0,-32,0.0,8,34,35,5.882352941176471,3.7142857142857144,8,0,0,-1,200,130,20.0,12.5
399,2017-06-21,21,2,10927.77777777778,300,1,768.0,697.0,71,1.0,6,38,37,4.473684210526316,8.108108108108109,7,0,1,-1,170,300,18.400000000000006,14.5
400,2017-06-21,21,2,11067.5,300,0,775.0,823.0,-48,1.0,8,23,23,7.391304347826087,6.521739130434782,13,0,0,-1,170,150,25.0,26.700000000000017
401,2017-06-21,21,2,11418.88888888889,300,0,784.0,828.0,-44,1.0,6,45,45,5.777777777777778,6.666666666666667,0,0,-1,-1,260,300,41.0,24.69999999999999
402,2017-06-21,21,2,11665.27777777778,300,1,793.0,872.0,-79,1.0,7,31,31,5.806451612903226,9.35483870967742,0,8,-1,1,180,290,20.30000000000001,27.80000000000001
403,2017-06-21,21,2,16704.722222222223,300,0,803.0,818.0,-15,1.0,7,44,44,5.2272727272727275,3.6363636363636362,11,0,1,-1,230,160,19.80000000000001,14.800000000000011
404,2017-06-21,21,2,16824.722222222223,300,0,812.0,750.0,62,1.0,8,54,54,4.074074074074074,4.074074074074074,0,0,-1,-1,220,220,21.5,12.899999999999977
405,2017-06-21,21,2,16978.88888888889,300,0,819.0,711.0,108,0.0,6,49,50,6.122448979591836,5.0,13,14,0,1,300,250,50.900000000000006,22.30000000000001
406,2017-06-21,21,2,17214.444444444445,300,1,808.0,916.0,-108,0.0,7,32,32,5.3125,5.9375,8,0,1,-1,170,190,21.599999999999994,30.0
407,2017-06-21,21,2,18251.944444444445,300,1,802.0,793.0,9,0.0,8,55,55,4.0,4.181818181818182,18,9,1,1,220,230,26.30000000000001,16.400000000000006
408,2017-06-21,21,2,18385.555555555555,300,1,793.0,840.0,-47,1.0,6,46,45,5.217391304347826,6.666666666666667,11,9,1,1,240,300,26.099999999999994,23.099999999999994
409,2017-06-21,21,2,22480.55555555556,300,1,803.0,742.0,61,0.0,8,57,57,4.912280701754386,5.087719298245614,7,9,1,1,280,290,22.5,33.400000000000006
410,2017-06-21,21,2,22653.055555555555,300,1,793.0,751.0,42,1.0,7,16,15,5.0,11.333333333333334,8,10,1,1,80,170,16.80000000000001,41.5
411,2017-06-22,22,3,18603.333333333336,300,1,800.0,884.0,-84,0.0,8,28,28,4.642857142857143,2.857142857142857,11,11,1,1,130,80,20.099999999999994,9.199999999999989
412,2017-06-22,22,3,18671.666666666664,300,0,794.0,803.0,-9,1.0,6,28,28,7.142857142857143,10.714285714285714,11,12,1,0,200,300,28.099999999999994,84.30000000000001
413,2017-06-22,22,3,19519.444444444445,300,0,803.0,873.0,-70,0.0,8,31,32,9.03225806451613,5.625,14,7,1,1,280,180,46.599999999999994,16.5
414,2017-06-23,23,4,8557.222222222223,300,0,796.0,990.0,-194,0.0,8,22,23,5.909090909090909,6.521739130434782,0,19,-1,1,130,150,17.69999999999999,21.299999999999983
415,2017-06-23,23,4,8644.444444444445,300,1,790.0,800.0,-10,0.0,8,22,22,8.636363636363637,5.909090909090909,9,0,1,-1,190,130,22.400000000000006,26.099999999999994
416,2017-06-23,23,4,8736.666666666666,300,0,782.0,794.0,-12,0.0,8,9,10,4.444444444444445,8.0,9,0,1,-1,40,80,15.5,34.80000000000001
417,2017-06-23,23,4,9535.555555555555,600,0,774.0,776.0,-2,1.0,7,32,33,13.125,10.303030303030303,14,12,0,1,420,340,45.19999999999993,32.39999999999998
418,2017-06-23,23,4,12035.555555555555,600,1,782.0,814.0,-32,0.0,8,41,41,2.926829268292683,2.4390243902439024,0,0,-1,-1,120,100,13.700000000000045,8.300000000000068
419,2017-06-23,23,4,12106.944444444445,600,1,774.0,729.0,45,1.0,7,22,21,6.363636363636363,13.333333333333334,15,13,1,1,140,280,21.5,64.80000000000001
420,2017-06-23,23,4,12279.722222222223,600,0,781.0,840.0,-59,0.0,2,19,20,5.7894736842105265,20.0,0,0,-1,-1,110,400,20.400000000000034,229.7
421,2017-06-23,23,4,14726.111111111111,600,1,774.0,727.0,47,0.0,8,25,25,9.6,14.0,0,0,-1,-1,240,350,42.0,39.799999999999955
422,2017-06-24,24,5,10752.5,600,1,764.0,735.0,29,0.0,8,24,24,5.0,9.583333333333334,12,12,0,0,120,230,16.100000000000023,39.299999999999955
423,2017-06-24,24,5,10869.166666666668,600,1,755.0,867.0,-112,0.0,7,39,39,6.923076923076923,9.487179487179487,0,10,-1,1,270,370,41.099999999999966,34.0
424,2017-06-25,25,6,15372.5,600,1,749.0,759.0,-10,0.0,2,47,47,6.808510638297872,7.0212765957446805,6,7,1,1,320,330,32.69999999999999,27.099999999999966
425,2017-06-26,26,0,21682.5,600,0,741.0,706.0,35,1.0,2,6,6,6.666666666666667,5.0,0,0,-1,-1,40,30,15.300000000000068,9.699999999999932
426,2017-06-26,26,0,21740.555555555555,600,0,749.0,717.0,32,1.0,7,9,10,14.444444444444445,5.0,0,0,-1,-1,130,50,51.200000000000045,9.799999999999955
427,2017-06-27,27,1,8919.444444444443,600,0,757.0,698.0,59,1.0,8,28,28,6.785714285714286,8.928571428571429,0,0,-1,-1,190,250,21.399999999999977,27.399999999999977
428,2017-06-28,28,2,9665.555555555557,600,1,764.0,763.0,1,1.0,7,35,35,9.714285714285714,11.428571428571429,12,0,1,-1,340,400,37.0,48.60000000000002
429,2017-07-03,3,0,15569.444444444445,600,0,772.0,832.0,-60,1.0,7,39,39,6.923076923076923,9.743589743589743,10,0,1,-1,270,380,40.60000000000002,29.5
430,2017-07-03,3,0,16488.61111111111,600,1,782.0,865.0,-83,0.0,8,25,25,12.4,11.2,17,17,0,0,310,280,49.900000000000034,52.5
431,2017-07-03,3,0,17325.833333333332,600,0,776.0,723.0,53,1.0,2,15,15,10.0,12.0,4,0,1,-1,150,180,29.19999999999999,25.69999999999999
432,2017-07-03,3,0,20633.333333333336,600,0,783.0,807.0,-24,1.0,7,49,50,8.16326530612245,9.0,13,14,0,1,400,450,65.30000000000001,33.19999999999999
433,2017-07-03,3,0,21462.222222222223,600,1,792.0,811.0,-19,1.0,8,25,24,7.2,7.083333333333333,8,14,1,0,180,170,19.100000000000023,22.0
434,2017-07-04,4,1,9866.666666666668,600,1,801.0,779.0,22,1.0,8,36,35,8.333333333333334,8.571428571428571,13,10,1,1,300,300,35.69999999999999,37.80000000000001
435,2017-07-04,4,1,10823.055555555557,600,1,809.0,868.0,-59,0.0,7,32,32,9.375,12.1875,9,16,1,1,300,390,26.299999999999955,30.399999999999977
436,2017-07-04,4,1,11629.166666666666,600,0,802.0,753.0,49,1.0,2,11,11,3.6363636363636362,9.090909090909092,0,0,-1,-1,40,100,11.900000000000091,20.5
437,2017-07-04,4,1,11685.0,600,0,809.0,770.0,39,1.0,7,37,37,9.45945945945946,12.162162162162161,15,22,1,1,350,450,43.39999999999998,68.69999999999999
438,2017-07-04,4,1,13358.888888888889,600,1,816.0,779.0,37,1.0,7,39,38,6.923076923076923,13.157894736842104,10,0,1,-1,270,500,46.10000000000002,86.5
439,2017-07-04,4,1,14854.722222222223,600,1,824.0,875.0,-51,1.0,7,14,13,5.714285714285714,6.923076923076923,8,0,0,-1,80,90,17.200000000000045,55.90000000000009
440,2017-07-04,4,1,14936.944444444445,600,0,834.0,857.0,-23,0.0,7,41,42,4.878048780487805,7.380952380952381,0,13,-1,0,200,310,26.19999999999999,43.60000000000002
441,2017-07-04,4,1,17271.388888888887,600,0,826.0,847.0,-21,0.0,7,44,45,7.045454545454546,6.888888888888889,9,19,1,1,310,310,23.5,47.39999999999998
442,2017-07-04,4,1,18852.777777777777,600,0,818.0,715.0,103,1.0,7,5,6,6.0,3.3333333333333335,0,0,-1,-1,30,20,13.399999999999977,7.0
443,2017-07-04,4,1,18874.166666666668,600,1,824.0,869.0,-45,0.0,8,12,12,5.833333333333333,2.5,7,0,1,-1,70,30,19.90000000000009,11.299999999999955
444,2017-07-04,4,1,18980.277777777777,600,0,817.0,835.0,-18,1.0,2,30,30,6.333333333333333,7.666666666666667,13,13,1,0,190,230,20.799999999999955,43.19999999999999
445,2017-07-04,4,1,20673.055555555555,600,1,826.0,919.0,-93,0.0,8,35,35,10.0,8.0,13,9,1,1,350,280,35.799999999999955,24.399999999999977
446,2017-07-04,4,1,21969.166666666664,600,1,820.0,824.0,-4,0.5,5,46,45,7.826086956521739,13.333333333333334,10,10,1,1,360,600,36.89999999999998,75.80000000000001
447,2017-07-05,5,2,11270.833333333334,600,1,820.0,909.0,-89,0.0,8,39,39,8.205128205128204,4.871794871794871,0,17,-1,0,320,190,45.69999999999999,18.30000000000001
448,2017-07-05,5,2,14260.555555555557,300,0,814.0,672.0,142,1.0,6,17,17,4.117647058823529,17.647058823529413,16,5,1,1,70,300,9.400000000000006,39.39999999999998
449,2017-07-05,5,2,16146.666666666666,300,1,819.0,792.0,27,1.0,7,17,17,2.9411764705882355,5.294117647058823,13,6,1,1,50,90,12.699999999999989,12.200000000000017
450,2017-07-05,5,2,18244.166666666668,300,0,827.0,827.0,0,0.0,8,30,31,5.333333333333333,3.870967741935484,13,8,0,1,160,120,20.5,11.5
451,2017-07-05,5,2,18335.833333333336,300,1,819.0,766.0,53,0.0,8,47,47,4.042553191489362,4.468085106382978,19,0,1,-1,190,210,32.69999999999999,22.5
452,2017-07-05,5,2,18453.333333333332,300,0,809.0,775.0,34,1.0,7,7,7,5.714285714285714,2.857142857142857,0,0,-1,-1,40,20,30.0,9.5
453,2017-07-05,5,2,19226.38888888889,300,0,817.0,781.0,36,0.0,7,33,34,5.454545454545454,6.470588235294118,15,10,1,1,180,220,25.599999999999994,21.299999999999983
454,2017-07-05,5,2,22851.944444444445,300,0,808.0,789.0,19,1.0,6,26,26,9.23076923076923,11.538461538461538,6,7,1,1,240,300,21.5,29.80000000000001
455,2017-07-06,6,3,9458.055555555557,300,1,816.0,851.0,-35,0.0,6,51,51,5.882352941176471,5.882352941176471,0,0,-1,-1,300,300,23.200000000000017,43.69999999999999
456,2017-07-06,6,3,11336.388888888889,300,1,808.0,901.0,-93,0.0,8,24,24,4.583333333333333,4.166666666666667,9,10,0,1,110,100,19.5,12.400000000000006
457,2017-07-06,6,3,22848.88888888889,600,1,802.0,735.0,67,1.0,7,20,19,8.5,11.578947368421053,0,0,-1,-1,170,220,35.60000000000002,35.5
458,2017-07-07,7,4,8698.611111111111,600,1,809.0,679.0,130,1.0,7,54,53,4.814814814814815,7.547169811320755,16,10,1,1,260,400,35.900000000000034,46.5
459,2017-07-07,7,4,10024.444444444445,600,0,814.0,818.0,-4,1.0,8,28,28,9.285714285714286,10.0,11,17,1,0,260,280,43.700000000000045,36.5
460,2017-07-07,7,4,11323.333333333334,300,1,823.0,832.0,-9,1.0,6,24,23,7.916666666666667,13.043478260869565,11,19,1,1,190,300,33.599999999999994,72.70000000000002
461,2017-07-07,7,4,14568.611111111111,300,0,832.0,861.0,-29,0.0,6,44,45,6.818181818181818,4.222222222222222,0,0,-1,-1,300,190,33.599999999999994,33.400000000000006
462,2017-07-07,7,4,17432.5,600,0,824.0,820.0,4,0.0,7,50,51,8.8,7.450980392156863,8,8,1,1,440,380,52.200000000000045,37.89999999999998
463,2017-07-08,8,5,10959.444444444445,600,0,815.0,734.0,81,1.0,8,37,37,10.81081081081081,10.0,11,0,1,-1,400,370,42.10000000000002,37.80000000000001
464,2017-07-08,8,5,16598.61111111111,600,1,821.0,761.0,60,1.0,7,19,19,11.578947368421053,28.94736842105263,10,9,1,1,220,550,38.10000000000002,84.10000000000002
465,2017-07-08,8,5,23109.166666666668,600,0,828.0,873.0,-45,1.0,7,36,36,8.88888888888889,14.166666666666666,10,10,1,1,320,510,39.19999999999999,41.80000000000001
466,2017-07-09,9,6,8146.388888888888,600,1,837.0,869.0,-32,1.0,6,23,22,7.826086956521739,27.272727272727273,10,0,1,-1,180,600,28.399999999999977,36.80000000000001
467,2017-07-09,9,6,10053.333333333334,600,1,846.0,792.0,54,1.0,2,13,12,5.384615384615385,10.0,0,0,-1,-1,70,120,35.69999999999993,29.299999999999955
468,2017-07-09,9,6,11172.777777777777,600,0,853.0,894.0,-41,0.0,7,48,49,8.333333333333334,8.571428571428571,20,0,1,-1,400,420,63.799999999999955,50.700000000000045
469,2017-07-09,9,6,19014.722222222223,600,1,846.0,835.0,11,0.0,7,40,40,5.0,5.5,12,8,0,1,200,220,21.5,29.700000000000045
470,2017-07-09,9,6,22166.388888888887,600,1,837.0,752.0,85,1.0,7,27,27,10.37037037037037,15.555555555555555,10,13,1,0,280,420,34.89999999999998,37.5
471,2017-07-10,10,0,15060.833333333332,600,1,843.0,793.0,50,1.0,6,32,31,14.6875,19.35483870967742,12,25,1,0,470,600,92.10000000000002,115.59999999999997
472,2017-07-10,10,0,15910.833333333334,600,0,850.0,846.0,4,1.0,7,39,39,11.025641025641026,12.307692307692308,9,8,1,1,430,480,54.80000000000001,51.400000000000034
473,2017-07-10,10,0,16756.111111111113,600,0,858.0,846.0,12,1.0,7,19,19,7.894736842105263,7.368421052631579,8,0,1,-1,150,140,25.0,27.69999999999999
474,2017-07-10,10,0,18150.0,600,0,866.0,864.0,2,1.0,2,21,21,13.80952380952381,20.952380952380953,0,0,-1,-1,290,440,56.099999999999966,104.39999999999998
475,2017-07-10,10,0,22836.38888888889,600,1,874.0,834.0,40,1.0,6,48,47,10.416666666666666,12.76595744680851,9,17,1,0,500,600,54.299999999999955,68.19999999999999
476,2017-07-11,11,1,7935.555555555556,600,0,881.0,888.0,-7,0.0,8,35,36,16.857142857142858,12.777777777777779,13,10,1,1,590,460,75.20000000000005,34.19999999999999
477,2017-07-11,11,1,9320.833333333334,600,0,873.0,870.0,3,1.0,6,54,54,10.0,11.11111111111111,9,20,1,1,540,600,42.69999999999999,41.799999999999955
478,2017-07-11,11,1,10314.722222222223,600,1,881.0,854.0,27,1.0,8,41,40,8.78048780487805,6.75,17,17,1,1,360,270,65.0,27.299999999999955
479,2017-07-11,11,1,13886.944444444443,600,1,889.0,968.0,-79,0.0,7,24,24,8.75,5.833333333333333,13,12,1,1,210,140,39.60000000000002,13.100000000000023
480,2017-07-11,11,1,15519.444444444445,600,1,882.0,860.0,22,1.0,8,61,60,5.081967213114754,6.166666666666667,22,0,1,-1,310,370,29.80000000000001,67.89999999999998
481,2017-07-11,11,1,16408.333333333336,600,1,890.0,825.0,65,1.0,6,83,82,7.108433734939759,7.317073170731708,12,6,1,1,590,600,58.19999999999999,38.30000000000001
482,2017-07-11,11,1,19027.222222222223,600,0,897.0,844.0,53,1.0,7,5,5,2.0,6.0,0,0,-1,-1,10,30,2.8999999999999773,19.700000000000045
483,2017-07-11,11,1,19058.055555555555,600,0,904.0,936.0,-32,0.0,7,31,32,6.129032258064516,5.9375,13,18,1,1,190,190,25.900000000000034,20.899999999999977
484,2017-07-11,11,1,21488.61111111111,600,0,896.0,832.0,64,1.0,7,48,48,9.583333333333334,8.333333333333334,11,19,1,0,460,400,99.69999999999999,68.69999999999999
485,2017-07-12,12,2,8151.666666666668,600,1,903.0,867.0,36,1.0,8,35,34,10.0,8.529411764705882,14,19,1,0,350,290,32.89999999999998,29.899999999999977
486,2017-07-12,12,2,9824.166666666668,600,0,911.0,914.0,-3,0.0,8,47,48,12.127659574468085,7.291666666666667,10,0,1,-1,570,350,54.400000000000034,21.69999999999999
487,2017-07-12,12,2,10506.944444444445,600,0,903.0,861.0,42,1.0,2,44,44,7.045454545454546,7.2727272727272725,12,22,0,1,310,320,33.5,23.80000000000001
488,2017-07-12,12,2,14390.555555555557,600,1,910.0,922.0,-12,0.0,7,41,41,9.268292682926829,8.536585365853659,0,14,-1,0,380,350,66.69999999999999,44.700000000000045
489,2017-07-12,12,2,15274.166666666666,600,0,902.0,899.0,3,1.0,7,32,32,9.6875,13.75,10,10,1,1,310,440,28.400000000000034,40.69999999999999
490,2017-07-12,12,2,17036.111111111113,600,1,910.0,896.0,14,1.0,7,59,58,7.796610169491525,4.655172413793103,0,11,-1,1,460,270,31.700000000000045,32.39999999999998
491,2017-07-12,12,2,18191.11111111111,600,1,918.0,875.0,43,1.0,7,39,38,7.6923076923076925,6.052631578947368,15,15,1,0,300,230,43.299999999999955,14.5
492,2017-07-12,12,2,22213.888888888887,600,1,925.0,901.0,24,1.0,7,53,52,10.754716981132075,11.153846153846153,9,9,1,0,570,580,42.299999999999955,84.39999999999998
493,2017-07-13,13,3,9905.0,600,0,933.0,927.0,6,1.0,8,58,58,6.206896551724138,5.689655172413793,11,7,1,1,360,330,24.5,28.199999999999932
494,2017-07-13,13,3,10837.777777777777,600,1,941.0,899.0,42,1.0,8,32,31,8.125,9.03225806451613,13,11,0,0,260,280,50.700000000000045,27.100000000000023
495,2017-07-13,13,3,18071.944444444445,600,0,948.0,895.0,53,0.5,5,75,75,8.0,8.0,0,0,-1,-1,600,600,66.0,28.799999999999955
496,2017-07-13,13,3,21141.944444444445,600,0,947.0,939.0,8,0.0,8,42,43,10.476190476190476,6.744186046511628,8,22,1,0,440,290,30.600000000000023,28.0
497,2017-07-14,14,4,9271.944444444443,600,1,938.0,903.0,35,1.0,7,18,17,3.888888888888889,5.882352941176471,14,16,1,1,70,100,14.700000000000045,17.0
498,2017-07-14,14,4,13417.222222222223,600,0,946.0,893.0,53,1.0,7,28,28,6.071428571428571,6.785714285714286,17,0,1,-1,170,190,45.39999999999998,38.90000000000009
499,2017-07-14,14,4,13871.944444444445,600,0,953.0,990.0,-37,0.0,7,48,49,5.416666666666667,3.061224489795918,0,18,-1,1,260,150,27.099999999999966,12.299999999999955
500,2017-07-14,14,4,15078.611111111111,600,1,946.0,973.0,-27,0.0,8,24,24,9.583333333333334,6.25,11,10,1,1,230,150,39.599999999999966,24.800000000000068
501,2017-07-14,14,4,20412.5,300,1,938.0,859.0,79,1.0,6,34,33,5.588235294117647,9.090909090909092,0,0,-1,-1,190,300,21.600000000000023,18.69999999999999
502,2017-07-15,15,5,9971.944444444445,300,0,944.0,894.0,50,0.0,6,45,46,6.666666666666667,4.565217391304348,14,13,1,1,300,210,46.099999999999994,29.399999999999977
503,2017-07-15,15,5,10844.166666666668,600,0,934.0,907.0,27,0.0,7,35,36,9.142857142857142,4.166666666666667,15,11,1,1,320,150,62.299999999999955,12.900000000000091
504,2017-07-15,15,5,10986.944444444445,600,1,925.0,902.0,23,1.0,8,43,42,10.0,10.476190476190476,0,0,-1,-1,430,440,38.10000000000002,63.30000000000001
505,2017-07-15,15,5,12821.388888888889,600,1,933.0,1011.0,-78,0.0,8,35,35,10.285714285714286,8.571428571428571,8,6,1,1,360,300,60.10000000000002,40.10000000000002
506,2017-07-15,15,5,17356.11111111111,600,1,926.0,926.0,0,0.0,7,36,36,14.444444444444445,9.722222222222221,16,21,1,1,520,350,72.20000000000005,28.5
507,2017-07-16,16,6,-137.22222222222223,600,0,918.0,862.0,56,1.0,7,61,61,6.39344262295082,7.049180327868853,0,14,-1,0,390,430,65.19999999999999,20.600000000000023
508,2017-07-16,16,6,8543.88888888889,600,1,925.0,957.0,-32,0.0,8,27,27,12.962962962962964,7.777777777777778,12,0,1,-1,350,210,43.80000000000001,17.5
509,2017-07-16,16,6,19052.777777777777,600,0,917.0,930.0,-13,1.0,8,27,27,12.592592592592593,11.11111111111111,22,0,0,-1,340,300,50.30000000000001,34.30000000000001
510,2017-07-16,16,6,20474.722222222223,600,0,926.0,869.0,57,0.0,6,61,62,9.836065573770492,9.516129032258064,8,9,1,0,600,590,37.599999999999966,45.5
511,2017-07-17,17,0,8400.27777777778,600,0,916.0,923.0,-7,0.0,8,65,66,7.538461538461538,7.878787878787879,0,0,-1,-1,490,520,35.0,110.39999999999998
512,2017-07-17,17,0,9606.388888888889,300,1,908.0,901.0,7,0.5,5,67,67,4.477611940298507,4.477611940298507,12,16,0,0,300,300,33.400000000000006,37.79999999999998
513,2017-07-17,17,0,15745.0,300,0,908.0,869.0,39,1.0,7,8,8,3.75,2.5,0,0,-1,-1,30,20,13.100000000000023,8.099999999999966
514,2017-07-17,17,0,15771.111111111111,300,0,915.0,838.0,77,1.0,6,38,38,6.578947368421052,7.894736842105263,19,0,0,-1,250,300,17.30000000000001,26.299999999999983
515,2017-07-17,17,0,17565.833333333336,300,1,922.0,938.0,-16,0.0,8,57,57,4.912280701754386,5.2631578947368425,0,11,-1,1,280,300,22.099999999999994,16.19999999999999
516,2017-07-17,17,0,18433.888888888887,600,1,914.0,965.0,-51,0.0,6,61,61,9.836065573770492,7.704918032786885,17,14,1,1,600,470,78.0,37.89999999999998
517,2017-07-17,17,0,19534.166666666668,600,1,907.0,853.0,54,1.0,6,30,29,13.333333333333334,20.689655172413794,10,9,1,1,400,600,57.80000000000001,142.3
518,2017-07-18,18,1,8637.222222222223,600,1,914.0,944.0,-30,0.0,6,59,59,10.169491525423728,8.983050847457626,0,0,-1,-1,600,530,54.89999999999998,50.5
519,2017-07-18,18,1,9095.555555555557,300,1,906.0,966.0,-60,0.0,7,42,42,5.0,3.8095238095238093,16,11,1,1,210,160,36.69999999999999,9.600000000000023
520,2017-07-18,18,1,12426.388888888889,600,0,899.0,946.0,-47,0.0,6,45,46,13.333333333333334,11.73913043478261,10,0,1,-1,600,540,48.69999999999999,44.30000000000001
521,2017-07-18,18,1,14502.5,600,0,892.0,879.0,13,1.0,7,57,57,7.192982456140351,8.771929824561404,8,19,1,0,410,500,45.200000000000045,37.39999999999998
522,2017-07-18,18,1,18160.0,600,0,900.0,1010.0,-110,0.0,8,68,69,7.205882352941177,6.666666666666667,10,10,1,1,490,460,44.30000000000001,30.900000000000034
523,2017-07-19,19,2,8743.333333333334,600,1,894.0,913.0,-19,0.0,8,14,14,7.142857142857143,5.714285714285714,0,13,-1,0,100,80,35.5,15.200000000000045
524,2017-07-19,19,2,8806.944444444443,600,0,886.0,914.0,-28,0.0,7,30,31,11.666666666666666,7.419354838709677,0,0,-1,-1,350,230,65.80000000000001,23.100000000000023
525,2017-07-19,19,2,8970.0,600,0,878.0,948.0,-70,0.0,8,13,14,7.6923076923076925,10.0,0,0,-1,-1,100,140,26.699999999999932,34.099999999999966
526,2017-07-19,19,2,18087.5,600,0,871.0,913.0,-42,0.0,8,25,26,8.0,10.76923076923077,0,0,-1,-1,200,280,40.89999999999998,42.700000000000045
527,2017-07-20,20,3,9997.222222222223,600,1,864.0,827.0,37,1.0,7,58,57,9.827586206896552,6.491228070175438,13,11,0,1,570,370,56.60000000000002,29.700000000000045
528,2017-07-20,20,3,13821.944444444445,600,1,872.0,879.0,-7,1.0,6,30,29,10.666666666666666,20.689655172413794,0,0,-1,-1,320,600,32.49999999999994,101.79999999999995
